DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20241111 06:52:14;20241111 08:52:14;5.1;252;1;286;1
20241111 07:07:11;20241111 09:07:11;6.3;271;1;284;1
20241111 07:22:11;20241111 09:22:11;7.4;271;1;285;1
20241111 07:37:11;20241111 09:37:11;8.4;273;1;290;1
20241111 07:52:12;20241111 09:52:12;9.3;271;1;292;1
20241111 08:07:10;20241111 10:07:10;10.1;272;1;291;1
20241111 08:22:10;20241111 10:22:10;10.8;272;1;293;1
20241111 08:37:12;20241111 10:37:12;11.4;271;1;291;1
20241111 08:52:12;20241111 10:52:12;11.9;274;1;294;1
20241111 09:07:08;20241111 11:07:08;12.2;273;1;295;1
20241111 09:22:09;20241111 11:22:09;12.5;276;1;296;1
20241111 09:37:09;20241111 11:37:09;12.6;276;1;296;1
20241111 09:52:10;20241111 11:52:10;12.6;277;1;298;1
20241111 10:07:10;20241111 12:07:10;12.5;281;1;298;1
20241111 10:22:10;20241111 12:22:10;12.2;282;1;302;1
20241111 10:37:15;20241111 12:37:15;11.9;279;1;301;1
20241111 10:52:15;20241111 12:52:15;11.4;282;1;303;1
20241111 11:07:16;20241111 13:07:16;10.8;285;1;305;1
20241111 11:22:16;20241111 13:22:16;10.1;285;1;306;1
20241111 11:37:19;20241111 13:37:19;9.3;287;1;305;1
20241111 11:52:19;20241111 13:52:19;8.4;288;1;303;1
20241111 12:07:19;20241111 14:07:19;7.4;290;1;304;1
20241111 12:22:24;20241111 14:22:24;6.3;290;1;304;1
20241111 12:37:24;20241111 14:37:24;5.1;291;1;310;1
