DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20241109 06:45:54;20241109 08:45:54;5.1;261;1;293;1
20241109 07:00:48;20241109 09:00:48;6.3;269;1;283;1
20241109 07:15:44;20241109 09:15:44;7.5;269;1;285;1
20241109 07:30:57;20241109 09:30:57;8.5;270;1;291;1
20241109 07:45:45;20241109 09:45:45;9.5;261;1;290;1
20241109 08:00:42;20241109 10:00:42;10.3;267;1;292;1
20241109 08:15:44;20241109 10:15:44;11.1;264;1;293;1
20241109 08:30:43;20241109 10:30:43;11.7;265;1;292;1
20241109 08:45:45;20241109 10:45:45;12.2;264;1;293;1
20241109 09:00:44;20241109 11:00:44;12.6;269;1;296;1
20241109 09:15:44;20241109 11:15:44;12.9;270;1;296;1
20241109 09:30:45;20241109 11:30:45;13.1;271;1;298;1
20241109 09:45:45;20241109 11:45:45;13.1;272;1;297;1
20241109 10:00:46;20241109 12:00:46;13.1;268;1;295;1
20241109 10:15:46;20241109 12:15:46;12.9;272;1;299;1
20241109 10:30:51;20241109 12:30:51;12.6;274;1;300;1
20241109 10:45:51;20241109 12:45:51;12.1;277;1;300;1
20241109 11:00:52;20241109 13:00:52;11.6;276;1;301;1
20241109 11:15:54;20241109 13:15:54;10.9;281;1;304;1
20241109 11:30:57;20241109 13:30:57;10.2;286;1;306;1
20241109 11:45:54;20241109 13:45:54;9.3;289;1;307;1
20241109 12:01:19;20241109 14:01:19;8.3;302;1;314;1
20241109 12:16:05;20241109 14:16:05;7.2;301;1;313;1
20241109 12:31:06;20241109 14:31:06;6.1;311;1;314;1
