DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250426 07:46:20;20250426 10:46:20;38,0;449;0,1576;0,9308;1,0892;1,0955;1;437;0,3281;1,1702;1,0991;1,1042;1
20250426 08:00:50;20250426 11:00:50;39,1;442;0,1779;0,9996;1,0125;1,0219;1;420;0,3663;1,2475;1,0269;1,0365;1
20250426 08:15:50;20250426 11:15:50;40,2;451;0,1548;0,8834;1,1628;1,1581;1;439;0,316;1,1122;1,169;1,1632;1
20250426 08:30:51;20250426 11:30:51;41,1;444;0,1588;0,8738;1,1806;1,1724;1;424;0,319;1,0897;1,2;1,1876;1
20250426 08:45:51;20250426 11:45:51;41,9;431;0,162;0,8545;1,2162;1,2;1;412;0,3173;1,0631;1,2397;1,2177;1
20250426 09:00:21;20250426 12:00:21;42,6;427;0,1637;0,8462;1,233;1,2127;1;410;0,3175;1,0566;1,2502;1,2254;1
20250426 09:15:21;20250426 12:15:21;43,1;432;0,1758;0,8999;1,1421;1,1412;1;412;0,3415;1,1168;1,1647;1,1596;1
20250426 09:30:53;20250426 12:30:53;43,4;428;0,1753;0,8837;1,1682;1,1625;1;404;0,3376;1,0917;1,1984;1,1864;1
20250426 09:45:54;20250426 12:45:54;43,6;445;0,1953;1,0118;1,0063;1,0155;1;423;0,3865;1,2602;1,0183;1,0278;1
20250426 10:00:24;20250426 13:00:24;43,6;426;0,1746;0,8764;1,1808;1,1725;1;411;0,3343;1,0915;1,1988;1,1866;1
20250426 10:15:55;20250426 13:15:55;43,5;443;0,1964;1,0161;1,0021;1,0111;1;421;0,3887;1,2654;1,0141;1,0235;1
20250426 10:30:24;20250426 13:30:24;43,2;421;0,1746;0,8727;1,1862;1,1768;1;394;0,3343;1,0732;1,2251;1,2067;1
20250426 10:45:55;20250426 13:45:55;42,7;428;0,1738;0,8891;1,1583;1,1544;1;414;0,3361;1,1083;1,1755;1,1684;1
20250426 11:01:00;20250426 14:01:00;42,1;450;0,1672;0,9105;1,1246;1,1264;1;433;0,3352;1,1385;1,1373;1,1371;1
20250426 11:15:56;20250426 14:15:56;41,3;446;0,1864;1,0113;1,0041;1,0132;1;423;0,3781;1,2618;1,0162;1,0257;1
20250426 11:30:57;20250426 14:30:57;40,4;452;0,1479;0,8512;1,2192;1,2023;1;442;0,3016;1,0737;1,2228;1,205;1
20250426 11:46:59;20250426 14:46:59;39,3;457;0,1502;0,8859;1,1569;1,1533;1;441;0,3128;1,1152;1,1646;1,1596;1
20250426 12:00:58;20250426 15:00:58;38,2;445;0,1758;1,0182;0,9934;1,0019;1;422;0,3684;1,2726;1,0064;1,0155;1
20250426 12:15:58;20250426 15:15:58;37,0;443;0,1683;0,9959;1,0127;1,0221;1;422;0,3556;1,2469;1,0261;1,0357;1
20250426 12:30:58;20250426 15:30:58;35,6;443;0,1445;0,8908;1,1407;1,14;1;429;0,3064;1,121;1,1539;1,1508;1
20250426 12:46:29;20250426 15:46:29;34,1;439;0,1349;0,866;1,1765;1,1691;1;429;0,2907;1,0946;1,1865;1,177;1
20250426 13:00:28;20250426 16:00:28;32,7;440;0,1278;0,8586;1,1845;1,1755;1;425;0,284;1,087;1,1947;1,1835;1
20250426 13:16:00;20250426 16:16:00;31,0;434;0,1329;0,9115;1,0974;1,1027;1;421;0,2981;1,1507;1,112;1,1155;1
20250426 13:31:00;20250426 16:31:00;29,3;433;0,1357;0,982;1,0094;1,0187;1;423;0,3143;1,2476;1,0166;1,0261;1
20250426 13:46:31;20250426 16:46:31;27,6;442;0,1058;0,8568;1,1663;1,1609;1;431;0,2555;1,0902;1,1775;1,1699;1
20250426 14:01:02;20250426 17:01:02;25,9;425;0,1214;0,9842;0,9955;1,0041;1;415;0,297;1,2533;1,004;1,0131;1
20250426 14:16:01;20250426 17:16:01;24,1;419;0,1048;0,9065;1,0739;1,0816;1;415;0,262;1,1587;1,0825;1,0894;1
20250426 14:31:02;20250426 17:31:02;22,2;414;0,1021;0,948;1,0148;1,0242;1;412;0,2642;1,219;1,0191;1,0286;1
20250426 14:46:03;20250426 17:46:03;20,4;414;0,0922;0,9464;1,004;1,0131;1;411;0,2505;1,2245;1,007;1,0162;1
20250426 15:01:44;20250426 18:01:44;18,4;432;0,0647;0,814;1,1666;1,1611;1;430;0,1913;1,0701;1,1554;1,1521;1
20250426 15:16:03;20250426 18:16:03;16,7;428;0,0601;0,8314;1,117;1,1198;1;423;0,1856;1,097;1,1091;1,1131;1
20250426 15:31:04;20250426 18:31:04;14,8;412;0,0591;0,8687;1,0429;1,0523;1;409;0,1858;1,1498;1,0403;1,0497;1
20250426 15:46:05;20250426 18:46:05;12,9;408;0,0492;0,8233;1,08;1,0871;1;405;0,1619;1,1026;1,0726;1,0804;1
20250426 16:01:10;20250426 19:01:10;11,0;393;0,0455;0,8399;1,0304;1,0399;1;392;0,1543;1,136;1,0236;1,0332;1
20250426 16:16:11;20250426 19:16:11;9,2;392;0,0385;0,8187;1,0284;1,038;1;385;0,1365;1,121;1,0207;1,0303;1
20250426 16:31:11;20250426 19:31:11;7,4;385;0,0337;0,7913;1,0328;1,0423;1;378;0,1189;1,1028;1,0206;1,0302;1
20250426 16:46:44;20250426 19:46:44;5,5;437;0,0259;0,7255;1,0942;1,0999;1;406;0,0896;1,0411;1,0656;1,0738;1
20250426 17:01:51;20250426 20:01:51;3,7;496;0,0229;0,6836;1,1248;1,1266;1;421;0,0735;1,0102;1,0847;1,0914;1
