DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250426 02:46:23;20250426 05:46:23;3,4;416;0,0294;0,7231;1,0476;1,0568;1;377;0,0863;1,0539;1,0338;1,0433;1
20250426 03:01:19;20250426 06:01:19;5,1;377;0,0307;0,7552;1,0399;1,0493;1;376;0,0982;1,0703;1,0318;1,0413;1
20250426 03:15:41;20250426 06:15:41;6,8;376;0,0333;0,7828;1,035;1,0445;1;371;0,1159;1,0868;1,031;1,0406;1
20250426 03:30:42;20250426 06:30:42;8,7;381;0,0379;0,8089;1,0327;1,0423;1;375;0,133;1,1029;1,0329;1,0425;1
20250426 03:45:43;20250426 06:45:43;10,5;397;0,0395;0,7741;1,1175;1,1203;1;391;0,1365;1,0435;1,1171;1,12;1
20250426 04:00:39;20250426 07:00:39;12,4;403;0,0462;0,7932;1,1184;1,1211;1;395;0,1543;1,0588;1,1178;1,1206;1
20250426 04:15:39;20250426 07:15:39;14,3;396;0,0592;0,8485;1,063;1,0714;1;391;0,1844;1,1178;1,068;1,0761;1
20250426 04:30:40;20250426 07:30:40;16,1;400;0,0667;0,8464;1,0885;1,0948;1;398;0,1968;1,1086;1,0922;1,0981;1
20250426 04:46:12;20250426 07:46:12;18,1;402;0,0803;0,9008;1,0368;1,0463;1;399;0,2258;1,1675;1,0448;1,0541;1
20250426 05:01:13;20250426 08:01:13;20,0;405;0,0898;0,9094;1,0418;1,0512;1;401;0,2417;1,1709;1,0516;1,0606;1
20250426 05:15:42;20250426 08:15:42;21,8;406;0,1;0,9216;1,0403;1,0497;1;401;0,2582;1,1811;1,0505;1,0595;1
20250426 05:30:42;20250426 08:30:42;23,6;409;0,1115;0,9508;1,0193;1,0288;1;402;0,2791;1,2117;1,0305;1,04;1
20250426 05:45:42;20250426 08:45:42;25,4;414;0,1207;0,9623;1,0156;1,0251;1;404;0,2935;1,2219;1,028;1,0376;1
20250426 06:00:44;20250426 09:00:44;27,2;416;0,1307;0,9736;1,0108;1,0202;1;403;0,308;1,2317;1,025;1,0345;1
20250426 06:15:43;20250426 09:15:43;28,9;417;0,1364;0,9559;1,0356;1,0451;1;404;0,3116;1,2053;1,0522;1,0612;1
20250426 06:30:45;20250426 09:30:45;30,6;421;0,1428;0,9548;1,0422;1,0515;1;406;0,3188;1,2002;1,0603;1,0689;1
20250426 06:45:45;20250426 09:45:45;32,2;426;0,1517;0,9747;1,0248;1,0344;1;408;0,3331;1,2231;1,0418;1,0512;1
20250426 07:00:46;20250426 10:00:46;33,8;429;0,1611;0,999;1,0037;1,0127;1;411;0,3478;1,252;1,0192;1,0287;1
20250426 07:15:47;20250426 10:15:47;35,2;433;0,1664;0,9984;1,0072;1,0164;1;411;0,3548;1,2509;1,0215;1,0311;1
20250426 07:30:48;20250426 10:30:48;36,6;435;0,1712;1,0005;1,0076;1,0169;1;416;0,3591;1,2526;1,0212;1,0307;1
