DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250427 02:43:48;20250427 05:43:48;3.4;410;1;378;1
20250427 02:58:45;20250427 05:58:45;5.1;378;1;373;1
20250427 03:13:06;20250427 06:13:06;6.8;371;1;366;1
20250427 03:28:08;20250427 06:28:08;8.7;368;1;367;1
20250427 03:43:08;20250427 06:43:08;10.5;365;1;369;1
20250427 03:58:08;20250427 06:58:08;12.4;369;1;371;1
20250427 04:13:05;20250427 07:13:05;14.2;372;1;371;1
20250427 04:28:06;20250427 07:28:06;16.1;377;1;373;1
20250427 04:43:08;20250427 07:43:08;18.0;378;1;373;1
20250427 04:58:07;20250427 07:58:07;19.9;381;1;375;1
20250427 05:13:08;20250427 08:13:08;21.7;381;1;374;1
20250427 05:28:08;20250427 08:28:08;23.6;380;1;373;1
20250427 05:43:08;20250427 08:43:08;25.4;374;1;371;1
20250427 05:58:09;20250427 08:58:09;27.2;380;1;371;1
20250427 06:13:10;20250427 09:13:10;28.9;381;1;371;1
20250427 06:28:10;20250427 09:28:10;30.6;384;1;372;1
20250427 06:42:40;20250427 09:42:40;32.2;382;1;371;1
20250427 06:58:12;20250427 09:58:12;33.8;385;1;373;1
20250427 07:13:13;20250427 10:13:13;35.3;377;1;370;1
20250427 07:28:14;20250427 10:28:14;36.7;384;1;367;1
20250427 07:43:14;20250427 10:43:14;38.0;377;1;366;1
20250427 07:58:15;20250427 10:58:15;39.2;385;1;365;1
20250427 08:13:16;20250427 11:13:16;40.3;386;1;367;1
20250427 08:28:16;20250427 11:28:16;41.3;378;1;368;1
20250427 08:43:16;20250427 11:43:16;42.1;387;1;368;1
20250427 08:58:16;20250427 11:58:16;42.8;388;1;368;1
20250427 09:12:46;20250427 12:12:46;43.3;383;1;363;1
20250427 09:28:18;20250427 12:28:18;43.7;388;1;366;1
20250427 09:43:18;20250427 12:43:18;43.9;387;1;367;1
20250427 09:58:19;20250427 12:58:19;44.0;388;1;367;1
20250427 10:13:19;20250427 13:13:19;43.8;387;1;365;1
20250427 10:28:19;20250427 13:28:19;43.6;388;1;367;1
20250427 10:43:20;20250427 13:43:20;43.1;385;1;363;1
20250427 10:58:20;20250427 13:58:20;42.5;387;1;365;1
20250427 11:13:21;20250427 14:13:21;41.8;383;1;363;1
20250427 11:28:21;20250427 14:28:21;40.9;369;1;367;1
20250427 11:43:22;20250427 14:43:22;39.9;374;1;364;1
20250427 11:58:23;20250427 14:58:23;38.7;379;1;366;1
20250427 12:13:23;20250427 15:13:23;37.5;373;1;366;1
20250427 12:28:24;20250427 15:28:24;36.1;378;1;367;1
20250427 12:43:24;20250427 15:43:24;34.7;372;1;365;1
20250427 12:58:25;20250427 15:58:25;33.2;370;1;368;1
20250427 13:13:25;20250427 16:13:25;31.6;372;1;363;1
20250427 13:28:26;20250427 16:28:26;29.9;372;1;365;1
20250427 13:43:27;20250427 16:43:27;28.2;371;1;366;1
20250427 13:58:27;20250427 16:58:27;26.4;367;1;363;1
20250427 14:13:28;20250427 17:13:28;24.6;368;1;364;1
20250427 14:28:29;20250427 17:28:29;22.8;367;1;364;1
20250427 14:43:30;20250427 17:43:30;21.0;366;1;364;1
20250427 14:58:30;20250427 17:58:30;19.1;364;1;365;1
20250427 15:13:30;20250427 18:13:30;17.2;363;1;362;1
20250427 15:28:31;20250427 18:28:31;15.3;360;1;358;1
20250427 15:43:36;20250427 18:43:36;13.5;358;1;358;1
20250427 15:58:36;20250427 18:58:36;11.6;355;1;358;1
20250427 16:13:37;20250427 19:13:37;9.8;361;1;362;1
20250427 16:28:38;20250427 19:28:38;7.9;370;1;365;1
20250427 16:44:16;20250427 19:44:16;6.0;380;1;373;1
20250427 16:59:18;20250427 19:59:18;4.3;376;1;370;1
