DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250417 09:40:12;20250417 12:40:12;40,5;348;0,201;0,88;1,169;1,1631;1;338;0,3596;1,0944;1,1932;1,1823;1
20250417 09:55:14;20250417 12:55:14;40,6;349;0,2021;0,8867;1,1584;1,1545;1;338;0,3628;1,1017;1,1832;1,1744;1
20250417 10:10:14;20250417 13:10:14;40,6;355;0,2016;0,8987;1,1395;1,139;1;348;0,3651;1,1158;1,1646;1,1595;1
20250417 10:25:14;20250417 13:25:14;40,4;361;0,2017;0,9171;1,1123;1,1158;1;358;0,3693;1,1402;1,1344;1,1347;1
20250417 10:41:16;20250417 13:41:16;40,0;351;0,2002;0,8925;1,1479;1,1459;1;338;0,363;1,1072;1,1754;1,1682;1
20250417 10:55:15;20250417 13:55:15;39,5;348;0,1957;0,8743;1,1763;1,169;1;340;0,3535;1,0874;1,2022;1,1893;1
20250417 11:10:15;20250417 14:10:15;38,8;349;0,1939;0,8811;1,1635;1,1587;1;341;0,3539;1,0948;1,1913;1,1808;1
20250417 11:25:16;20250417 14:25:16;38,0;346;0,1884;0,8632;1,1919;1,1813;1;334;0,3446;1,0732;1,2216;1,2041;1
20250417 11:40:16;20250417 14:40:16;37,0;347;0,1848;0,8658;1,185;1,1758;1;343;0,3403;1,0799;1,2108;1,1959;1
20250417 11:55:18;20250417 14:55:18;36,0;354;0,1787;0,8743;1,1678;1,1622;1;348;0,3382;1,0911;1,1937;1,1827;1
20250417 12:10:18;20250417 15:10:18;34,8;350;0,1754;0,8696;1,1724;1,1659;1;347;0,3331;1,0888;1,1955;1,1841;1
20250417 12:25:19;20250417 15:25:19;33,5;349;0,1721;0,8763;1,1576;1,1539;1;345;0,3318;1,0965;1,183;1,1743;1
20250417 12:40:20;20250417 15:40:20;32,1;357;0,166;0,8959;1,123;1,125;1;356;0,3303;1,125;1,144;1,1427;1
20250417 12:55:21;20250417 15:55:21;30,7;354;0,1587;0,8843;1,1354;1,1355;1;352;0,321;1,1125;1,1568;1,1533;1
20250417 13:10:22;20250417 16:10:22;29,1;353;0,1526;0,8865;1,1261;1,1277;1;352;0,3142;1,1154;1,1495;1,1473;1
20250417 13:25:22;20250417 16:25:22;27,5;349;0,1435;0,8661;1,1506;1,1481;1;348;0,3003;1,0945;1,1715;1,1651;1
20250417 13:40:23;20250417 16:40:23;25,8;345;0,135;0,8522;1,1645;1,1595;1;344;0,2878;1,0778;1,1876;1,1779;1
20250417 13:55:24;20250417 16:55:24;24,1;345;0,1258;0,8452;1,1653;1,1601;1;345;0,2766;1,0767;1,1807;1,1725;1
20250417 14:10:55;20250417 17:10:55;22,3;347;0,115;0,8423;1,1566;1,1531;1;348;0,2637;1,0768;1,1709;1,1647;1
20250417 14:25:28;20250417 17:25:28;20,5;348;0,1096;0,8655;1,1045;1,109;1;346;0,2619;1,1089;1,1203;1,1227;1
20250417 14:40:25;20250417 17:40:25;18,7;344;0,0952;0,8171;1,1642;1,1592;1;344;0,2345;1,0539;1,1794;1,1715;1
20250417 14:55:29;20250417 17:55:29;16,9;348;0,0848;0,8245;1,1303;1,1312;1;344;0,2235;1,0681;1,1461;1,1444;1
20250417 15:10:26;20250417 18:10:26;15,0;339;0,0736;0,7817;1,1803;1,1721;1;339;0,1994;1,0188;1,1985;1,1864;1
20250417 15:25:27;20250417 18:25:27;13,1;345;0,0644;0,806;1,1096;1,1134;1;347;0,1877;1,063;1,12;1,1224;1
20250417 15:41:09;20250417 18:41:09;11,2;351;0,0544;0,8282;1,0474;1,0566;1;351;0,1731;1,1022;1,0573;1,066;1
20250417 15:56:15;20250417 18:56:15;9,3;354;0,044;0,7965;1,0601;1,0686;1;353;0,1485;1,0756;1,0666;1,0748;1
20250417 16:11:12;20250417 19:11:12;7,4;360;0,0352;0,7624;1,0757;1,0832;1;356;0,1241;1,0462;1,0795;1,0867;1
20250417 16:26:16;20250417 19:26:16;5,6;363;0,0308;0,7361;1,0785;1,0857;1;358;0,1051;1,0322;1,0763;1,0837;1
20250417 16:41:17;20250417 19:41:17;3,8;394;0,0294;0,7138;1,0721;1,0798;1;364;0,0901;1,0277;1,0648;1,0731;1
