DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250417 03:10:42;20250417 06:10:42;3,4;320;0,0353;0,7211;1,051;1,06;1;338;0,0974;1,0377;1,0507;1,0597;1
20250417 03:24:59;20250417 06:24:59;5,1;334;0,0346;0,7332;1,073;1,0807;1;338;0,1094;1,0292;1,0754;1,0829;1
20250417 03:40:00;20250417 06:40:00;7,0;337;0,038;0,7467;1,0912;1,0972;1;339;0,1258;1,0237;1,101;1,1059;1
20250417 03:55:17;20250417 06:55:17;8,9;337;0,046;0,7774;1,0807;1,0878;1;337;0,1493;1,0482;1,093;1,0988;1
20250417 04:09:56;20250417 07:09:56;10,7;333;0,0534;0,7624;1,1412;1,1403;1;332;0,1638;1,012;1,1608;1,1565;1
20250417 04:24:57;20250417 07:24:57;12,6;332;0,065;0,7911;1,1253;1,127;1;334;0,1868;1,0418;1,1415;1,1406;1
20250417 04:39:58;20250417 07:39:58;14,5;332;0,0732;0,7795;1,1761;1,1688;1;333;0,1981;1,0162;1,197;1,1852;1
20250417 04:54:59;20250417 07:54:59;16,3;330;0,0886;0,8177;1,1351;1,1353;1;330;0,2257;1,0565;1,1572;1,1536;1
20250417 05:09:59;20250417 08:09:59;18,2;333;0,1008;0,8454;1,1124;1,1159;1;333;0,247;1,0857;1,1337;1,1341;1
20250417 05:25:00;20250417 08:25:00;20,0;330;0,1088;0,8242;1,1658;1,1605;1;331;0,2527;1,0539;1,1887;1,1788;1
20250417 05:40:01;20250417 08:40:01;21,9;330;0,1207;0,8387;1,1578;1,1541;1;330;0,2695;1,0673;1,1813;1,1729;1
20250417 05:55:02;20250417 08:55:02;23,6;330;0,1301;0,8397;1,1714;1,1651;1;329;0,2803;1,0656;1,1937;1,1827;1
20250417 06:10:03;20250417 09:10:03;25,4;327;0,1407;0,8498;1,1657;1,1605;1;328;0,2938;1,0739;1,1908;1,1805;1
20250417 06:25:03;20250417 09:25:03;27,1;327;0,1489;0,8429;1,1875;1,1778;1;323;0,3007;1,0613;1,2165;1,2002;1
20250417 06:40:35;20250417 09:40:35;28,7;333;0,1567;0,8568;1,1718;1,1654;1;326;0,3119;1,0735;1,2045;1,1911;1
20250417 06:55:05;20250417 09:55:05;30,2;334;0,1639;0,8628;1,1682;1,1625;1;325;0,3211;1,0766;1,2043;1,1909;1
20250417 07:09:35;20250417 10:09:35;31,7;334;0,1712;0,8654;1,1693;1,1634;1;324;0,3293;1,0801;1,2026;1,1896;1
20250417 07:24:35;20250417 10:24:35;33,1;331;0,1773;0,86;1,1834;1,1746;1;320;0,3329;1,073;1,2155;1,1995;1
20250417 07:40:37;20250417 10:40:37;34,5;337;0,1805;0,8628;1,1831;1,1744;1;329;0,3365;1,0763;1,213;1,1976;1
20250417 07:55:07;20250417 10:55:07;35,7;341;0,1846;0,8719;1,171;1,1647;1;334;0,3426;1,0886;1,1969;1,1851;1
20250417 08:10:07;20250417 11:10:07;36,8;346;0,1873;0,8766;1,1662;1,1608;1;337;0,3467;1,0924;1,1927;1,1819;1
20250417 08:25:08;20250417 11:25:08;37,7;344;0,1917;0,8753;1,1708;1,1646;1;333;0,3509;1,0879;1,2001;1,1877;1
20250417 08:40:09;20250417 11:40:09;38,6;349;0,1935;0,8817;1,1621;1,1576;1;343;0,3535;1,0987;1,1858;1,1765;1
20250417 08:55:09;20250417 11:55:09;39,3;350;0,194;0,8764;1,1724;1,1658;1;342;0,353;1,09;1,1984;1,1864;1
20250417 09:10:10;20250417 12:10:10;39,9;351;0,1959;0,8779;1,1711;1,1648;1;345;0,3549;1,0924;1,1955;1,1841;1
20250417 09:25:11;20250417 12:25:11;40,3;346;0,1991;0,8724;1,1812;1,1729;1;337;0,3559;1,0856;1,2054;1,1917;1
