DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250409 03:33:27;20250409 06:33:27;3,4;458;0,0259;0,6952;1,0939;1,0996;1;445;0,0732;1,0461;1,0419;1,0513;1
20250409 03:47:45;20250409 06:47:45;5,2;504;0,0204;0,6976;1,137;1,1368;1;454;0,0751;1,0231;1,0829;1,0898;1
20250409 04:02:46;20250409 07:02:46;7,0;448;0,0264;0,7663;1,062;1,0704;1;435;0,097;1,0892;1,0305;1,0401;1
20250409 04:17:46;20250409 07:17:46;8,9;456;0,0295;0,801;1,0473;1,0565;1;439;0,1134;1,1178;1,0213;1,0308;1
20250409 04:35:02;20250409 07:35:02;11,1;464;0,0315;0,7669;1,1404;1,1397;1;444;0,1214;1,052;1,1126;1,1161;1
20250409 04:47:44;20250409 07:47:44;12,7;463;0,0353;0,7636;1,1758;1,1686;1;446;0,1308;1,0362;1,1498;1,1475;1
20250409 05:02:44;20250409 08:02:44;14,5;461;0,041;0,7713;1,1928;1,182;1;444;0,1461;1,0343;1,1713;1,165;1
20250409 05:17:45;20250409 08:17:45;16,4;456;0,0502;0,8031;1,1606;1,1563;1;444;0,1661;1,0643;1,1472;1,1453;1
20250409 05:32:46;20250409 08:32:46;18,2;447;0,0594;0,8082;1,1741;1,1672;1;440;0,1819;1,0608;1,166;1,1607;1
20250409 05:47:47;20250409 08:47:47;20,0;449;0,0659;0,8078;1,1949;1,1836;1;441;0,1932;1,0564;1,1847;1,1756;1
20250409 06:02:48;20250409 09:02:48;21,7;448;0,0739;0,816;1,197;1,1852;1;440;0,2067;1,0597;1,1912;1,1807;1
20250409 06:17:48;20250409 09:17:48;23,4;447;0,0843;0,8399;1,1695;1,1635;1;440;0,2241;1,0832;1,1684;1,1627;1
20250409 06:32:49;20250409 09:32:49;25,1;447;0,0879;0,8172;1,2232;1,2053;1;440;0,2257;1,0532;1,2195;1,2026;1
20250409 06:48:21;20250409 09:48:21;26,7;458;0,0915;0,8221;1,2242;1,206;1;447;0,2323;1,0578;1,2204;1,2032;1
20250409 07:02:51;20250409 10:02:51;28,2;461;0,0992;0,8409;1,1969;1,1852;1;450;0,2447;1,0782;1,1961;1,1845;1
20250409 07:18:22;20250409 10:18:22;29,6;470;0,1033;0,8504;1,187;1,1775;1;451;0,2532;1,0826;1,1942;1,1831;1
20250409 07:32:22;20250409 10:32:22;30,9;474;0,1049;0,8388;1,2134;1,1979;1;450;0,2573;1,0725;1,2119;1,1967;1
20250409 07:48:23;20250409 10:48:23;32,2;465;0,115;0,8507;1,1969;1,1851;1;450;0,2666;1,0829;1,1997;1,1873;1
20250409 08:02:53;20250409 11:02:53;33,3;468;0,1186;0,8545;1,1939;1,1828;1;454;0,2714;1,0882;1,1942;1,1831;1
20250409 08:17:54;20250409 11:17:54;34,4;475;0,121;0,862;1,1841;1,1752;1;459;0,2758;1,095;1,1863;1,1769;1
20250409 08:32:55;20250409 11:32:55;35,3;467;0,1264;0,856;1,1972;1,1854;1;450;0,2798;1,0811;1,207;1,193;1
20250409 08:48:27;20250409 11:48:27;36,1;466;0,1309;0,8638;1,1858;1,1765;1;449;0,2866;1,0894;1,1962;1,1846;1
20250409 09:02:57;20250409 12:02:57;36,7;469;0,131;0,8583;1,1972;1,1854;1;453;0,2865;1,0882;1,1986;1,1865;1
20250409 09:17:58;20250409 12:17:58;37,2;476;0,1302;0,8616;1,1926;1,1819;1;463;0,2858;1,0924;1,1932;1,1823;1
20250409 09:32:28;20250409 12:32:28;37,5;467;0,1332;0,8535;1,208;1,1938;1;446;0,2902;1,0785;1,2133;1,1978;1
20250409 09:47:59;20250409 12:47:59;37,7;476;0,1314;0,8582;1,2001;1,1877;1;462;0,2858;1,0865;1,202;1,1891;1
20250409 10:03:00;20250409 13:03:00;37,7;473;0,1342;0,8661;1,1864;1,1769;1;456;0,2912;1,0936;1,1921;1,1815;1
20250409 10:18:01;20250409 13:18:01;37,6;465;0,1363;0,8628;1,1918;1,1812;1;451;0,2925;1,0904;1,1964;1,1848;1
20250409 10:33:02;20250409 13:33:02;37,4;466;0,1342;0,8576;1,2002;1,1878;1;448;0,289;1,0786;1,213;1,1976;1
20250409 10:48:02;20250409 13:48:02;36,9;466;0,1329;0,8585;1,1976;1,1857;1;448;0,2881;1,0818;1,208;1,1937;1
20250409 11:03:33;20250409 14:03:33;36,4;466;0,1304;0,8561;1,2003;1,1878;1;445;0,2855;1,0756;1,2163;1,2001;1
20250409 11:18:03;20250409 14:18:03;35,7;463;0,1295;0,8579;1,1951;1,1838;1;450;0,2824;1,0833;1,2044;1,191;1
20250409 11:32:32;20250409 14:32:32;34,9;463;0,1275;0,8614;1,1866;1,1771;1;444;0,2843;1,0896;1,1945;1,1833;1
20250409 11:48:03;20250409 14:48:03;33,9;463;0,1224;0,8536;1,1973;1,1855;1;447;0,2752;1,0797;1,2071;1,1931;1
20250409 12:03:04;20250409 15:03:04;32,8;459;0,1174;0,8399;1,2188;1,202;1;447;0,2655;1,0657;1,2257;1,2072;1
20250409 12:18:05;20250409 15:18:05;31,6;468;0,1125;0,8574;1,1827;1,1741;1;455;0,2629;1,0881;1,1911;1,1807;1
20250409 12:33:06;20250409 15:33:06;30,3;468;0,1062;0,8472;1,1956;1,1841;1;452;0,2545;1,0772;1,2036;1,1904;1
20250409 12:48:06;20250409 15:48:06;28,9;466;0,1008;0,8422;1,1983;1,1863;1;452;0,2465;1,074;1,2044;1,191;1
20250409 13:03:06;20250409 16:03:06;27,5;466;0,0945;0,8388;1,1971;1,1853;1;455;0,2374;1,0754;1,1976;1,1857;1
20250409 13:18:07;20250409 16:18:07;25,9;467;0,0873;0,8352;1,1947;1,1834;1;456;0,228;1,0758;1,1907;1,1803;1
20250409 13:33:08;20250409 16:33:08;24,3;461;0,0787;0,8037;1,2445;1,2212;1;453;0,2104;1,0387;1,2378;1,2162;1
20250409 13:48:09;20250409 16:48:09;22,6;465;0,0714;0,8059;1,2262;1,2076;1;458;0,2003;1,0498;1,2112;1,1962;1
20250409 14:04:10;20250409 17:04:10;20,8;471;0,0637;0,8167;1,1869;1,1773;1;461;0,1903;1,065;1,1781;1,1704;1
20250409 14:18:40;20250409 17:18:40;19,1;473;0,0563;0,8124;1,1767;1,1693;1;465;0,1774;1,0724;1,1569;1,1533;1
20250409 14:33:10;20250409 17:33:10;17,4;475;0,0512;0,8318;1,1243;1,1262;1;466;0,1701;1,1069;1,1027;1,1074;1
20250409 14:48:15;20250409 17:48:15;15,5;476;0,0429;0,8025;1,1501;1,1478;1;464;0,1516;1,0753;1,1262;1,1277;1
20250409 15:03:15;20250409 18:03:15;13,7;485;0,0367;0,8156;1,1026;1,1073;1;468;0,1401;1,1078;1,0737;1,0813;1
20250409 15:18:16;20250409 18:18:16;11,8;482;0,0288;0,7342;1,2192;1,2023;1;469;0,1122;1,0069;1,1814;1,173;1
