DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250415 03:16:17;20250415 06:16:17;3,4;437;0,0273;0,7007;1,0842;1,0909;1;411;0,0773;1,0459;1,042;1,0514;1
20250415 03:30:34;20250415 06:30:34;5,1;444;0,025;0,7081;1,1163;1,1193;1;411;0,085;1,03;1,0746;1,0822;1
20250415 03:45:34;20250415 06:45:34;7,0;389;0,0323;0,7789;1,0429;1,0522;1;381;0,1137;1,0945;1,0249;1,0345;1
20250415 04:00:31;20250415 07:00:31;8,9;414;0,0298;0,7094;1,2055;1,1918;1;401;0,1099;0,9843;1,1775;1,17;1
20250415 04:16:03;20250415 07:16:03;10,8;398;0,0402;0,7748;1,1214;1,1236;1;397;0,1375;1,0499;1,1122;1,1157;1
20250415 04:30:32;20250415 07:30:32;12,6;387;0,055;0,8707;1,0148;1,0242;1;387;0,1778;1,1671;1,0091;1,0184;1
20250415 04:45:33;20250415 07:45:33;14,5;390;0,0648;0,8881;1,0166;1,0261;1;388;0,1991;1,1796;1,0119;1,0212;1
20250415 05:00:34;20250415 08:00:34;16,4;394;0,0721;0,8767;1,0499;1,059;1;393;0,2102;1,1533;1,0477;1,0569;1
20250415 05:15:35;20250415 08:15:35;18,2;391;0,0873;0,9288;1,0066;1,0158;1;390;0,2409;1,2122;1,0066;1,0158;1
20250415 05:30:35;20250415 08:30:35;20,0;395;0,0949;0,9194;1,0308;1,0404;1;392;0,2515;1,1898;1,0346;1,0441;1
20250415 05:45:36;20250415 08:45:36;21,8;394;0,106;0,9304;1,0308;1,0403;1;393;0,2673;1,197;1,0363;1,0458;1
20250415 06:00:37;20250415 09:00:37;23,6;395;0,1159;0,9418;1,029;1,0386;1;392;0,2833;1,2051;1,0362;1,0457;1
20250415 06:15:38;20250415 09:15:38;25,3;393;0,1272;0,9542;1,0237;1,0333;1;391;0,2994;1,2176;1,0314;1,0409;1
20250415 06:30:39;20250415 09:30:39;27,0;395;0,1373;0,9677;1,0162;1,0257;1;389;0,3147;1,2297;1,0262;1,0358;1
20250415 06:45:40;20250415 09:45:40;28,6;392;0,1473;0,9726;1,0167;1,0262;1;386;0,3275;1,2309;1,0289;1,0384;1
20250415 07:00:41;20250415 10:00:41;30,1;390;0,157;0,9804;1,0132;1,0227;1;385;0,3396;1,2401;1,0241;1,0337;1
20250415 07:15:41;20250415 10:15:41;31,6;390;0,1657;0,9892;1,0083;1,0175;1;383;0,3509;1,247;1,0206;1,0302;1
20250415 07:30:41;20250415 10:30:41;32,9;391;0,1727;0,9934;1,0073;1,0166;1;382;0,3602;1,2483;1,0213;1,0308;1
20250415 07:45:42;20250415 10:45:42;34,2;390;0,1798;0,9966;1,0069;1,0161;1;381;0,3678;1,2511;1,0203;1,0299;1
20250415 08:00:44;20250415 11:00:44;35,4;390;0,1859;1,0006;1,0053;1,0144;1;381;0,3752;1,2554;1,0179;1,0274;1
20250415 08:15:44;20250415 11:15:44;36,4;390;0,1909;1,003;1,0048;1,0139;1;383;0,3801;1,259;1,0158;1,0253;1
20250415 08:30:45;20250415 11:30:45;37,4;391;0,1945;1,0011;1,0083;1,0176;1;382;0,3836;1,2542;1,0203;1,0299;1
20250415 08:45:45;20250415 11:45:45;38,1;393;0,1973;1,0039;1,0068;1,016;1;385;0,3867;1,2574;1,0183;1,0278;1
20250415 09:00:46;20250415 12:00:46;38,8;397;0,198;1,0013;1,0104;1,0197;1;387;0,3867;1,2542;1,0212;1,0308;1
20250415 09:15:46;20250415 12:15:46;39,3;400;0,2003;1,0089;1,0037;1,0127;1;389;0,3913;1,2655;1,0124;1,0218;1
20250415 09:30:47;20250415 12:30:47;39,7;401;0,2015;1,0104;1,0028;1,0118;1;389;0,3927;1,2647;1,0132;1,0226;1
20250415 09:45:48;20250415 12:45:48;39,9;403;0,2024;1,0146;0,9991;1,0079;1;392;0,3938;1,2721;1,0076;1,0168;1
20250415 10:00:48;20250415 13:00:48;39,9;406;0,201;1,0151;0,9987;1,0074;1;393;0,3934;1,2716;1,0079;1,0172;1
20250415 10:15:48;20250415 13:15:48;39,8;406;0,2006;1,016;0,9977;1,0064;1;393;0,3931;1,2729;1,0069;1,0161;1
20250415 10:30:49;20250415 13:30:49;39,5;406;0,2002;1,0189;0,9946;1,0032;1;391;0,3942;1,2765;1,004;1,0131;1
20250415 10:45:49;20250415 13:45:49;39,1;403;0,1997;1,0181;0,9948;1,0034;1;392;0,3917;1,2758;1,0044;1,0135;1
20250415 11:00:49;20250415 14:00:49;38,6;399;0,1985;1,0159;0,9959;1,0046;1;389;0,3903;1,2746;1,005;1,0141;1
20250415 11:15:49;20250415 14:15:49;37,8;396;0,1964;1,0133;0,9973;1,006;1;389;0,3876;1,273;1,0059;1,015;1
20250415 11:30:50;20250415 14:30:50;37,0;394;0,1923;1,0059;1,003;1,012;1;387;0,3815;1,2641;1,0122;1,0216;1
20250415 11:45:50;20250415 14:45:50;36,0;395;0,1879;1,0076;0,9997;1,0086;1;387;0,3783;1,2685;1,0081;1,0174;1
20250415 12:00:51;20250415 15:00:51;34,9;393;0,1836;1,0066;0,9986;1,0074;1;388;0,3728;1,2692;1,0067;1,0158;1
20250415 12:15:51;20250415 15:15:51;33,7;390;0,1777;1,0003;1,0022;1,0112;1;386;0,3653;1,2631;1,0103;1,0196;1
20250415 12:30:52;20250415 15:30:52;32,4;389;0,1717;0,9976;1,002;1,011;1;386;0,3583;1,2621;1,0096;1,0189;1
20250415 12:45:52;20250415 15:45:52;31,0;387;0,1648;0,9944;1,0017;1,0107;1;385;0,3508;1,2606;1,0089;1,0182;1
20250415 13:00:52;20250415 16:00:52;29,5;385;0,1575;0,9902;1,0018;1,0107;1;382;0,3419;1,2556;1,0105;1,0198;1
