DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250428 02:41:42;20250428 05:41:42;3,4;470;0,0251;0,6928;1,0991;1,1043;1;407;0,0766;1,0211;1,0693;1,0773;1
20250428 02:56:23;20250428 05:56:23;5,1;453;0,0258;0,7452;1,0547;1,0636;1;399;0,0915;1,0667;1,0354;1,0449;1
20250428 03:11:19;20250428 06:11:19;6,9;408;0,0297;0,7564;1,0746;1,0822;1;387;0,1071;1,0562;1,063;1,0714;1
20250428 03:25:38;20250428 06:25:38;8,7;400;0,0341;0,773;1,0834;1,0902;1;375;0,127;1,0567;1,0807;1,0878;1
20250428 03:40:35;20250428 06:40:35;10,5;377;0,0428;0,79;1,0911;1,0971;1;374;0,1462;1,0634;1,0928;1,0986;1
20250428 03:55:31;20250428 06:55:31;12,3;362;0,0568;0,8434;1,0444;1,0537;1;366;0,1788;1,1179;1,052;1,061;1
20250428 04:10:32;20250428 07:10:32;14,2;367;0,0628;0,8157;1,11;1,1138;1;367;0,1877;1,0707;1,1206;1,123;1
20250428 04:25:33;20250428 07:25:33;16,1;368;0,0748;0,8412;1,0954;1,101;1;368;0,2096;1,0949;1,1072;1,1114;1
20250428 04:40:34;20250428 07:40:34;18,0;368;0,0843;0,8436;1,1127;1,1162;1;369;0,2244;1,0906;1,1262;1,1277;1
20250428 04:55:35;20250428 07:55:35;19,9;370;0,0992;0,8885;1,0669;1,0751;1;368;0,2521;1,1397;1,0821;1,0891;1
20250428 05:10:35;20250428 08:10:35;21,7;373;0,1075;0,8884;1,0817;1,0886;1;370;0,2638;1,1333;1,0989;1,1041;1
20250428 05:25:36;20250428 08:25:36;23,6;367;0,1149;0,8658;1,1283;1,1295;1;369;0,2686;1,1017;1,1452;1,1437;1
20250428 05:40:37;20250428 08:40:37;25,4;372;0,1235;0,8822;1,1148;1,118;1;374;0,2821;1,1177;1,1339;1,1342;1
20250428 05:55:07;20250428 08:55:07;27,1;362;0,1306;0,8478;1,1793;1,1713;1;357;0,2852;1,0695;1,2048;1,1913;1
20250428 06:10:38;20250428 09:10:38;28,9;381;0,1365;0,8737;1,145;1,1436;1;376;0,2957;1,1007;1,1677;1,1621;1
20250428 06:26:09;20250428 09:26:09;30,7;366;0,1428;0,8433;1,2043;1,1909;1;367;0,2958;1,0621;1,2268;1,208;1
20250428 06:41:45;20250428 09:41:45;32,4;396;0,1452;0,8697;1,1647;1,1597;1;389;0,3047;1,0957;1,1823;1,1737;1
20250428 06:56:48;20250428 09:56:48;34,0;411;0,148;0,8794;1,154;1,1509;1;400;0,3104;1,1088;1,1674;1,1618;1
20250428 07:11:15;20250428 10:11:15;35,4;412;0,149;0,8609;1,1891;1,1791;1;406;0,306;1,0876;1,1979;1,186;1
20250428 07:25:11;20250428 10:25:11;36,7;388;0,1651;0,87;1,1772;1,1697;1;376;0,3264;1,0874;1,1998;1,1874;1
20250428 07:40:42;20250428 10:40:42;38,1;392;0,1708;0,8796;1,1644;1,1594;1;383;0,3333;1,1006;1,1829;1,1742;1
20250428 07:55:42;20250428 10:55:42;39,4;397;0,173;0,8783;1,1693;1,1634;1;386;0,3341;1,0944;1,1923;1,1816;1
20250428 08:10:43;20250428 11:10:43;40,5;402;0,1747;0,8772;1,1736;1,1668;1;391;0,3363;1,096;1,1908;1,1804;1
20250428 08:25:44;20250428 11:25:44;41,5;383;0,1802;0,8729;1,1827;1,1741;1;383;0,3397;1,086;1,2054;1,1917;1
20250428 08:40:45;20250428 11:40:45;42,3;387;0,1866;0,8759;1,1792;1,1713;1;375;0,3468;1,0875;1,2038;1,1905;1
20250428 08:55:46;20250428 11:55:46;43,0;384;0,1901;0,8769;1,1788;1,1709;1;374;0,35;1,0888;1,2023;1,1894;1
20250428 09:10:15;20250428 12:10:15;43,6;385;0,1919;0,8777;1,1783;1,1706;1;373;0,3522;1,0897;1,2012;1,1885;1
20250428 09:25:16;20250428 12:25:16;44,0;378;0,1927;0,8761;1,1817;1,1733;1;377;0,3518;1,0898;1,2013;1,1886;1
20250428 09:40:16;20250428 12:40:16;44,2;377;0,194;0,8744;1,1851;1,1759;1;374;0,3517;1,0843;1,2093;1,1947;1
20250428 09:56:19;20250428 12:56:19;44,3;379;0,196;0,8861;1,1658;1,1605;1;373;0,3573;1,0961;1,1926;1,1818;1
20250428 10:10:18;20250428 13:10:18;44,2;379;0,1953;0,8845;1,1682;1,1624;1;374;0,3563;1,0956;1,1933;1,1823;1
20250428 10:25:18;20250428 13:25:18;43,9;372;0,197;0,878;1,1785;1,1707;1;366;0,3562;1,0884;1,2033;1,1901;1
20250428 10:40:19;20250428 13:40:19;43,5;368;0,1923;0,8582;1,2124;1,1971;1;367;0,3455;1,0668;1,2349;1,2141;1
20250428 10:55:50;20250428 13:55:50;42,9;382;0,1897;0,8736;1,1843;1,1753;1;379;0,347;1,0883;1,2029;1,1899;1
20250428 11:10:20;20250428 14:10:20;42,2;378;0,1904;0,8778;1,1759;1,1686;1;370;0,3501;1,091;1,1988;1,1866;1
20250428 11:26:53;20250428 14:26:53;41,3;369;0,1822;0,8503;1,2228;1,205;1;363;0,3351;1,0542;1,2533;1,2277;1
20250428 11:40:21;20250428 14:40:21;40,4;372;0,185;0,8798;1,169;1,1631;1;371;0,3452;1,0944;1,193;1,1821;1
20250428 11:55:52;20250428 14:55:52;39,2;382;0,1746;0,8629;1,1953;1,1839;1;376;0,3308;1,0752;1,2196;1,2026;1
20250428 12:10:52;20250428 15:10:52;38,0;375;0,1731;0,8744;1,1728;1,1661;1;375;0,3324;1,0887;1,1991;1,1869;1
20250428 12:27:26;20250428 15:27:26;36,5;392;0,1636;0,8746;1,1688;1,163;1;384;0,3243;1,0943;1,1899;1,1797;1
