DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250412 03:24:51;20250412 06:24:51;3,4;439;0,0278;0,7153;1,0602;1,0688;1;410;0,079;1,0618;1,0262;1,0358;1
20250412 03:39:13;20250412 06:39:13;5,2;445;0,0263;0,7448;1,0561;1,0649;1;407;0,09;1,0715;1,0309;1,0405;1
20250412 03:54:09;20250412 06:54:09;7,0;432;0,0284;0,7758;1,0478;1,057;1;408;0,1053;1,0894;1,0301;1,0397;1
20250412 04:09:10;20250412 07:09:10;8,9;424;0,0339;0,8126;1,0316;1,0412;1;406;0,1255;1,1188;1,0201;1,0297;1
20250412 04:24:11;20250412 07:24:11;10,8;422;0,0403;0,8368;1,0306;1,0401;1;407;0,145;1,1335;1,0237;1,0333;1
20250412 04:39:08;20250412 07:39:08;12,7;419;0,049;0,869;1,0172;1,0267;1;406;0,1677;1,161;1,0146;1,0241;1
20250412 04:54:09;20250412 07:54:09;14,5;419;0,0562;0,8649;1,0448;1,0541;1;410;0,1816;1,1418;1,0461;1,0553;1
20250412 05:09:10;20250412 08:09:10;16,4;417;0,057;0,7797;1,2045;1,191;1;412;0,1739;1,0229;1,2055;1,1918;1
20250412 05:24:41;20250412 08:24:41;18,3;420;0,0731;0,8747;1,0714;1,0792;1;413;0,2128;1,1347;1,0783;1,0856;1
20250412 05:39:11;20250412 08:39:11;20,0;416;0,0822;0,8717;1,0911;1,0972;1;411;0,2266;1,1253;1,0987;1,1039;1
20250412 05:53:40;20250412 08:53:40;21,7;422;0,0828;0,8267;1,1777;1,1701;1;407;0,2258;1,0648;1,1842;1,1752;1
20250412 06:09:11;20250412 09:09:11;23,5;415;0,0984;0,8651;1,1292;1,1303;1;411;0,2474;1,1083;1,137;1,1368;1
20250412 06:24:12;20250412 09:24:12;25,2;409;0,1076;0,8604;1,1474;1,1455;1;405;0,2583;1,0968;1,1592;1,1552;1
20250412 06:38:42;20250412 09:38:42;26,8;409;0,1098;0,8312;1,2074;1,1933;1;398;0,2582;1,0563;1,2229;1,2051;1
20250412 06:53:43;20250412 09:53:43;28,3;405;0,1202;0,8457;1,1892;1,1792;1;395;0,2725;1,0699;1,2086;1,1942;1
20250412 07:08:43;20250412 10:08:43;29,8;412;0,1254;0,852;1,1851;1,1759;1;399;0,28;1,0754;1,205;1,1915;1
20250412 07:24:14;20250412 10:24:14;31,3;412;0,1312;0,8508;1,1931;1,1822;1;403;0,2845;1,074;1,2105;1,1956;1
20250412 07:38:44;20250412 10:38:44;32,5;412;0,1357;0,8496;1,1999;1,1875;1;401;0,2901;1,0699;1,2191;1,2022;1
20250412 07:54:15;20250412 10:54:15;33,8;423;0,1389;0,8602;1,1854;1,1762;1;409;0,296;1,083;1,2022;1,1893;1
20250412 08:08:45;20250412 11:08:45;34,9;426;0,1414;0,8579;1,1928;1,182;1;409;0,2993;1,0798;1,2083;1,194;1
20250412 08:24:16;20250412 11:24:16;35,9;426;0,1462;0,8643;1,1845;1,1755;1;413;0,3032;1,0846;1,2028;1,1897;1
20250412 08:38:46;20250412 11:38:46;36,7;421;0,1498;0,8581;1,1977;1,1858;1;406;0,3075;1,0771;1,2145;1,1987;1
20250412 08:53:47;20250412 11:53:47;37,4;413;0,1563;0,8611;1,1941;1,183;1;400;0,3128;1,0766;1,216;1,1999;1
20250412 09:08:48;20250412 12:08:48;38,0;422;0,1575;0,873;1,1752;1,1681;1;406;0,3181;1,0925;1,1938;1,1827;1
20250412 09:24:19;20250412 12:24:19;38,4;431;0,1546;0,8684;1,1841;1,1751;1;417;0,313;1,0891;1,199;1,1868;1
20250412 09:38:49;20250412 12:38:49;38,7;427;0,1559;0,8654;1,1897;1,1796;1;411;0,3156;1,0858;1,2039;1,1906;1
20250412 09:53:49;20250412 12:53:49;38,8;428;0,1558;0,8639;1,1927;1,1819;1;413;0,3137;1,0821;1,2092;1,1947;1
20250412 10:08:50;20250412 13:08:50;38,8;436;0,1518;0,8622;1,1956;1,1841;1;417;0,3104;1,0794;1,2131;1,1977;1
20250412 10:23:50;20250412 13:23:50;38,6;438;0,1525;0,8723;1,1778;1,1702;1;421;0,3132;1,0946;1,1914;1,1809;1
20250412 10:38:50;20250412 13:38:50;38,3;445;0,1487;0,8686;1,1833;1,1745;1;426;0,3085;1,0913;1,1958;1,1843;1
20250412 10:54:52;20250412 13:54:52;37,8;451;0,1423;0,8608;1,1956;1,1841;1;438;0,2988;1,0875;1,2006;1,1881;1
20250412 11:09:22;20250412 14:09:22;37,1;456;0,1392;0,8665;1,1841;1,1751;1;444;0,2962;1,096;1,1882;1,1783;1
20250412 11:24:22;20250412 14:24:22;36,4;456;0,1351;0,86;1,1933;1,1824;1;440;0,2911;1,085;1,2028;1,1897;1
20250412 11:39:23;20250412 14:39:23;35,5;466;0,1286;0,862;1,1874;1,1778;1;453;0,2836;1,0944;1,1886;1,1787;1
20250412 11:54:24;20250412 14:54:24;34,4;461;0,1263;0,8595;1,1887;1,1788;1;452;0,28;1,0947;1,1868;1,1773;1
20250412 12:09:25;20250412 15:09:25;33,3;451;0,1266;0,8636;1,178;1,1703;1;441;0,2822;1,0994;1,1788;1,171;1
20250412 12:24:25;20250412 15:24:25;32,0;447;0,1233;0,8626;1,1754;1,1682;1;438;0,2779;1,0998;1,1761;1,1688;1
20250412 12:39:26;20250412 15:39:26;30,7;448;0,1161;0,8543;1,1845;1,1755;1;439;0,2679;1,0915;1,1845;1,1755;1
20250412 12:54:27;20250412 15:54:27;29,2;453;0,1079;0,8511;1,1839;1,175;1;445;0,2577;1,0931;1,1788;1,1709;1
20250412 13:09:28;20250412 16:09:28;27,7;447;0,1044;0,8543;1,1712;1,1649;1;440;0,2533;1,0976;1,1681;1,1624;1
20250412 13:24:33;20250412 16:24:33;26,1;449;0,0999;0,876;1,128;1,1293;1;439;0,253;1,1285;1,1241;1,126;1
20250412 13:39:29;20250412 16:39:29;24,5;432;0,0937;0,8411;1,1751;1,168;1;425;0,2388;1,0813;1,1764;1,169;1
20250412 13:54:30;20250412 16:54:30;22,8;431;0,0886;0,8561;1,138;1,1377;1;427;0,2331;1,106;1,1361;1,1361;1
20250412 14:09:32;20250412 17:09:32;21,0;430;0,0775;0,8266;1,1713;1,165;1;426;0,2137;1,0742;1,167;1,1615;1
20250412 14:24:32;20250412 17:24:32;19,3;431;0,0691;0,8216;1,1622;1,1576;1;427;0,1997;1,0739;1,156;1,1526;1
20250412 14:40:08;20250412 17:40:08;17,4;432;0,0607;0,8156;1,1512;1,1487;1;427;0,1847;1,0719;1,1452;1,1437;1
20250412 14:54:38;20250412 17:54:38;15,6;438;0,0512;0,7985;1,1581;1,1543;1;430;0,1668;1,064;1,1411;1,1403;1
20250412 15:09:35;20250412 18:09:35;13,7;444;0,0439;0,8008;1,1271;1,1285;1;433;0,1524;1,0797;1,1056;1,11;1
20250412 15:24:40;20250412 18:24:40;11,9;449;0,037;0,7918;1,1118;1,1154;1;430;0,1373;1,0783;1,0896;1,0957;1
20250412 15:39:41;20250412 18:39:41;10,0;444;0,0319;0,77;1,114;1,1173;1;427;0,1202;1,062;1,089;1,0953;1
20250412 15:54:41;20250412 18:54:41;8,1;457;0,026;0,7504;1,1091;1,113;1;432;0,1026;1,0535;1,0785;1,0857;1
20250412 16:10:15;20250412 19:10:15;6,2;453;0,0242;0,7229;1,1143;1,1175;1;439;0,0856;1,0409;1,0724;1,0801;1
20250412 16:25:19;20250412 19:25:19;4,3;482;0,0234;0,6999;1,1106;1,1144;1;443;0,0749;1,0345;1,0621;1,0705;1
