DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250429 02:39:09;20250429 05:39:09;3,4;548;0,0207;0,6929;1,0988;1,104;1;467;0,0683;1,0434;1,0449;1,0542;1
20250429 02:55:25;20250429 05:55:25;5,3;491;0,0224;0,7377;1,0701;1,078;1;445;0,0812;1,0661;1,0375;1,047;1
20250429 03:09:32;20250429 06:09:32;7,0;453;0,0249;0,7419;1,0996;1,1047;1;433;0,094;1,0532;1,067;1,0751;1
20250429 03:23:43;20250429 06:23:43;8,7;451;0,0285;0,7702;1,0889;1,0951;1;430;0,1101;1,0737;1,0627;1,0711;1
20250429 03:38:49;20250429 06:38:49;10,6;440;0,0351;0,7974;1,081;1,088;1;420;0,131;1,0871;1,0672;1,0753;1
20250429 03:53:39;20250429 06:53:39;12,4;427;0,0392;0,7472;1,2033;1,1901;1;415;0,1366;1,0051;1,191;1,1805;1
20250429 04:08:40;20250429 07:08:40;14,3;435;0,0466;0,7919;1,1503;1,1479;1;428;0,1567;1,0645;1,1287;1,1298;1
20250429 04:23:34;20250429 07:23:34;16,1;430;0,0554;0,8064;1,1515;1,1489;1;425;0,1751;1,0701;1,1378;1,1375;1
20250429 04:38:35;20250429 07:38:35;18,0;429;0,0633;0,8086;1,1711;1,1648;1;427;0,1884;1,0653;1,1586;1,1547;1
20250429 04:53:35;20250429 07:53:35;19,9;432;0,0731;0,835;1,1459;1,1443;1;431;0,2069;1,0932;1,1355;1,1356;1
20250429 05:08:36;20250429 08:08:36;21,8;426;0,0813;0,825;1,1809;1,1726;1;426;0,2181;1,0712;1,1754;1,1682;1
20250429 05:22:59;20250429 08:22:59;23,5;428;0,0847;0,7971;1,2519;1,2267;1;428;0,2183;1,0347;1,2395;1,2175;1
20250429 05:38:34;20250429 08:38:34;25,4;452;0,0899;0,8315;1,1986;1,1865;1;449;0,2307;1,0826;1,1791;1,1712;1
20250429 05:53:04;20250429 08:53:04;27,2;452;0,1012;0,8611;1,157;1,1534;1;446;0,2499;1,1093;1,1512;1,1486;1
20250429 06:08:01;20250429 09:08:01;28,9;452;0,1112;0,8777;1,1387;1,1383;1;445;0,2651;1,125;1,1371;1,137;1
20250429 06:23:02;20250429 09:23:02;30,6;442;0,1211;0,8706;1,157;1,1534;1;434;0,2757;1,1085;1,1619;1,1573;1
20250429 06:38:02;20250429 09:38:02;32,3;431;0,1265;0,8414;1,2141;1,1984;1;424;0,2759;1,0667;1,2234;1,2055;1
20250429 06:52:32;20250429 09:52:32;33,8;438;0,1308;0,849;1,2055;1,1918;1;428;0,2839;1,0762;1,2121;1,1969;1
20250429 07:08:03;20250429 10:08:03;35,4;449;0,1357;0,8654;1,1813;1,173;1;439;0,2914;1,095;1,1877;1,178;1
20250429 07:23:04;20250429 10:23:04;36,9;448;0,1422;0,8693;1,1786;1,1708;1;436;0,2997;1,0976;1,1857;1,1764;1
20250429 07:39:06;20250429 10:39:06;38,3;465;0,1423;0,8824;1,1603;1,1561;1;453;0,3032;1,1175;1,1609;1,1565;1
20250429 07:53:36;20250429 10:53:36;39,5;460;0,1494;0,8857;1,1576;1,1539;1;445;0,3115;1,1159;1,1638;1,159;1
20250429 08:08:36;20250429 11:08:36;40,6;462;0,1545;0,8978;1,141;1,1402;1;446;0,3197;1,1283;1,1489;1,1468;1
20250429 08:23:06;20250429 11:23:06;41,6;445;0,1581;0,8645;1,1976;1,1857;1;429;0,3158;1,0836;1,2091;1,1946;1
20250429 08:38:06;20250429 11:38:06;42,5;464;0,1582;0,8923;1,1529;1,15;1;448;0,3223;1,12;1,1603;1,1561;1
20250429 08:53:07;20250429 11:53:07;43,2;453;0,1649;0,8901;1,1575;1,1538;1;437;0,3283;1,1145;1,1677;1,1621;1
20250429 09:08:07;20250429 12:08:07;43,8;442;0,1667;0,8701;1,1917;1,1811;1;429;0,3247;1,0884;1,2032;1,1901;1
20250429 09:23:39;20250429 12:23:39;44,2;445;0,1664;0,8686;1,1951;1,1837;1;430;0,3247;1,0865;1,2062;1,1923;1
20250429 09:37:38;20250429 12:37:38;44,5;436;0,1708;0,868;1,1966;1,1849;1;423;0,3277;1,0839;1,21;1,1953;1
20250429 09:54:10;20250429 12:54:10;44,6;450;0,1658;0,871;1,1914;1,1809;1;436;0,3249;1,0924;1,1979;1,186;1
20250429 10:08:39;20250429 13:08:39;44,5;447;0,1654;0,865;1,2019;1,189;1;436;0,322;1,0855;1,2077;1,1935;1
20250429 10:23:40;20250429 13:23:40;44,3;472;0,1598;0,8907;1,1583;1,1544;1;461;0,3222;1,1219;1,1585;1,1546;1
20250429 10:38:09;20250429 13:38:09;43,9;453;0,1666;0,8883;1,1615;1,157;1;441;0,3286;1,1146;1,1677;1,1621;1
20250429 10:53:10;20250429 13:53:10;43,3;442;0,1676;0,8788;1,1762;1,1689;1;429;0,327;1,0982;1,1893;1,1793;1
20250429 11:07:40;20250429 14:07:40;42,7;439;0,1651;0,8726;1,1855;1,1762;1;426;0,3239;1,0927;1,1967;1,185;1
20250429 11:23:45;20250429 14:23:45;41,8;447;0,1607;0,8806;1,1703;1,1641;1;433;0,3216;1,1043;1,1804;1,1722;1
20250429 11:38:42;20250429 14:38:42;40,8;448;0,1545;0,8673;1,1909;1,1805;1;436;0,3121;1,0906;1,1985;1,1864;1
20250429 11:52:41;20250429 14:52:41;39,7;448;0,1509;0,8654;1,192;1,1814;1;431;0,3101;1,0883;1,2012;1,1885;1
20250429 12:08:13;20250429 15:08:13;38,5;438;0,1513;0,8684;1,1842;1,1752;1;425;0,3084;1,0876;1,2012;1,1885;1
20250429 12:23:44;20250429 15:23:44;37,1;448;0,1445;0,877;1,1663;1,1609;1;439;0,3025;1,1078;1,1724;1,1658;1
20250429 12:38:51;20250429 15:38:51;35,7;456;0,1346;0,8705;1,1733;1,1666;1;446;0,2919;1,1057;1,1736;1,1668;1
