DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250429 02:39:09;20250429 05:39:09;3.4;548;1;467;1
20250429 02:55:25;20250429 05:55:25;5.3;491;1;445;1
20250429 03:09:32;20250429 06:09:32;7.0;453;1;433;1
20250429 03:23:43;20250429 06:23:43;8.7;451;1;430;1
20250429 03:38:49;20250429 06:38:49;10.6;440;1;420;1
20250429 03:53:39;20250429 06:53:39;12.4;427;1;415;1
20250429 04:08:40;20250429 07:08:40;14.3;435;1;428;1
20250429 04:23:34;20250429 07:23:34;16.1;430;1;425;1
20250429 04:38:35;20250429 07:38:35;18.0;429;1;427;1
20250429 04:53:35;20250429 07:53:35;19.9;432;1;431;1
20250429 05:08:36;20250429 08:08:36;21.8;426;1;426;1
20250429 05:22:59;20250429 08:22:59;23.5;428;1;428;1
20250429 05:38:34;20250429 08:38:34;25.4;452;1;449;1
20250429 05:53:04;20250429 08:53:04;27.2;452;1;446;1
20250429 06:08:01;20250429 09:08:01;28.9;452;1;445;1
20250429 06:23:02;20250429 09:23:02;30.6;442;1;434;1
20250429 06:38:02;20250429 09:38:02;32.3;431;1;424;1
20250429 06:52:32;20250429 09:52:32;33.8;438;1;428;1
20250429 07:08:03;20250429 10:08:03;35.4;449;1;439;1
20250429 07:23:04;20250429 10:23:04;36.9;448;1;436;1
20250429 07:39:06;20250429 10:39:06;38.3;465;1;453;1
20250429 07:53:36;20250429 10:53:36;39.5;460;1;445;1
20250429 08:08:36;20250429 11:08:36;40.6;462;1;446;1
20250429 08:23:06;20250429 11:23:06;41.6;445;1;429;1
20250429 08:38:06;20250429 11:38:06;42.5;464;1;448;1
20250429 08:53:07;20250429 11:53:07;43.2;453;1;437;1
20250429 09:08:07;20250429 12:08:07;43.8;442;1;429;1
20250429 09:23:39;20250429 12:23:39;44.2;445;1;430;1
20250429 09:37:38;20250429 12:37:38;44.5;436;1;423;1
20250429 09:54:10;20250429 12:54:10;44.6;450;1;436;1
20250429 10:08:39;20250429 13:08:39;44.5;447;1;436;1
20250429 10:23:40;20250429 13:23:40;44.3;472;1;461;1
20250429 10:38:09;20250429 13:38:09;43.9;453;1;441;1
20250429 10:53:10;20250429 13:53:10;43.3;442;1;429;1
20250429 11:07:40;20250429 14:07:40;42.7;439;1;426;1
20250429 11:23:45;20250429 14:23:45;41.8;447;1;433;1
20250429 11:38:42;20250429 14:38:42;40.8;448;1;436;1
20250429 11:52:41;20250429 14:52:41;39.7;448;1;431;1
20250429 12:08:13;20250429 15:08:13;38.5;438;1;425;1
20250429 12:23:44;20250429 15:23:44;37.1;448;1;439;1
20250429 12:38:51;20250429 15:38:51;35.7;456;1;446;1
20250429 12:53:46;20250429 15:53:46;34.2;443;1;434;1
20250429 13:08:46;20250429 16:08:46;32.6;433;1;414;1
20250429 13:23:16;20250429 16:23:16;31.0;434;1;424;1
20250429 13:39:18;20250429 16:39:18;29.2;430;1;427;1
20250429 13:53:18;20250429 16:53:18;27.5;433;1;431;1
20250429 14:08:18;20250429 17:08:18;25.8;427;1;424;1
20250429 14:23:22;20250429 17:23:22;23.9;420;1;421;1
20250429 14:39:00;20250429 17:39:00;22.0;435;1;431;1
20250429 14:53:23;20250429 17:53:23;20.2;427;1;424;1
20250429 15:10:12;20250429 18:10:12;18.1;431;1;429;1
20250429 15:23:25;20250429 18:23:25;16.5;425;1;420;1
20250429 15:38:57;20250429 18:38:57;14.5;433;1;426;1
20250429 15:53:25;20250429 18:53:25;12.7;435;1;415;1
20250429 16:08:59;20250429 19:08:59;10.8;442;1;425;1
20250429 16:24:00;20250429 19:24:00;9.0;451;1;431;1
20250429 16:38:28;20250429 19:38:28;7.2;456;1;422;1
20250429 16:54:40;20250429 19:54:40;5.3;482;1;440;1
20250429 17:09:18;20250429 20:09:18;3.6;541;1;465;1
