DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250408 11:05:55;20250408 14:05:55;35,9;443;0,1673;1,0193;0,9887;0,9968;1;420;0,3604;1,2786;1,0003;1,0092;1
20250408 11:20:55;20250408 14:20:55;35,2;444;0,163;1,0169;0,9896;0,9978;1;421;0,356;1,2772;1,0008;1,0098;1
20250408 11:35:55;20250408 14:35:55;34,3;443;0,1596;1,0138;0,9908;0,9991;1;421;0,3508;1,2739;1,0026;1,0116;1
20250408 11:50:55;20250408 14:50:55;33,3;441;0,1551;1,0096;0,9927;1,0012;1;421;0,3444;1,2711;1,0037;1,0128;1
20250408 12:05:55;20250408 15:05:55;32,2;442;0,149;1,0059;0,9938;1,0022;1;423;0,3368;1,269;1,0042;1,0132;1
20250408 12:20:55;20250408 15:20:55;31,0;440;0,1435;1,0012;0,9953;1,0039;1;421;0,3297;1,2642;1,0063;1,0154;1
20250408 12:35:56;20250408 15:35:56;29,7;438;0,137;0,9942;0,9986;1,0074;1;421;0,3206;1,2606;1,007;1,0162;1
20250408 12:50:57;20250408 15:50:57;28,3;438;0,1293;0,9889;0,9996;1,0084;1;422;0,31;1,2552;1,0086;1,0179;1
20250408 13:05:57;20250408 16:05:57;26,9;437;0,1213;0,9811;1,0022;1,0112;1;423;0,2978;1,249;1,01;1,0193;1
20250408 13:20:58;20250408 16:20:58;25,3;435;0,1129;0,9721;1,0052;1,0143;1;424;0,2853;1,2433;1,0101;1,0194;1
20250408 13:35:58;20250408 16:35:58;23,7;433;0,1041;0,9615;1,0086;1,0178;1;425;0,2709;1,2338;1,0124;1,0218;1
20250408 13:50:59;20250408 16:50:59;22,0;431;0,0948;0,9493;1,0113;1,0206;1;425;0,2557;1,2261;1,0123;1,0217;1
20250408 14:05:59;20250408 17:05:59;20,3;432;0,0848;0,9358;1,0145;1,0239;1;425;0,2389;1,2142;1,0148;1,0243;1
20250408 14:20:59;20250408 17:20:59;18,5;430;0,0752;0,9195;1,0191;1,0286;1;425;0,221;1,2025;1,0161;1,0256;1
20250408 14:35:59;20250408 17:35:59;16,7;431;0,0652;0,9012;1,0241;1,0337;1;425;0,2021;1,1886;1,0181;1,0277;1
20250408 14:51:00;20250408 17:51:00;14,9;430;0,0561;0,8804;1,03;1,0396;1;424;0,1823;1,1706;1,0223;1,0319;1
20250408 15:06:00;20250408 18:06:00;13,1;435;0,0467;0,8563;1,0374;1,0469;1;424;0,1616;1,1521;1,0254;1,035;1
20250408 15:21:05;20250408 18:21:05;11,2;433;0,0396;0,831;1,0438;1,0531;1;421;0,1423;1,1339;1,0267;1,0363;1
20250408 15:36:06;20250408 18:36:06;9,3;433;0,0333;0,804;1,0498;1,0589;1;423;0,1222;1,114;1,0283;1,0379;1
20250408 15:51:07;20250408 18:51:07;7,4;432;0,0288;0,7745;1,0574;1,0661;1;421;0,1049;1,0949;1,0286;1,0382;1
20250408 16:06:44;20250408 19:06:44;5,5;422;0,0277;0,7412;1,0682;1,0763;1;425;0,0875;1,0736;1,0315;1,0411;1
20250408 16:21:51;20250408 19:21:51;3,6;441;0,027;0,706;1,0812;1,0882;1;421;0,0765;1,0555;1,0341;1,0437;1
