DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250406 12:27:18;20250406 15:27:18;29,8;443;0,1345;0,9867;1,0062;1,0154;1;424;0,3164;1,249;1,0164;1,0259;1
20250406 12:41:48;20250406 15:41:48;28,6;439;0,1297;0,9856;1,0035;1,0125;1;423;0,3099;1,2502;1,013;1,0225;1
20250406 12:56:48;20250406 15:56:48;27,1;434;0,1243;0,9824;1,0019;1,0109;1;420;0,3027;1,2522;1,0083;1,0175;1
20250406 13:11:48;20250406 16:11:48;25,6;429;0,1177;0,9768;1,0019;1,0108;1;419;0,2923;1,2484;1,0072;1,0164;1
20250406 13:26:49;20250406 16:26:49;24,1;426;0,1089;0,9633;1,0085;1,0178;1;416;0,2791;1,2349;1,0128;1,0222;1
20250406 13:41:49;20250406 16:41:49;22,4;423;0,1003;0,9526;1,0111;1,0204;1;417;0,2644;1,2263;1,0138;1,0232;1
20250406 13:56:50;20250406 16:56:50;20,8;424;0,0901;0,9413;1,0118;1,0211;1;417;0,2486;1,2169;1,0146;1,0241;1
20250406 14:11:51;20250406 17:11:51;19,0;420;0,0812;0,9274;1,0143;1,0237;1;415;0,2322;1,2062;1,0155;1,025;1
20250406 14:26:51;20250406 17:26:51;17,2;420;0,0713;0,9109;1,0179;1,0274;1;414;0,2141;1,194;1,0165;1,026;1
20250406 14:41:52;20250406 17:41:52;15,4;419;0,0618;0,8909;1,0233;1,0329;1;414;0,1945;1,1792;1,0183;1,0278;1
20250406 14:56:53;20250406 17:56:53;13,6;421;0,0522;0,8697;1,028;1,0376;1;413;0,174;1,1632;1,0197;1,0292;1
20250406 15:11:58;20250406 18:11:58;11,7;423;0,0438;0,8447;1,0343;1,0439;1;411;0,1536;1,1431;1,0231;1,0326;1
20250406 15:26:58;20250406 18:26:58;9,9;419;0,0371;0,8175;1,0411;1,0505;1;410;0,1331;1,1222;1,026;1,0356;1
20250406 15:41:58;20250406 18:41:58;8,0;414;0,032;0,7873;1,0499;1,059;1;408;0,1143;1,099;1,0301;1,0397;1
20250406 15:57:36;20250406 18:57:36;6,0;401;0,0295;0,7545;1,0596;1,0682;1;412;0,0953;1,0792;1,031;1,0406;1
20250406 16:12:38;20250406 19:12:38;4,2;402;0,0288;0,721;1,0708;1,0787;1;408;0,0828;1,0593;1,0349;1,0444;1
