DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250410 11:45:07;20250410 14:45:07;34,4;459;0,1258;0,8531;1,1999;1,1875;1;442;0,2789;1,0767;1,2122;1,1969;1
20250410 11:59:36;20250410 14:59:36;33,4;457;0,1208;0,841;1,2188;1,202;1;439;0,2725;1,0652;1,2276;1,2087;1
20250410 12:14:37;20250410 15:14:37;32,2;460;0,1193;0,8633;1,1748;1,1678;1;442;0,275;1,0942;1,184;1,1751;1
20250410 12:29:38;20250410 15:29:38;30,9;460;0,1118;0,849;1,195;1,1837;1;443;0,2639;1,082;1,1983;1,1863;1
20250410 12:45:09;20250410 15:45:09;29,5;456;0,1108;0,8682;1,1563;1,1528;1;443;0,2639;1,1057;1,1629;1,1582;1
20250410 12:59:38;20250410 15:59:38;28,1;457;0,099;0,8328;1,2118;1,1966;1;440;0,2459;1,0651;1,2148;1,1989;1
20250410 13:15:09;20250410 16:15:09;26,5;448;0,0933;0,8152;1,2368;1,2155;1;441;0,2317;1,047;1,2363;1,2152;1
20250410 13:31:11;20250410 16:31:11;24,8;456;0,0876;0,8448;1,1708;1,1646;1;447;0,2304;1,0899;1,1664;1,1611;1
20250410 13:45:10;20250410 16:45:10;23,3;455;0,0799;0,831;1,1839;1,175;1;446;0,2173;1,0753;1,1782;1,1705;1
20250410 14:00:11;20250410 17:00:11;21,6;458;0,072;0,8303;1,1696;1,1636;1;451;0,2047;1,0825;1,1591;1,1551;1
20250410 14:15:12;20250410 17:15:12;19,8;458;0,0638;0,8205;1,1698;1,1638;1;450;0,1913;1,0741;1,1593;1,1553;1
20250410 14:30:12;20250410 17:30:12;18,0;463;0,0544;0,8038;1,1797;1,1717;1;456;0,1728;1,0645;1,1596;1,1555;1
20250410 14:45:12;20250410 17:45:12;16,2;464;0,0463;0,7857;1,1899;1,1797;1;455;0,1561;1,047;1,1687;1,1629;1
20250410 15:00:13;20250410 18:00:13;14,3;468;0,0396;0,7798;1,1734;1,1666;1;457;0,1425;1,0545;1,1422;1,1412;1
20250410 15:15:14;20250410 18:15:14;12,5;475;0,0331;0,7685;1,1631;1,1583;1;461;0,1258;1,0515;1,1279;1,1292;1
20250410 15:30:15;20250410 18:30:15;10,6;474;0,0287;0,7545;1,1536;1,1506;1;462;0,1108;1,0468;1,1138;1,1171;1
20250410 15:45:19;20250410 18:45:19;8,7;478;0,0241;0,7348;1,1505;1,1481;1;468;0,0949;1,0402;1,1007;1,1057;1
20250410 16:00:20;20250410 19:00:20;6,8;482;0,0221;0,7303;1,1165;1,1194;1;471;0,0836;1,0584;1,0599;1,0685;1
20250410 16:15:58;20250410 19:15:58;4,9;522;0,0196;0,6924;1,1405;1,1397;1;492;0,0674;1,0406;1,0606;1,0692;1
20250410 16:31:00;20250410 19:31:00;3,0;510;0,022;0,6675;1,1361;1,1361;1;483;0,0633;1,0349;1,0508;1,0599;1
