DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250412 03:24:51;20250412 06:24:51;3.4;439;1;410;1
20250412 03:39:13;20250412 06:39:13;5.2;445;1;407;1
20250412 03:54:09;20250412 06:54:09;7.0;432;1;408;1
20250412 04:09:10;20250412 07:09:10;8.9;424;1;406;1
20250412 04:24:11;20250412 07:24:11;10.8;422;1;407;1
20250412 04:39:08;20250412 07:39:08;12.7;419;1;406;1
20250412 04:54:09;20250412 07:54:09;14.5;419;1;410;1
20250412 05:09:10;20250412 08:09:10;16.4;417;1;412;1
20250412 05:24:41;20250412 08:24:41;18.3;420;1;413;1
20250412 05:39:11;20250412 08:39:11;20.0;416;1;411;1
20250412 05:53:40;20250412 08:53:40;21.7;422;1;407;1
20250412 06:09:11;20250412 09:09:11;23.5;415;1;411;1
20250412 06:24:12;20250412 09:24:12;25.2;409;1;405;1
20250412 06:38:42;20250412 09:38:42;26.8;409;1;398;1
20250412 06:53:43;20250412 09:53:43;28.3;405;1;395;1
20250412 07:08:43;20250412 10:08:43;29.8;412;1;399;1
20250412 07:24:14;20250412 10:24:14;31.3;412;1;403;1
20250412 07:38:44;20250412 10:38:44;32.5;412;1;401;1
20250412 07:54:15;20250412 10:54:15;33.8;423;1;409;1
20250412 08:08:45;20250412 11:08:45;34.9;426;1;409;1
20250412 08:24:16;20250412 11:24:16;35.9;426;1;413;1
20250412 08:38:46;20250412 11:38:46;36.7;421;1;406;1
20250412 08:53:47;20250412 11:53:47;37.4;413;1;400;1
20250412 09:08:48;20250412 12:08:48;38.0;422;1;406;1
20250412 09:24:19;20250412 12:24:19;38.4;431;1;417;1
20250412 09:38:49;20250412 12:38:49;38.7;427;1;411;1
20250412 09:53:49;20250412 12:53:49;38.8;428;1;413;1
20250412 10:08:50;20250412 13:08:50;38.8;436;1;417;1
20250412 10:23:50;20250412 13:23:50;38.6;438;1;421;1
20250412 10:38:50;20250412 13:38:50;38.3;445;1;426;1
20250412 10:54:52;20250412 13:54:52;37.8;451;1;438;1
20250412 11:09:22;20250412 14:09:22;37.1;456;1;444;1
20250412 11:24:22;20250412 14:24:22;36.4;456;1;440;1
20250412 11:39:23;20250412 14:39:23;35.5;466;1;453;1
20250412 11:54:24;20250412 14:54:24;34.4;461;1;452;1
20250412 12:09:25;20250412 15:09:25;33.3;451;1;441;1
20250412 12:24:25;20250412 15:24:25;32.0;447;1;438;1
20250412 12:39:26;20250412 15:39:26;30.7;448;1;439;1
20250412 12:54:27;20250412 15:54:27;29.2;453;1;445;1
20250412 13:09:28;20250412 16:09:28;27.7;447;1;440;1
20250412 13:24:33;20250412 16:24:33;26.1;449;1;439;1
20250412 13:39:29;20250412 16:39:29;24.5;432;1;425;1
20250412 13:54:30;20250412 16:54:30;22.8;431;1;427;1
20250412 14:09:32;20250412 17:09:32;21.0;430;1;426;1
20250412 14:24:32;20250412 17:24:32;19.3;431;1;427;1
20250412 14:40:08;20250412 17:40:08;17.4;432;1;427;1
20250412 14:54:38;20250412 17:54:38;15.6;438;1;430;1
20250412 15:09:35;20250412 18:09:35;13.7;444;1;433;1
20250412 15:24:40;20250412 18:24:40;11.9;449;1;430;1
20250412 15:39:41;20250412 18:39:41;10.0;444;1;427;1
20250412 15:54:41;20250412 18:54:41;8.1;457;1;432;1
20250412 16:10:15;20250412 19:10:15;6.2;453;1;439;1
20250412 16:25:19;20250412 19:25:19;4.3;482;1;443;1
