DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250418 03:08:04;20250418 06:08:04;3.4;430;1;366;1
20250418 03:22:55;20250418 06:22:55;5.2;369;1;361;1
20250418 03:37:51;20250418 06:37:51;7.0;359;1;358;1
20250418 03:52:12;20250418 06:52:12;8.8;349;1;347;1
20250418 04:07:13;20250418 07:07:13;10.7;345;1;344;1
20250418 04:22:13;20250418 07:22:13;12.6;345;1;344;1
20250418 04:37:14;20250418 07:37:14;14.5;345;1;345;1
20250418 04:52:11;20250418 07:52:11;16.3;344;1;343;1
20250418 05:07:12;20250418 08:07:12;18.2;343;1;343;1
20250418 05:22:12;20250418 08:22:12;20.0;343;1;343;1
20250418 05:37:13;20250418 08:37:13;21.9;342;1;342;1
20250418 05:52:14;20250418 08:52:14;23.6;342;1;341;1
20250418 06:07:15;20250418 09:07:15;25.4;343;1;342;1
20250418 06:22:16;20250418 09:22:16;27.1;341;1;339;1
20250418 06:37:16;20250418 09:37:16;28.7;341;1;339;1
20250418 06:52:17;20250418 09:52:17;30.3;341;1;338;1
20250418 07:07:18;20250418 10:07:18;31.8;341;1;337;1
20250418 07:22:19;20250418 10:22:19;33.2;340;1;334;1
20250418 07:36:49;20250418 10:36:49;34.5;337;1;328;1
20250418 07:51:49;20250418 10:51:49;35.8;336;1;324;1
20250418 08:06:50;20250418 11:06:50;36.9;334;1;329;1
20250418 08:22:21;20250418 11:22:21;37.9;337;1;332;1
20250418 08:36:51;20250418 11:36:51;38.8;335;1;329;1
20250418 08:51:51;20250418 11:51:51;39.5;333;1;327;1
20250418 09:06:51;20250418 12:06:51;40.1;335;1;331;1
20250418 09:21:52;20250418 12:21:52;40.5;338;1;332;1
20250418 09:36:52;20250418 12:36:52;40.8;337;1;330;1
20250418 09:52:23;20250418 12:52:23;41.0;341;1;334;1
20250418 10:06:53;20250418 13:06:53;40.9;337;1;330;1
20250418 10:21:53;20250418 13:21:53;40.8;338;1;332;1
20250418 10:36:54;20250418 13:36:54;40.4;338;1;332;1
20250418 10:52:25;20250418 13:52:25;39.9;345;1;342;1
20250418 11:06:55;20250418 14:06:55;39.3;339;1;332;1
20250418 11:21:55;20250418 14:21:55;38.5;340;1;333;1
20250418 11:36:55;20250418 14:36:55;37.6;338;1;330;1
20250418 11:53:29;20250418 14:53:29;36.4;345;1;338;1
20250418 12:07:28;20250418 15:07:28;35.3;344;1;335;1
20250418 12:22:29;20250418 15:22:29;34.1;340;1;336;1
20250418 12:37:30;20250418 15:37:30;32.7;337;1;332;1
20250418 12:52:31;20250418 15:52:31;31.2;336;1;332;1
20250418 13:07:32;20250418 16:07:32;29.7;334;1;331;1
20250418 13:22:32;20250418 16:22:32;28.1;332;1;329;1
20250418 13:37:33;20250418 16:37:33;26.4;330;1;329;1
20250418 13:52:34;20250418 16:52:34;24.7;329;1;329;1
20250418 14:07:35;20250418 17:07:35;23.0;327;1;329;1
20250418 14:22:35;20250418 17:22:35;21.2;324;1;329;1
20250418 14:37:36;20250418 17:37:36;19.3;325;1;329;1
20250418 14:52:37;20250418 17:52:37;17.5;321;1;327;1
20250418 15:07:38;20250418 18:07:38;15.6;323;1;328;1
20250418 15:22:39;20250418 18:22:39;13.8;321;1;327;1
20250418 15:37:43;20250418 18:37:43;11.9;322;1;326;1
20250418 15:53:17;20250418 18:53:17;9.9;323;1;328;1
20250418 16:08:17;20250418 19:08:17;8.1;317;1;327;1
20250418 16:23:22;20250418 19:23:22;6.2;318;1;330;1
20250418 16:38:24;20250418 19:38:24;4.4;317;1;327;1
