DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250423 02:54:46;20250423 05:54:46;3,4;484;0,0251;0,7142;1,063;1,0714;1;408;0,0788;1,0538;1,0344;1,0439;1
20250423 03:09:35;20250423 06:09:35;5,2;451;0,0256;0,737;1,0687;1,0767;1;397;0,0913;1,0545;1,0483;1,0575;1
20250423 03:24:21;20250423 06:24:21;7,0;412;0,03;0,7682;1,0581;1,0668;1;384;0,1104;1,0704;1,0487;1,0578;1
20250423 03:39:19;20250423 06:39:19;8,8;364;0,0423;0,853;0,9831;0,9907;1;363;0,1487;1,1596;0,9851;0,9929;1
20250423 03:54:15;20250423 06:54:15;10,7;371;0,0472;0,8386;1,0267;1,0363;1;370;0,1604;1,1271;1,0286;1,0382;1
20250423 04:09:10;20250423 07:09:10;12,5;372;0,0539;0,8193;1,0805;1,0875;1;371;0,1725;1,0877;1,0855;1,0921;1
20250423 04:24:14;20250423 07:24:14;14,4;383;0,0624;0,8414;1,0748;1,0823;1;377;0,1915;1,1074;1,0802;1,0873;1
20250423 04:39:16;20250423 07:39:16;16,3;376;0,0737;0,84;1,0997;1,1048;1;372;0,2095;1,0944;1,1096;1,1134;1
20250423 04:53:34;20250423 07:53:34;18,1;371;0,0816;0,8243;1,145;1,1435;1;370;0,2188;1,067;1,1569;1,1534;1
20250423 05:08:38;20250423 08:08:38;20,0;376;0,0921;0,843;1,1337;1,1341;1;374;0,2365;1,0868;1,1441;1,1428;1
20250423 05:24:09;20250423 08:24:09;21,9;375;0,1004;0,8361;1,1625;1,1578;1;374;0,2453;1,0694;1,1785;1,1707;1
20250423 05:38:35;20250423 08:38:35;23,6;368;0,1094;0,8334;1,1825;1,1739;1;375;0,2549;1,0648;1,1949;1,1837;1
20250423 05:54:06;20250423 08:54:06;25,5;367;0,1148;0,8125;1,2354;1,2144;1;372;0,2574;1,0349;1,2502;1,2254;1
20250423 06:09:11;20250423 09:09:11;27,2;392;0,1239;0,8674;1,1471;1,1453;1;390;0,2797;1,1033;1,1591;1,1551;1
20250423 06:23:36;20250423 09:23:36;28,9;377;0,1281;0,8251;1,2303;1,2107;1;376;0,2753;1,0414;1,2539;1,2281;1
