DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250423 06:39:07;20250423 09:39:07;30,6;388;0,1393;0,8654;1,1653;1,1601;1;381;0,2967;1,0863;1,1915;1,1809;1
20250423 06:53:37;20250423 09:53:37;32,1;395;0,1531;0,9134;1,0982;1,1034;1;385;0,3219;1,1456;1,1197;1,1222;1
20250423 07:08:07;20250423 10:08:07;33,6;388;0,1562;0,8861;1,1423;1,1413;1;383;0,3179;1,1094;1,1661;1,1608;1
20250423 07:23:08;20250423 10:23:08;35,0;371;0,1553;0,8376;1,2306;1,2109;1;375;0,3061;1,0514;1,2515;1,2264;1
20250423 07:38:39;20250423 10:38:39;36,4;387;0,1592;0,8488;1,2136;1,198;1;382;0,3124;1,0616;1,2374;1,2159;1
20250423 07:53:09;20250423 10:53:09;37,6;374;0,1667;0,852;1,211;1,196;1;373;0,3215;1,0636;1,2356;1,2146;1
20250423 08:08:41;20250423 11:08:41;38,7;383;0,1739;0,8692;1,1832;1,1744;1;373;0,3326;1,0802;1,212;1,1968;1
20250423 08:23:11;20250423 11:23:11;39,7;378;0,1785;0,8656;1,1916;1,1811;1;366;0,3363;1,0724;1,2242;1,2061;1
20250423 08:38:12;20250423 11:38:12;40,6;372;0,1812;0,8618;1,2001;1,1877;1;367;0,3367;1,0681;1,2313;1,2114;1
20250423 08:53:13;20250423 11:53:13;41,3;375;0,1829;0,8656;1,1949;1,1836;1;372;0,3393;1,0748;1,2217;1,2042;1
20250423 09:08:13;20250423 12:08:13;41,9;378;0,1859;0,8668;1,1939;1,1829;1;372;0,3425;1,0771;1,2185;1,2018;1
20250423 09:23:44;20250423 12:23:44;42,3;397;0,1878;0,8979;1,1438;1,1426;1;388;0,3518;1,1165;1,1647;1,1597;1
20250423 09:38:14;20250423 12:38:14;42,6;386;0,1983;0,9161;1,1173;1,1202;1;367;0,3683;1,1293;1,1487;1,1466;1
20250423 09:53:14;20250423 12:53:14;42,7;393;0,2029;0,9474;1,0759;1,0833;1;382;0,3786;1,1755;1,096;1,1015;1
20250423 10:08:14;20250423 13:08:14;42,6;370;0,1913;0,8693;1,191;1,1806;1;360;0,3485;1,0725;1,2258;1,2073;1
20250423 10:23:45;20250423 13:23:45;42,4;361;0,1805;0,8158;1,2951;1,2576;1;352;0,3231;1,0092;1,3318;1,2829;1
20250423 10:38:15;20250423 13:38:15;42,0;387;0,2021;0,9421;1,0817;1,0886;1;376;0,3767;1,1689;1,1028;1,1075;1
20250423 10:53:47;20250423 13:53:47;41,5;367;0,1915;0,8785;1,1733;1,1665;1;345;0,3522;1,08;1,2141;1,1984;1
20250423 11:08:17;20250423 14:08:17;40,8;374;0,1911;0,9025;1,1342;1,1345;1;371;0,3566;1,1203;1,159;1,155;1
20250423 11:24:19;20250423 14:24:19;39,9;380;0,1851;0,8911;1,1501;1,1477;1;374;0,3486;1,1107;1,1709;1,1646;1
20250423 11:38:18;20250423 14:38:18;39,0;363;0,1801;0,8567;1,206;1,1922;1;358;0,3356;1,0674;1,2311;1,2113;1
20250423 11:53:18;20250423 14:53:18;38,0;370;0,1764;0,8763;1,1696;1,1636;1;365;0,3376;1,0909;1,1961;1,1845;1
20250423 12:08:18;20250423 15:08:18;36,8;369;0,17;0,8658;1,1844;1,1754;1;363;0,3295;1,0793;1,2114;1,1963;1
20250423 12:23:18;20250423 15:23:18;35,5;370;0,1652;0,8679;1,1772;1,1697;1;370;0,3235;1,0846;1,2022;1,1893;1
20250423 12:39:21;20250423 15:39:21;34,0;371;0,1584;0,8598;1,1867;1,1772;1;368;0,3147;1,0764;1,212;1,1968;1
20250423 12:54:21;20250423 15:54:21;32,5;369;0,1523;0,8613;1,1792;1,1713;1;369;0,3086;1,0784;1,2066;1,1927;1
20250423 13:08:20;20250423 16:08:20;31,0;367;0,1465;0,8585;1,1786;1,1708;1;366;0,3039;1,0792;1,2024;1,1895;1
20250423 13:23:52;20250423 16:23:52;29,3;370;0,1394;0,8666;1,1582;1,1544;1;375;0,296;1,094;1,1778;1,1702;1
20250423 13:38:53;20250423 16:38:53;27,7;367;0,1316;0,8539;1,1716;1,1652;1;370;0,2847;1,0793;1,1928;1,1819;1
20250423 13:53:54;20250423 16:53:54;25,9;368;0,1203;0,8367;1,1922;1,1815;1;372;0,2686;1,0622;1,2103;1,1955;1
20250423 14:08:54;20250423 17:08:54;24,1;372;0,1134;0,8553;1,1489;1,1467;1;379;0,2643;1,0924;1,16;1,1558;1
20250423 14:24:26;20250423 17:24:26;22,3;373;0,1012;0,8254;1,1858;1,1765;1;376;0,2434;1,0565;1,1992;1,187;1
20250423 14:38:55;20250423 17:38:55;20,5;374;0,0927;0,8258;1,1675;1,1619;1;374;0,2341;1,063;1,179;1,1711;1
20250423 14:53:56;20250423 17:53:56;18,6;380;0,0834;0,8357;1,1322;1,1328;1;381;0,2213;1,083;1,1402;1,1395;1
20250423 15:08:57;20250423 18:08:57;16,8;377;0,077;0,8524;1,087;1,0934;1;375;0,2149;1,1092;1,0961;1,1016;1
20250423 15:23:58;20250423 18:23:58;14,9;366;0,0611;0,763;1,2155;1,1995;1;369;0,1771;0,9996;1,2272;1,2084;1
20250423 15:38:58;20250423 18:38:58;13,0;372;0,0555;0,8102;1,1014;1,1062;1;375;0,1729;1,0759;1,1035;1,1081;1
20250423 15:54:34;20250423 18:54:34;11,1;377;0,0448;0,7882;1,1044;1,1089;1;379;0,1493;1,0612;1,1016;1,1064;1
20250423 16:10:13;20250423 19:10:13;9,1;380;0,0387;0,7985;1,0548;1,0636;1;376;0,1343;1,0817;1,0587;1,0674;1
20250423 16:24:03;20250423 19:24:03;7,5;395;0,0308;0,7431;1,1075;1,1116;1;374;0,1134;1,0313;1,0971;1,1025;1
20250423 16:39:36;20250423 19:39:36;5,6;415;0,0274;0,7243;1,0979;1,1031;1;387;0,0943;1,0309;1,0778;1,0851;1
20250423 16:54:42;20250423 19:54:42;3,8;444;0,0266;0,7068;1,0842;1,0909;1;393;0,0824;1,0322;1,0599;1,0685;1
