DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250424 02:52:13;20250424 05:52:13;3.4;518;1;413;1
20250424 03:06:58;20250424 06:06:58;5.2;463;1;400;1
20250424 03:21:43;20250424 06:21:43;7.0;413;1;389;1
20250424 03:36:47;20250424 06:36:47;8.8;408;1;390;1
20250424 03:51:37;20250424 06:51:37;10.7;406;1;392;1
20250424 04:06:33;20250424 07:06:33;12.5;397;1;389;1
20250424 04:21:34;20250424 07:21:34;14.4;393;1;388;1
20250424 04:36:01;20250424 07:36:01;16.2;387;1;383;1
20250424 04:51:02;20250424 07:51:02;18.1;385;1;381;1
20250424 05:05:58;20250424 08:05:58;20.0;379;1;378;1
20250424 05:20:59;20250424 08:20:59;21.8;380;1;379;1
20250424 05:35:29;20250424 08:35:29;23.6;383;1;376;1
20250424 05:51:00;20250424 08:51:00;25.4;376;1;377;1
20250424 06:06:01;20250424 09:06:01;27.2;375;1;377;1
20250424 06:20:31;20250424 09:20:31;28.8;380;1;371;1
20250424 06:36:02;20250424 09:36:02;30.6;369;1;372;1
20250424 06:50:32;20250424 09:50:32;32.1;369;1;367;1
20250424 07:05:32;20250424 10:05:32;33.6;374;1;371;1
20250424 07:20:32;20250424 10:20:32;35.1;375;1;377;1
20250424 07:35:33;20250424 10:35:33;36.4;369;1;368;1
20250424 07:51:04;20250424 10:51:04;37.7;375;1;375;1
20250424 08:05:34;20250424 11:05:34;38.8;385;1;376;1
20250424 08:20:34;20250424 11:20:34;39.8;374;1;372;1
20250424 08:35:35;20250424 11:35:35;40.7;369;1;366;1
20250424 08:51:07;20250424 11:51:07;41.5;376;1;373;1
20250424 09:06:08;20250424 12:06:08;42.1;374;1;363;1
20250424 09:20:38;20250424 12:20:38;42.6;379;1;364;1
20250424 09:36:09;20250424 12:36:09;42.9;382;1;362;1
20250424 09:51:10;20250424 12:51:10;43.0;380;1;364;1
20250424 10:05:40;20250424 13:05:40;43.0;378;1;363;1
20250424 10:21:11;20250424 13:21:11;42.8;383;1;365;1
20250424 10:36:12;20250424 13:36:12;42.4;383;1;363;1
20250424 10:51:13;20250424 13:51:13;41.9;382;1;364;1
20250424 11:06:13;20250424 14:06:13;41.2;375;1;365;1
20250424 11:21:14;20250424 14:21:14;40.4;374;1;367;1
20250424 11:36:15;20250424 14:36:15;39.5;381;1;366;1
20250424 11:51:16;20250424 14:51:16;38.4;374;1;371;1
20250424 12:06:17;20250424 15:06:17;37.2;374;1;368;1
20250424 12:21:17;20250424 15:21:17;35.9;376;1;370;1
20250424 12:36:18;20250424 15:36:18;34.5;379;1;374;1
20250424 12:51:18;20250424 15:51:18;33.1;373;1;375;1
20250424 13:06:19;20250424 16:06:19;31.5;381;1;373;1
20250424 13:21:19;20250424 16:21:19;29.9;383;1;376;1
20250424 13:36:20;20250424 16:36:20;28.2;380;1;376;1
20250424 13:51:20;20250424 16:51:20;26.5;381;1;379;1
20250424 14:06:21;20250424 17:06:21;24.7;379;1;376;1
20250424 14:21:22;20250424 17:21:22;22.9;379;1;379;1
20250424 14:36:22;20250424 17:36:22;21.1;379;1;379;1
20250424 14:51:23;20250424 17:51:23;19.2;381;1;378;1
20250424 15:06:24;20250424 18:06:24;17.4;380;1;376;1
20250424 15:21:25;20250424 18:21:25;15.5;377;1;374;1
20250424 15:36:26;20250424 18:36:26;13.6;375;1;374;1
20250424 15:51:27;20250424 18:51:27;11.7;370;1;373;1
20250424 16:06:31;20250424 19:06:31;9.9;365;1;368;1
20250424 16:22:05;20250424 19:22:05;8.0;362;1;371;1
20250424 16:36:32;20250424 19:36:32;6.2;373;1;367;1
20250424 16:52:12;20250424 19:52:12;4.3;377;1;372;1
Среднее значение ОСО (P1): 383
Стандартное отклонение: 22.99
Среднее значение ОСО (P2): 374
Стандартное отклонение: 9.49

