DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250425 02:49:07;20250425 05:49:07;3,4;484;0,0242;0,6905;1,1022;1,107;1;412;0,0749;1,018;1,0725;1,0802;1
20250425 03:04:02;20250425 06:04:02;5,1;465;0,024;0,7202;1,0952;1,1008;1;409;0,0859;1,0342;1,07;1,0779;1
20250425 03:18:56;20250425 06:18:56;6,9;414;0,0283;0,7348;1,1107;1,1144;1;401;0,1004;1,0292;1,094;1,0997;1
20250425 03:33:20;20250425 06:33:20;8,7;412;0,0317;0,7472;1,1274;1,1287;1;394;0,117;1,029;1,1144;1,1176;1
20250425 03:48:21;20250425 06:48:21;10,6;408;0,0369;0,7519;1,1575;1,1538;1;392;0,1321;1,0164;1,153;1,1501;1
20250425 04:03:18;20250425 07:03:18;12,4;409;0,0454;0,7945;1,1168;1,1197;1;400;0,1537;1,066;1,1095;1,1133;1
20250425 04:18:18;20250425 07:18:18;14,3;401;0,052;0,7712;1,1892;1,1791;1;395;0,1642;1,0188;1,1914;1,1809;1
20250425 04:33:19;20250425 07:33:19;16,2;405;0,0628;0,816;1,1359;1,136;1;402;0,1873;1,0708;1,1372;1,137;1
20250425 04:48:20;20250425 07:48:20;18,1;400;0,071;0,8036;1,1808;1,1725;1;398;0,199;1,0452;1,1867;1,1772;1
20250425 05:03:51;20250425 08:03:51;20,0;400;0,0933;0,924;1,0253;1,0349;1;396;0,2492;1,1918;1,0326;1,0422;1
20250425 05:18:21;20250425 08:18:21;21,8;402;0,0885;0,8169;1,1959;1,1844;1;401;0,2257;1,0519;1,2028;1,1898;1
20250425 05:34:24;20250425 08:34:24;23,7;404;0,1069;0,892;1,0914;1,0974;1;399;0,263;1,136;1,1056;1,11;1
20250425 05:48:22;20250425 08:48:22;25,4;403;0,1066;0,8356;1,191;1,1806;1;401;0,2524;1,0661;1,2022;1,1893;1
20250425 06:03:23;20250425 09:03:23;27,2;408;0,1149;0,849;1,1776;1,17;1;404;0,2645;1,0784;1,1924;1,1817;1
20250425 06:18:23;20250425 09:18:23;28,9;412;0,1386;0,9581;1,0332;1,0427;1;402;0,3139;1,2103;1,0477;1,0569;1
20250425 06:33:55;20250425 09:33:55;30,6;413;0,1478;0,9648;1,0312;1,0407;1;405;0,325;1,2178;1,0442;1,0535;1
20250425 06:48:24;20250425 09:48:24;32,2;415;0,1446;0,9071;1,1071;1,1113;1;403;0,3102;1,139;1,1274;1,1288;1
20250425 07:03:25;20250425 10:03:25;33,7;405;0,1386;0,8301;1,2411;1,2187;1;397;0,2875;1,0438;1,2618;1,2338;1
20250425 07:17:55;20250425 10:17:55;35,1;407;0,1546;0,8815;1,154;1,151;1;396;0,3156;1,1027;1,1769;1,1695;1
20250425 07:32:55;20250425 10:32:55;36,5;404;0,1552;0,8558;1,2013;1,1886;1;397;0,3096;1,0724;1,2212;1,2038;1
20250425 07:48:26;20250425 10:48:26;37,8;403;0,1622;0,8655;1,1876;1,1779;1;391;0,3197;1,0769;1,216;1,1998;1
20250425 08:02:56;20250425 11:02:56;39,0;404;0,1705;0,8854;1,157;1,1534;1;390;0,3324;1,0996;1,1849;1,1758;1
20250425 08:18:27;20250425 11:18:27;40,0;398;0,1625;0,8293;1,261;1,2333;1;391;0,3106;1,0358;1,2827;1,2489;1
20250425 08:32:57;20250425 11:32:57;40,9;409;0,1751;0,8838;1,1637;1,1588;1;395;0,3364;1,0983;1,188;1,1783;1
20250425 08:48:28;20250425 11:48:28;41,7;409;0,1736;0,8676;1,1923;1,1816;1;396;0,3299;1,0773;1,2182;1,2015;1
20250425 09:02:58;20250425 12:02:58;42,3;413;0,1736;0,8669;1,1947;1,1834;1;400;0,3319;1,0813;1,2127;1,1973;1
20250425 09:18:29;20250425 12:18:29;42,8;414;0,1739;0,8625;1,2034;1,1902;1;398;0,33;1,0707;1,2286;1,2094;1
20250425 09:32:59;20250425 12:32:59;43,1;406;0,1802;0,871;1,1891;1,1791;1;394;0,3378;1,0827;1,2111;1,1961;1
20250425 09:47:59;20250425 12:47:59;43,3;408;0,182;0,8806;1,1731;1,1664;1;397;0,3418;1,095;1,1938;1,1828;1
20250425 10:03:00;20250425 13:03:00;43,3;405;0,1796;0,8665;1,1972;1,1854;1;390;0,3369;1,0738;1,2243;1,2061;1
20250425 10:18:00;20250425 13:18:00;43,1;416;0,1848;0,9065;1,1323;1,1329;1;401;0,3509;1,1246;1,1548;1,1516;1
20250425 10:33:31;20250425 13:33:31;42,8;410;0,1714;0,8486;1,2291;1,2098;1;401;0,3236;1,0583;1,2477;1,2236;1
20250425 10:48:01;20250425 13:48:01;42,3;419;0,1781;0,8949;1,1486;1,1465;1;404;0,3421;1,1126;1,1696;1,1636;1
20250425 11:03:33;20250425 14:03:33;41,7;421;0,1737;0,8887;1,1571;1,1535;1;407;0,3356;1,1061;1,1779;1,1702;1
20250425 11:18:34;20250425 14:18:34;40,9;419;0,1641;0,8561;1,2111;1,1961;1;409;0,3186;1,0708;1,2274;1,2084;1
20250425 11:33:34;20250425 14:33:34;40,0;419;0,1622;0,8594;1,2032;1,1901;1;405;0,3178;1,072;1,2249;1,2066;1
20250425 11:48:34;20250425 14:48:34;38,9;432;0,1672;0,9232;1,1011;1,1061;1;418;0,3375;1,155;1,1163;1,1193;1
20250425 12:03:35;20250425 15:03:35;37,7;435;0,1628;0,927;1,0937;1,0995;1;420;0,3332;1,1608;1,1091;1,113;1
20250425 12:18:36;20250425 15:18:36;36,5;438;0,16;0,9476;1,065;1,0733;1;424;0,3345;1,1885;1,0789;1,0861;1
20250425 12:34:07;20250425 15:34:07;35,0;439;0,1579;0,9722;1,0338;1,0433;1;424;0,3378;1,2209;1,0469;1,0562;1
20250425 12:48:37;20250425 15:48:37;33,6;439;0,1541;0,987;1,0152;1,0247;1;424;0,3372;1,2461;1,0239;1,0335;1
20250425 13:03:37;20250425 16:03:37;32,1;436;0,1463;0,9752;1,0238;1,0334;1;424;0,3251;1,2315;1,0343;1,0439;1
20250425 13:18:07;20250425 16:18:07;30,5;440;0,1218;0,8739;1,1511;1,1486;1;428;0,2788;1,1087;1,1613;1,1569;1
20250425 13:33:38;20250425 16:33:38;28,8;435;0,131;0,9729;1,0169;1,0264;1;424;0,307;1,2355;1,0254;1,035;1
20250425 13:48:39;20250425 16:48:39;27,1;433;0,1168;0,9251;1,065;1,0733;1;426;0,28;1,178;1,0738;1,0814;1
20250425 14:03:40;20250425 17:03:40;25,3;430;0,1124;0,9517;1,0264;1,0359;1;424;0,2795;1,2176;1,0314;1,0409;1
20250425 14:18:41;20250425 17:18:41;23,5;433;0,0832;0,798;1,2497;1,225;1;431;0,2158;1,0334;1,2415;1,219;1
20250425 14:33:42;20250425 17:33:42;21,7;422;0,0949;0,9362;1,0231;1,0327;1;420;0,2527;1,2087;1,0254;1,035;1
20250425 14:48:43;20250425 17:48:43;19,8;418;0,085;0,9174;1,0314;1,0409;1;418;0,2348;1,1913;1,0322;1,0417;1
20250425 15:03:43;20250425 18:03:43;17,9;416;0,0762;0,9146;1,0198;1,0293;1;415;0,2208;1,1957;1,0189;1,0284;1
20250425 15:18:44;20250425 18:18:44;16,1;412;0,0671;0,8954;1,0245;1,0341;1;410;0,2028;1,1798;1,0218;1,0313;1
20250425 15:33:45;20250425 18:33:45;14,2;408;0,0578;0,871;1,0333;1,0429;1;406;0,1827;1,1575;1,0291;1,0387;1
20250425 15:48:46;20250425 18:48:46;12,3;407;0,048;0,8359;1,0539;1,0629;1;403;0,1602;1,1213;1,0484;1,0576;1
20250425 16:03:50;20250425 19:03:50;10,4;400;0,0417;0,8259;1,0395;1,0489;1;395;0,1454;1,1237;1,0298;1,0393;1
20250425 16:18:51;20250425 19:18:51;8,6;402;0,035;0,7988;1,0448;1,0541;1;391;0,1263;1,1021;1,0329;1,0425;1
20250425 16:34:24;20250425 19:34:24;6,7;390;0,0315;0,7694;1,051;1,0601;1;394;0,106;1,0818;1,0346;1,0442;1
20250425 16:49:31;20250425 19:49:31;4,9;424;0,028;0,7432;1,0529;1,0618;1;392;0,0919;1,0676;1,0326;1,0422;1
20250425 17:04:35;20250425 20:04:35;3,1;439;0,0281;0,7146;1,0546;1,0635;1;392;0,0818;1,0546;1,0312;1,0407;1
