DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250422 07:41:24;20250422 10:41:24;36,3;352;0,2086;0,9921;1,0153;1,0248;1;335;0,3966;1,2295;1,0404;1,0498;1
20250422 07:56:25;20250422 10:56:25;37,5;352;0,2176;1,0107;0,9992;1,008;1;334;0,4098;1,2516;1,0225;1,0321;1
20250422 08:11:26;20250422 11:11:26;38,6;353;0,2242;1,0224;0,9901;0,9983;1;335;0,4188;1,2656;1,012;1,0214;1
20250422 08:26:27;20250422 11:26:27;39,5;353;0,2287;1,022;0,9918;1,0001;1;332;0,4234;1,2637;1,014;1,0234;1
20250422 08:41:27;20250422 11:41:27;40,4;353;0,2309;1,0163;0,9981;1,0069;1;332;0,4239;1,2547;1,0216;1,0311;1
20250422 08:56:27;20250422 11:56:27;41,1;353;0,2317;1,0061;1,0089;1,0181;1;332;0,4224;1,2416;1,0327;1,0423;1
20250422 09:11:28;20250422 12:11:28;41,6;352;0,2394;1,03;0,9873;0,9952;1;332;0,4351;1,2728;1,0077;1,0169;1
20250422 09:26:28;20250422 12:26:28;42,0;352;0,2387;1,0195;0,9972;1,0059;1;332;0,4314;1,2586;1,0191;1,0286;1
20250422 09:41:28;20250422 12:41:28;42,3;354;0,2377;1,0161;1,0008;1,0097;1;336;0,4293;1,2543;1,0226;1,0322;1
20250422 09:57:00;20250422 12:57:00;42,3;352;0,2409;1,0239;0,9936;1,0021;1;331;0,4348;1,2643;1,0146;1,0241;1
20250422 10:10:59;20250422 13:10:59;42,3;346;0,2268;0,9486;1,0739;1,0815;1;328;0,402;1,1693;1,1025;1,1073;1
20250422 10:26:30;20250422 13:26:30;42,0;353;0,2381;1,0195;0,9973;1,006;1;336;0,4299;1,2591;1,0187;1,0282;1
20250422 10:41:30;20250422 13:41:30;41,6;353;0,2364;1,0183;0,9978;1,0066;1;328;0,4293;1,2568;1,0204;1,0299;1
20250422 10:56:00;20250422 13:56:00;41,1;339;0,2003;0,8539;1,2156;1,1996;1;331;0,3512;1,0607;1,243;1,2201;1
20250422 11:11:32;20250422 14:11:32;40,3;355;0,2295;1,0162;0,9982;1,007;1;337;0,422;1,2607;1,0167;1,0262;1
20250422 11:26:32;20250422 14:26:32;39,5;353;0,2139;0,9577;1,0585;1,0672;1;336;0,3928;1,1839;1,0858;1,0924;1
20250422 11:41:02;20250422 14:41:02;38,5;348;0,1923;0,8756;1,172;1,1656;1;343;0,3502;1,0901;1,1977;1,1858;1
20250422 11:56:02;20250422 14:56:02;37,4;351;0,196;0,9118;1,1141;1,1174;1;340;0,3632;1,1329;1,141;1,1402;1
20250422 12:11:03;20250422 15:11:03;36,2;348;0,1781;0,8537;1,2043;1,1909;1;344;0,3322;1,0679;1,2277;1,2087;1
20250422 12:26:03;20250422 15:26:03;34,9;346;0,173;0,8504;1,2064;1,1925;1;341;0,3253;1,0627;1,2339;1,2133;1
20250422 12:41:34;20250422 15:41:34;33,5;348;0,1661;0,8505;1,2015;1,1888;1;343;0,319;1,0642;1,2293;1,2099;1
20250422 12:56:35;20250422 15:56:35;32,0;350;0,1607;0,8568;1,1851;1,1759;1;349;0,3154;1,0762;1,2088;1,1944;1
20250422 13:11:36;20250422 16:11:36;30,4;350;0,1526;0,8501;1,1907;1,1803;1;347;0,3063;1,0685;1,2164;1,2002;1
20250422 13:26:36;20250422 16:26:36;28,8;350;0,1452;0,85;1,1836;1,1748;1;346;0,2993;1,0695;1,2105;1,1957;1
20250422 13:41:37;20250422 16:41:37;27,1;351;0,1379;0,8526;1,1708;1,1646;1;348;0,2915;1,0748;1,197;1,1853;1
20250422 13:56:37;20250422 16:56:37;25,3;352;0,1285;0,8482;1,1682;1,1625;1;352;0,2799;1,0754;1,1887;1,1787;1
20250422 14:11:37;20250422 17:11:37;23,6;353;0,1191;0,8463;1,1596;1,1555;1;351;0,2699;1,0755;1,1796;1,1716;1
20250422 14:26:38;20250422 17:26:38;21,7;354;0,1085;0,8387;1,1569;1,1533;1;353;0,2557;1,0696;1,1776;1,17;1
20250422 14:41:38;20250422 17:41:38;19,9;352;0,1;0,8335;1,1487;1,1466;1;350;0,2443;1,0697;1,1659;1,1606;1
20250422 14:57:10;20250422 17:57:10;18,0;357;0,0876;0,8303;1,1338;1,1342;1;354;0,2277;1,0705;1,1515;1,1489;1
20250422 15:11:40;20250422 18:11:40;16,2;355;0,0787;0,8287;1,1155;1,1186;1;355;0,2137;1,0762;1,1305;1,1314;1
20250422 15:26:41;20250422 18:26:41;14,3;352;0,0673;0,8006;1,1359;1,1359;1;353;0,192;1,0484;1,1498;1,1475;1
20250422 15:41:42;20250422 18:41:42;12,4;356;0,0596;0,8414;1,0483;1,0574;1;356;0,1854;1,1148;1,0559;1,0647;1
20250422 15:56:47;20250422 18:56:47;10,5;361;0,0466;0,8014;1,0749;1,0825;1;359;0,1578;1,0769;1,0782;1,0855;1
20250422 16:12:24;20250422 19:12:24;8,6;366;0,0374;0,7779;1,0752;1,0828;1;367;0,1316;1,0605;1,0761;1,0835;1
20250422 16:26:51;20250422 19:26:51;6,8;377;0,0322;0,7609;1,0663;1,0745;1;363;0,1164;1,0559;1,0626;1,0711;1
20250422 16:41:48;20250422 19:41:48;5,0;409;0,0284;0,7356;1,0675;1,0756;1;370;0,0979;1,0468;1,0552;1,064;1
20250422 16:57:30;20250422 19:57:30;3,2;449;0,0266;0,6955;1,0872;1,0937;1;391;0,0794;1,0208;1,0674;1,0755;1
