DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250422 02:56:57;20250422 05:56:57;3,4;398;0,03;0,7152;1,0599;1,0685;1;370;0,087;1,0387;1,0495;1,0586;1
20250422 03:11:22;20250422 06:11:22;5,1;396;0,0291;0,7377;1,0654;1,0736;1;362;0,1007;1,0428;1,06;1,0686;1
20250422 03:26:52;20250422 06:26:52;7,0;358;0,0351;0,768;1,0583;1,067;1;361;0,1194;1,0589;1,0607;1,0692;1
20250422 03:41:20;20250422 06:41:20;8,8;354;0,0425;0,8047;1,0397;1,0491;1;353;0,1455;1,0896;1,0468;1,056;1
20250422 03:56:21;20250422 06:56:21;10,6;346;0,0556;0,8551;1,0065;1,0156;1;345;0,1771;1,1374;1,0189;1,0284;1
20250422 04:11:17;20250422 07:11:17;12,5;347;0,0643;0,8553;1,0315;1,0411;1;347;0,1935;1,1256;1,0457;1,0549;1
20250422 04:26:18;20250422 07:26:18;14,4;346;0,0794;0,9011;1,0011;1,01;1;341;0,2256;1,1723;1,0172;1,0268;1
20250422 04:41:19;20250422 07:41:19;16,3;344;0,0939;0,9251;0,9942;1,0028;1;339;0,2505;1,1954;1,0097;1,019;1
20250422 04:56:19;20250422 07:56:19;18,1;346;0,1064;0,9437;0,9908;0,9991;1;340;0,2712;1,2077;1,0098;1,0191;1
20250422 05:11:20;20250422 08:11:20;20,0;349;0,1182;0,9588;0,9891;0,9972;1;338;0,2908;1,2201;1,0087;1,018;1
20250422 05:26:20;20250422 08:26:20;21,8;350;0,13;0,9716;0,9881;0,9961;1;340;0,3076;1,2313;1,0074;1,0166;1
20250422 05:41:21;20250422 08:41:21;23,6;351;0,1415;0,983;0,9873;0,9953;1;340;0,3236;1,2408;1,0066;1,0158;1
20250422 05:56:22;20250422 08:56:22;25,4;352;0,1526;0,994;0,9847;0,9924;1;340;0,3386;1,2491;1,0059;1,0151;1
20250422 06:11:22;20250422 09:11:22;27,2;353;0,1634;1,0019;0,9837;0,9913;1;339;0,3532;1,2566;1,0049;1,014;1
20250422 06:26:22;20250422 09:26:22;28,9;352;0,1744;1,0084;0,983;0,9906;1;338;0,3665;1,262;1,0044;1,0135;1
20250422 06:41:22;20250422 09:41:22;30,5;351;0,1847;1,0158;0,9807;0,9881;1;336;0,3788;1,2677;1,0028;1,0118;1
20250422 06:56:23;20250422 09:56:23;32,1;351;0,194;1,0196;0,981;0,9884;1;335;0,3893;1,272;1,0017;1,0106;1
20250422 07:11:24;20250422 10:11:24;33,5;351;0,2023;1,0232;0,9809;0,9883;1;334;0,3982;1,2738;1,002;1,0109;1
20250422 07:26:24;20250422 10:26:24;35,0;351;0,2046;1,0003;1,0048;1,0139;1;333;0,3955;1,2407;1,0297;1,0393;1
