DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250425 02:49:07;20250425 05:49:07;3.4;484;1;412;1
20250425 03:04:02;20250425 06:04:02;5.1;465;1;409;1
20250425 03:18:56;20250425 06:18:56;6.9;414;1;401;1
20250425 03:33:20;20250425 06:33:20;8.7;412;1;394;1
20250425 03:48:21;20250425 06:48:21;10.6;408;1;392;1
20250425 04:03:18;20250425 07:03:18;12.4;409;1;400;1
20250425 04:18:18;20250425 07:18:18;14.3;401;1;395;1
20250425 04:33:19;20250425 07:33:19;16.2;405;1;402;1
20250425 04:48:20;20250425 07:48:20;18.1;400;1;398;1
20250425 05:03:51;20250425 08:03:51;20.0;400;1;396;1
20250425 05:18:21;20250425 08:18:21;21.8;402;1;401;1
20250425 05:34:24;20250425 08:34:24;23.7;404;1;399;1
20250425 05:48:22;20250425 08:48:22;25.4;403;1;401;1
20250425 06:03:23;20250425 09:03:23;27.2;408;1;404;1
20250425 06:18:23;20250425 09:18:23;28.9;412;1;402;1
20250425 06:33:55;20250425 09:33:55;30.6;413;1;405;1
20250425 06:48:24;20250425 09:48:24;32.2;415;1;403;1
20250425 07:03:25;20250425 10:03:25;33.7;405;1;397;1
20250425 07:17:55;20250425 10:17:55;35.1;407;1;396;1
20250425 07:32:55;20250425 10:32:55;36.5;404;1;397;1
20250425 07:48:26;20250425 10:48:26;37.8;403;1;391;1
20250425 08:02:56;20250425 11:02:56;39.0;404;1;390;1
20250425 08:18:27;20250425 11:18:27;40.0;398;1;391;1
20250425 08:32:57;20250425 11:32:57;40.9;409;1;395;1
20250425 08:48:28;20250425 11:48:28;41.7;409;1;396;1
20250425 09:02:58;20250425 12:02:58;42.3;413;1;400;1
20250425 09:18:29;20250425 12:18:29;42.8;414;1;398;1
20250425 09:32:59;20250425 12:32:59;43.1;406;1;394;1
20250425 09:47:59;20250425 12:47:59;43.3;408;1;397;1
20250425 10:03:00;20250425 13:03:00;43.3;405;1;390;1
20250425 10:18:00;20250425 13:18:00;43.1;416;1;401;1
20250425 10:33:31;20250425 13:33:31;42.8;410;1;401;1
20250425 10:48:01;20250425 13:48:01;42.3;419;1;404;1
20250425 11:03:33;20250425 14:03:33;41.7;421;1;407;1
20250425 11:18:34;20250425 14:18:34;40.9;419;1;409;1
20250425 11:33:34;20250425 14:33:34;40.0;419;1;405;1
20250425 11:48:34;20250425 14:48:34;38.9;432;1;418;1
20250425 12:03:35;20250425 15:03:35;37.7;435;1;420;1
20250425 12:18:36;20250425 15:18:36;36.5;438;1;424;1
20250425 12:34:07;20250425 15:34:07;35.0;439;1;424;1
20250425 12:48:37;20250425 15:48:37;33.6;439;1;424;1
20250425 13:03:37;20250425 16:03:37;32.1;436;1;424;1
20250425 13:18:07;20250425 16:18:07;30.5;440;1;428;1
20250425 13:33:38;20250425 16:33:38;28.8;435;1;424;1
20250425 13:48:39;20250425 16:48:39;27.1;433;1;426;1
20250425 14:03:40;20250425 17:03:40;25.3;430;1;424;1
20250425 14:18:41;20250425 17:18:41;23.5;433;1;431;1
20250425 14:33:42;20250425 17:33:42;21.7;422;1;420;1
20250425 14:48:43;20250425 17:48:43;19.8;418;1;418;1
20250425 15:03:43;20250425 18:03:43;17.9;416;1;415;1
20250425 15:18:44;20250425 18:18:44;16.1;412;1;410;1
20250425 15:33:45;20250425 18:33:45;14.2;408;1;406;1
20250425 15:48:46;20250425 18:48:46;12.3;407;1;403;1
20250425 16:03:50;20250425 19:03:50;10.4;400;1;395;1
20250425 16:18:51;20250425 19:18:51;8.6;402;1;391;1
20250425 16:34:24;20250425 19:34:24;6.7;390;1;394;1
20250425 16:49:31;20250425 19:49:31;4.9;424;1;392;1
20250425 17:04:35;20250425 20:04:35;3.1;439;1;392;1
Среднее значение ОСО (P1): 416
Стандартное отклонение: 16.73
Среднее значение ОСО (P2): 404
Стандартное отклонение: 11.55

