DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250428 02:41:42;20250428 05:41:42;3.4;470;1;407;1
20250428 02:56:23;20250428 05:56:23;5.1;453;1;399;1
20250428 03:11:19;20250428 06:11:19;6.9;408;1;387;1
20250428 03:25:38;20250428 06:25:38;8.7;400;1;375;1
20250428 03:40:35;20250428 06:40:35;10.5;377;1;374;1
20250428 03:55:31;20250428 06:55:31;12.3;362;1;366;1
20250428 04:10:32;20250428 07:10:32;14.2;367;1;367;1
20250428 04:25:33;20250428 07:25:33;16.1;368;1;368;1
20250428 04:40:34;20250428 07:40:34;18.0;368;1;369;1
20250428 04:55:35;20250428 07:55:35;19.9;370;1;368;1
20250428 05:10:35;20250428 08:10:35;21.7;373;1;370;1
20250428 05:25:36;20250428 08:25:36;23.6;367;1;369;1
20250428 05:40:37;20250428 08:40:37;25.4;372;1;374;1
20250428 05:55:07;20250428 08:55:07;27.1;362;1;357;1
20250428 06:10:38;20250428 09:10:38;28.9;381;1;376;1
20250428 06:26:09;20250428 09:26:09;30.7;366;1;367;1
20250428 06:41:45;20250428 09:41:45;32.4;396;1;389;1
20250428 06:56:48;20250428 09:56:48;34.0;411;1;400;1
20250428 07:11:15;20250428 10:11:15;35.4;412;1;406;1
20250428 07:25:11;20250428 10:25:11;36.7;388;1;376;1
20250428 07:40:42;20250428 10:40:42;38.1;392;1;383;1
20250428 07:55:42;20250428 10:55:42;39.4;397;1;386;1
20250428 08:10:43;20250428 11:10:43;40.5;402;1;391;1
20250428 08:25:44;20250428 11:25:44;41.5;383;1;383;1
20250428 08:40:45;20250428 11:40:45;42.3;387;1;375;1
20250428 08:55:46;20250428 11:55:46;43.0;384;1;374;1
20250428 09:10:15;20250428 12:10:15;43.6;385;1;373;1
20250428 09:25:16;20250428 12:25:16;44.0;378;1;377;1
20250428 09:40:16;20250428 12:40:16;44.2;377;1;374;1
20250428 09:56:19;20250428 12:56:19;44.3;379;1;373;1
20250428 10:10:18;20250428 13:10:18;44.2;379;1;374;1
20250428 10:25:18;20250428 13:25:18;43.9;372;1;366;1
20250428 10:40:19;20250428 13:40:19;43.5;368;1;367;1
20250428 10:55:50;20250428 13:55:50;42.9;382;1;379;1
20250428 11:10:20;20250428 14:10:20;42.2;378;1;370;1
20250428 11:26:53;20250428 14:26:53;41.3;369;1;363;1
20250428 11:40:21;20250428 14:40:21;40.4;372;1;371;1
20250428 11:55:52;20250428 14:55:52;39.2;382;1;376;1
20250428 12:10:52;20250428 15:10:52;38.0;375;1;375;1
20250428 12:27:26;20250428 15:27:26;36.5;392;1;384;1
20250428 12:40:54;20250428 15:40:54;35.2;394;1;387;1
20250428 12:56:25;20250428 15:56:25;33.6;382;1;378;1
20250428 13:10:55;20250428 16:10:55;32.1;389;1;383;1
20250428 13:25:55;20250428 16:25:55;30.4;392;1;391;1
20250428 13:41:31;20250428 16:41:31;28.7;392;1;388;1
20250428 13:56:27;20250428 16:56:27;26.9;386;1;382;1
20250428 14:10:57;20250428 17:10:57;25.2;369;1;377;1
20250428 14:25:58;20250428 17:25:58;23.4;374;1;375;1
20250428 14:40:59;20250428 17:40:59;21.5;371;1;374;1
20250428 14:55:59;20250428 17:55:59;19.7;372;1;375;1
20250428 15:11:00;20250428 18:11:00;17.8;369;1;371;1
20250428 15:26:00;20250428 18:26:00;15.9;369;1;375;1
20250428 15:41:01;20250428 18:41:01;14.0;373;1;376;1
20250428 15:56:02;20250428 18:56:02;12.2;366;1;373;1
20250428 16:11:06;20250428 19:11:06;10.3;361;1;365;1
20250428 16:26:07;20250428 19:26:07;8.5;376;1;373;1
20250428 16:41:40;20250428 19:41:40;6.6;363;1;370;1
20250428 16:56:47;20250428 19:56:47;4.8;426;1;386;1
20250428 17:11:52;20250428 20:11:52;3.1;450;1;399;1
