DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250427 13:58:27;20250427 16:58:27;26,4;367;0,1465;0,9773;1,0044;1,0135;1;363;0,3278;1,2347;1,0205;1,0301;1
20250427 14:13:28;20250427 17:13:28;24,6;368;0,1355;0,9716;1,0027;1,0117;1;364;0,3144;1,2313;1,0176;1,0271;1
20250427 14:28:29;20250427 17:28:29;22,8;367;0,1247;0,9615;1,004;1,0131;1;364;0,2985;1,2239;1,0172;1,0267;1
20250427 14:43:30;20250427 17:43:30;21,0;366;0,1118;0,9341;1,0208;1,0304;1;364;0,2769;1,1947;1,0345;1,044;1
20250427 14:58:30;20250427 17:58:30;19,1;364;0,0955;0,875;1,0784;1,0856;1;365;0,2444;1,1265;1,092;1,0979;1
20250427 15:13:30;20250427 18:13:30;17,2;363;0,0887;0,8991;1,0312;1,0408;1;362;0,2386;1,1643;1,0427;1,0521;1
20250427 15:28:31;20250427 18:28:31;15,3;360;0,08;0,9146;0,9967;1,0054;1;358;0,2282;1,1921;1,007;1,0162;1
20250427 15:43:36;20250427 18:43:36;13,5;358;0,0682;0,8916;1,0015;1,0104;1;358;0,2048;1,1727;1,0106;1,0199;1
20250427 15:58:36;20250427 18:58:36;11,6;355;0,0576;0,8704;1,0023;1,0113;1;358;0,1827;1,1574;1,0095;1,0188;1
20250427 16:13:37;20250427 19:13:37;9,8;361;0,0448;0,8199;1,0362;1,0457;1;362;0,1526;1,1055;1,0407;1,0501;1
20250427 16:28:38;20250427 19:28:38;7,9;370;0,0364;0,7946;1,0384;1,0479;1;365;0,1299;1,0928;1,0354;1,0449;1
20250427 16:44:16;20250427 19:44:16;6,0;380;0,031;0,7591;1,0528;1,0618;1;373;0,1059;1,0672;1,043;1,0523;1
20250427 16:59:18;20250427 19:59:18;4,3;376;0,031;0,7494;1,0303;1,0399;1;370;0,0953;1,0749;1,0204;1,03;1
