DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250427 02:43:48;20250427 05:43:48;3,4;410;0,0298;0,7258;1,0434;1,0527;1;378;0,0863;1,0575;1,0301;1,0397;1
20250427 02:58:45;20250427 05:58:45;5,1;378;0,0307;0,7575;1,0365;1,046;1;373;0,0999;1,074;1,0281;1,0377;1
20250427 03:13:06;20250427 06:13:06;6,8;371;0,0339;0,7881;1,0276;1,0372;1;366;0,1191;1,0924;1,0255;1,0351;1
20250427 03:28:08;20250427 06:28:08;8,7;368;0,0397;0,8187;1,02;1,0296;1;367;0,1387;1,1111;1,025;1,0346;1
20250427 03:43:08;20250427 06:43:08;10,5;365;0,0473;0,8426;1,0194;1,0289;1;369;0,1595;1,132;1,0227;1,0322;1
20250427 03:58:08;20250427 06:58:08;12,4;369;0,057;0,8701;1,0123;1,0217;1;371;0,1814;1,1521;1,0202;1,0297;1
20250427 04:13:05;20250427 07:13:05;14,2;372;0,068;0,8933;1,0081;1,0174;1;371;0,2045;1,1698;1,0184;1,028;1
20250427 04:28:06;20250427 07:28:06;16,1;377;0,0787;0,9118;1,0068;1,016;1;373;0,2254;1,1867;1,0162;1,0257;1
20250427 04:43:08;20250427 07:43:08;18,0;378;0,0908;0,9302;1,0035;1,0125;1;373;0,2465;1,1997;1,0158;1,0253;1
20250427 04:58:07;20250427 07:58:07;19,9;381;0,1018;0,9469;1,0001;1,009;1;375;0,2657;1,2138;1,0133;1,0227;1
20250427 05:13:08;20250427 08:13:08;21,7;381;0,1135;0,9593;0,9995;1,0084;1;374;0,2837;1,2229;1,0138;1,0233;1
20250427 05:28:08;20250427 08:28:08;23,6;380;0,1253;0,9712;0,9982;1,007;1;373;0,3016;1,2328;1,0127;1,0221;1
20250427 05:43:08;20250427 08:43:08;25,4;374;0,1369;0,9823;0,9956;1,0042;1;371;0,3179;1,2415;1,0118;1,0212;1
20250427 05:58:09;20250427 08:58:09;27,2;380;0,1474;0,9905;0,9943;1,0028;1;371;0,3318;1,2473;1,0122;1,0216;1
20250427 06:13:10;20250427 09:13:10;28,9;381;0,1573;0,9978;0,9928;1,0013;1;371;0,3446;1,253;1,0115;1,0209;1
20250427 06:28:10;20250427 09:28:10;30,6;384;0,1661;1,0055;0,9903;0,9985;1;372;0,3563;1,2615;1,0077;1,017;1
20250427 06:42:40;20250427 09:42:40;32,2;382;0,1685;0,9674;1,0325;1,0421;1;371;0,3515;1,2117;1,0521;1,0611;1
20250427 06:58:12;20250427 09:58:12;33,8;385;0,1822;1,0107;0,9927;1,0012;1;373;0,374;1,2637;1,0099;1,0193;1
20250427 07:13:13;20250427 10:13:13;35,3;377;0,1911;1,0187;0,9882;0,9963;1;370;0,3855;1,2706;1,006;1,0151;1
20250427 07:28:14;20250427 10:28:14;36,7;384;0,1992;1,0262;0,9839;0,9916;1;367;0,3962;1,2769;1,0022;1,0112;1
20250427 07:43:14;20250427 10:43:14;38,0;377;0,205;1,0272;0,985;0,9927;1;366;0,4022;1,2763;1,0034;1,0125;1
20250427 07:58:15;20250427 10:58:15;39,2;385;0,2105;1,0299;0,9843;0,992;1;365;0,4085;1,2775;1,0031;1,0121;1
20250427 08:13:16;20250427 11:13:16;40,3;386;0,2152;1,0315;0,9843;0,992;1;367;0,4129;1,2795;1,0021;1,0111;1
20250427 08:28:16;20250427 11:28:16;41,3;378;0,2189;1,0291;0,9877;0,9957;1;368;0,4157;1,2775;1,004;1,0131;1
20250427 08:43:16;20250427 11:43:16;42,1;387;0,2221;1,0309;0,987;0,9949;1;368;0,4192;1,2799;1,0025;1,0115;1
20250427 08:58:16;20250427 11:58:16;42,8;388;0,2245;1,0333;0,9857;0,9935;1;368;0,4221;1,2793;1,0032;1,0122;1
20250427 09:12:46;20250427 12:12:46;43,3;383;0,2226;1,0037;1,0139;1,0234;1;363;0,4133;1,2389;1,0358;1,0454;1
20250427 09:28:18;20250427 12:28:18;43,7;388;0,2284;1,0336;0,9863;0,9942;1;366;0,4263;1,2792;1,0035;1,0126;1
20250427 09:43:18;20250427 12:43:18;43,9;387;0,2289;1,0319;0,9881;0,9961;1;367;0,4259;1,2768;1,0053;1,0145;1
20250427 09:58:19;20250427 12:58:19;44,0;388;0,2284;1,0299;0,9899;0,998;1;367;0,4254;1,2757;1,0062;1,0154;1
20250427 10:13:19;20250427 13:13:19;43,8;387;0,2287;1,0316;0,9883;0,9963;1;365;0,4264;1,2761;1,0059;1,0151;1
20250427 10:28:19;20250427 13:28:19;43,6;388;0,2276;1,0341;0,9858;0,9936;1;367;0,4255;1,2797;1,0031;1,0121;1
20250427 10:43:20;20250427 13:43:20;43,1;385;0,2274;1,0327;0,9865;0,9944;1;363;0,4252;1,2777;1,0045;1,0136;1
20250427 10:58:20;20250427 13:58:20;42,5;387;0,2256;1,0408;0,9788;0,986;1;365;0,4256;1,2895;0,9955;1,0041;1
20250427 11:13:21;20250427 14:13:21;41,8;383;0,2213;1,0254;0,9915;0,9998;1;363;0,4178;1,2699;1,01;1,0194;1
20250427 11:28:21;20250427 14:28:21;40,9;369;0,19;0,8838;1,1636;1,1587;1;367;0,3501;1,0985;1,1877;1,178;1
20250427 11:43:22;20250427 14:43:22;39,9;374;0,2131;1,0136;1,0;1,0089;1;364;0,4058;1,2589;1,018;1,0275;1
20250427 11:58:23;20250427 14:58:23;38,7;379;0,2034;0,99;1,0216;1,0312;1;366;0,3904;1,2296;1,042;1,0514;1
20250427 12:13:23;20250427 15:13:23;37,5;373;0,2024;1,0103;0,9996;1,0084;1;366;0,3948;1,2592;1,0164;1,0259;1
20250427 12:28:24;20250427 15:28:24;36,1;378;0,1961;1,0096;0,9979;1,0067;1;367;0,388;1,2596;1,0151;1,0246;1
20250427 12:43:24;20250427 15:43:24;34,7;372;0,1904;1,0125;0,9927;1,0011;1;365;0,3837;1,2648;1,0099;1,0192;1
20250427 12:58:25;20250427 15:58:25;33,2;370;0,174;0,9564;1,0472;1,0564;1;368;0,3529;1,1952;1,069;1,0769;1
20250427 13:13:25;20250427 16:13:25;31,6;372;0,1735;0,9923;1,0052;1,0143;1;363;0,3617;1,2432;1,0238;1,0333;1
20250427 13:28:26;20250427 16:28:26;29,9;372;0,1625;0,9759;1,0173;1,0268;1;365;0,346;1,225;1,0365;1,046;1
20250427 13:43:27;20250427 16:43:27;28,2;371;0,1523;0,9644;1,0239;1,0335;1;366;0,3318;1,2139;1,0428;1,0521;1
