DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250416 03:13:31;20250416 06:13:31;3,4;339;0,0331;0,7077;1,0724;1,0801;1;360;0,0897;1,0308;1,0582;1,0669;1
20250416 03:28:25;20250416 06:28:25;5,2;343;0,0338;0,7405;1,0635;1,0719;1;360;0,103;1,0449;1,0587;1,0673;1
20250416 03:43:24;20250416 06:43:24;7,1;350;0,0368;0,7672;1,0611;1,0696;1;362;0,1194;1,0591;1,0613;1,0698;1
20250416 03:57:48;20250416 06:57:48;8,9;350;0,0433;0,7938;1,0562;1,065;1;356;0,1427;1,0773;1,0604;1,0689;1
20250416 04:12:48;20250416 07:12:48;10,7;353;0,0513;0,8201;1,0514;1,0604;1;358;0,1639;1,098;1,0575;1,0662;1
20250416 04:27:49;20250416 07:27:49;12,6;355;0,0612;0,8454;1,0456;1,0548;1;360;0,1858;1,1194;1,0528;1,0618;1
20250416 04:42:50;20250416 07:42:50;14,5;356;0,0728;0,868;1,0405;1,0499;1;359;0,2084;1,1367;1,0507;1,0597;1
20250416 04:57:47;20250416 07:57:47;16,4;360;0,0838;0,8884;1,0355;1,045;1;361;0,2286;1,1536;1,0473;1,0565;1
20250416 05:12:47;20250416 08:12:47;18,2;362;0,0948;0,9035;1,0347;1,0442;1;364;0,2469;1,1657;1,0471;1,0563;1
20250416 05:27:47;20250416 08:27:47;20,0;363;0,1064;0,9191;1,0311;1,0407;1;365;0,2656;1,1804;1,0431;1,0525;1
20250416 05:42:48;20250416 08:42:48;21,8;363;0,1181;0,9315;1,0295;1,0391;1;363;0,2834;1,1901;1,0426;1,052;1
20250416 05:57:49;20250416 08:57:49;23,6;362;0,1292;0,9415;1,0295;1,039;1;364;0,2986;1,1979;1,0427;1,0521;1
20250416 06:12:49;20250416 09:12:49;25,3;362;0,1394;0,9499;1,0286;1,0382;1;364;0,3124;1,206;1,0417;1,0511;1
20250416 06:27:50;20250416 09:27:50;27,0;363;0,149;0,9593;1,0252;1,0348;1;366;0,3242;1,2135;1,0403;1,0497;1
20250416 06:42:50;20250416 09:42:50;28,6;363;0,1584;0,9653;1,0245;1,0341;1;366;0,3363;1,2197;1,0387;1,0481;1
20250416 06:57:51;20250416 09:57:51;30,2;364;0,1671;0,9728;1,0213;1,0309;1;364;0,3479;1,2252;1,0369;1,0464;1
20250416 07:12:51;20250416 10:12:51;31,7;364;0,1746;0,976;1,022;1,0315;1;366;0,356;1,2284;1,0364;1,0459;1
20250416 07:27:52;20250416 10:27:52;33,0;362;0,1844;0,9839;1,0171;1,0266;1;363;0,3675;1,2358;1,0318;1,0414;1
20250416 07:42:52;20250416 10:42:52;34,3;363;0,1907;0,9895;1,0142;1,0237;1;363;0,3755;1,2404;1,0294;1,039;1
20250416 07:57:53;20250416 10:57:53;35,5;363;0,1967;0,9899;1,0162;1,0257;1;362;0,3818;1,2394;1,0312;1,0408;1
20250416 08:12:53;20250416 11:12:53;36,6;363;0,2015;0,989;1,0191;1,0286;1;363;0,3855;1,2379;1,0334;1,043;1
20250416 08:27:54;20250416 11:27:54;37,5;363;0,2049;0,9851;1,0248;1,0344;1;364;0,3876;1,2321;1,0391;1,0485;1
20250416 08:42:55;20250416 11:42:55;38,4;364;0,2072;0,9837;1,0276;1,0372;1;363;0,3898;1,2264;1,0446;1,0539;1
20250416 08:57:56;20250416 11:57:56;39,1;365;0,2088;0,9799;1,0327;1,0423;1;364;0,3909;1,2224;1,0486;1,0577;1
