DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250411 03:27:48;20250411 06:27:48;3.4;569;1;506;1
20250411 03:42:45;20250411 06:42:45;5.2;530;1;508;1
20250411 03:57:39;20250411 06:57:39;7.1;500;1;503;1
20250411 04:12:01;20250411 07:12:01;8.9;507;1;491;1
20250411 04:27:02;20250411 07:27:02;10.8;497;1;480;1
20250411 04:42:02;20250411 07:42:02;12.7;497;1;475;1
20250411 04:56:59;20250411 07:56:59;14.5;483;1;469;1
20250411 05:12:00;20250411 08:12:00;16.4;474;1;465;1
20250411 05:27:01;20250411 08:27:01;18.2;471;1;462;1
20250411 05:42:02;20250411 08:42:02;20.0;470;1;461;1
20250411 05:57:03;20250411 08:57:03;21.8;466;1;457;1
20250411 06:12:03;20250411 09:12:03;23.5;462;1;456;1
20250411 06:27:04;20250411 09:27:04;25.2;467;1;456;1
20250411 06:41:35;20250411 09:41:35;26.7;465;1;443;1
20250411 06:57:06;20250411 09:57:06;28.3;471;1;458;1
20250411 07:12:06;20250411 10:12:06;29.8;457;1;446;1
20250411 07:26:36;20250411 10:26:36;31.1;462;1;443;1
20250411 07:42:07;20250411 10:42:07;32.5;460;1;448;1
20250411 07:57:08;20250411 10:57:08;33.6;464;1;446;1
20250411 08:12:08;20250411 11:12:08;34.7;468;1;452;1
20250411 08:26:39;20250411 11:26:39;35.6;451;1;434;1
20250411 08:41:39;20250411 11:41:39;36.5;466;1;447;1
20250411 08:56:39;20250411 11:56:39;37.2;468;1;449;1
20250411 09:12:10;20250411 12:12:10;37.7;461;1;443;1
20250411 09:27:11;20250411 12:27:11;38.1;461;1;446;1
20250411 09:41:41;20250411 12:41:41;38.4;460;1;442;1
20250411 09:56:42;20250411 12:56:42;38.5;468;1;449;1
20250411 10:11:43;20250411 13:11:43;38.4;468;1;449;1
20250411 10:26:43;20250411 13:26:43;38.2;480;1;461;1
20250411 10:41:43;20250411 13:41:43;37.9;458;1;446;1
20250411 10:56:44;20250411 13:56:44;37.3;462;1;446;1
20250411 11:12:18;20250411 14:12:18;36.7;482;1;465;1
20250411 11:27:15;20250411 14:27:15;35.9;479;1;463;1
20250411 11:42:16;20250411 14:42:16;34.9;464;1;453;1
20250411 11:57:20;20250411 14:57:20;33.9;482;1;469;1
20250411 12:11:46;20250411 15:11:46;32.8;462;1;448;1
20250411 12:26:47;20250411 15:26:47;31.5;468;1;450;1
20250411 12:42:18;20250411 15:42:18;30.1;467;1;457;1
20250411 12:57:19;20250411 15:57:19;28.6;468;1;455;1
20250411 13:11:49;20250411 16:11:49;27.2;470;1;455;1
20250411 13:27:20;20250411 16:27:20;25.5;470;1;460;1
20250411 13:41:50;20250411 16:41:50;23.9;473;1;454;1
20250411 13:57:21;20250411 16:57:21;22.2;468;1;461;1
20250411 14:12:26;20250411 17:12:26;20.4;468;1;461;1
20250411 14:27:26;20250411 17:27:26;18.6;474;1;463;1
20250411 14:42:26;20250411 17:42:26;16.8;478;1;464;1
20250411 14:57:57;20250411 17:57:57;14.9;478;1;470;1
20250411 15:13:04;20250411 18:13:04;13.0;486;1;475;1
20250411 15:28:01;20250411 18:28:01;11.2;485;1;473;1
20250411 15:42:29;20250411 18:42:29;9.4;488;1;474;1
20250411 15:58:35;20250411 18:58:35;7.3;500;1;496;1
20250411 16:13:02;20250411 19:13:02;5.5;509;1;499;1
20250411 16:27:34;20250411 19:27:34;3.8;556;1;485;1
Среднее значение ОСО (P1): 477
Стандартное отклонение: 22.52
Среднее значение ОСО (P2): 462
Стандартное отклонение: 17.4

