DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250419 03:05:08;20250419 06:05:08;3,4;322;0,0359;0,7363;1,0284;1,038;1;338;0,0993;1,0568;1,0309;1,0405;1
20250419 03:20:04;20250419 06:20:04;5,2;316;0,0392;0,7674;1,0243;1,0338;1;328;0,1181;1,0694;1,0332;1,0427;1
20250419 03:34:59;20250419 06:34:59;7,0;315;0,0453;0,7944;1,0225;1,0321;1;326;0,1407;1,0808;1,0385;1,0479;1
20250419 03:49:27;20250419 06:49:27;8,8;323;0,0492;0,7767;1,0806;1,0877;1;326;0,1554;1,0444;1,0967;1,1021;1
20250419 04:04:53;20250419 07:04:53;10,7;326;0,0564;0,7684;1,1311;1,1319;1;328;0,1685;1,0187;1,152;1,1493;1
20250419 04:19:23;20250419 07:19:23;12,5;318;0,0694;0,7857;1,1336;1,134;1;321;0,1917;1,0271;1,161;1,1567;1
20250419 04:34:24;20250419 07:34:24;14,4;316;0,085;0,8268;1,0959;1,1014;1;319;0,2208;1,0723;1,1206;1,123;1
20250419 04:49:24;20250419 07:49:24;16,3;315;0,101;0,8635;1,0666;1,0747;1;314;0,2496;1,1095;1,0923;1,0982;1
20250419 05:04:25;20250419 08:04:25;18,2;313;0,1168;0,8889;1,052;1,061;1;313;0,2738;1,1372;1,075;1,0826;1
20250419 05:19:26;20250419 08:19:26;20,0;312;0,1291;0,8899;1,0665;1,0747;1;313;0,2877;1,1341;1,0891;1,0954;1
20250419 05:34:26;20250419 08:34:26;21,8;313;0,1435;0,9143;1,0495;1,0587;1;312;0,3092;1,1578;1,0737;1,0813;1
20250419 05:49:28;20250419 08:49:28;23,6;313;0,1552;0,9226;1,0514;1,0604;1;312;0,3239;1,1644;1,0748;1,0824;1
20250419 06:04:28;20250419 09:04:28;25,4;314;0,1667;0,9306;1,0509;1,0599;1;313;0,3378;1,1711;1,0751;1,0826;1
20250419 06:19:29;20250419 09:19:29;27,1;314;0,1766;0,9334;1,055;1,0639;1;311;0,3488;1,1716;1,0803;1,0874;1
20250419 06:34:29;20250419 09:34:29;28,8;313;0,1857;0,9303;1,0652;1,0734;1;309;0,3567;1,1642;1,0925;1,0984;1
20250419 06:49:30;20250419 09:49:30;30,4;310;0,192;0,9107;1,0963;1,1017;1;309;0,3576;1,1387;1,1244;1,1262;1
20250419 07:04:31;20250419 10:04:31;31,9;310;0,2007;0,9182;1,0911;1,0971;1;308;0,3677;1,1476;1,117;1,1199;1
20250419 07:19:01;20250419 10:19:01;33,3;301;0,1864;0,822;1,2558;1,2295;1;303;0,3295;1,0284;1,2868;1,2517;1
20250419 07:34:01;20250419 10:34:01;34,6;302;0,1982;0,8452;1,2151;1,1992;1;304;0,3465;1,0568;1,2425;1,2197;1
20250419 07:49:32;20250419 10:49:32;35,9;312;0,2233;0,9415;1,0714;1,0792;1;310;0,3936;1,1725;1,095;1,1006;1
20250419 08:04:33;20250419 11:04:33;37,1;306;0,2049;0,8461;1,2205;1,2033;1;308;0,3519;1,0559;1,2471;1,2231;1
20250419 08:19:34;20250419 11:19:34;38,1;301;0,2066;0,8306;1,2535;1,2278;1;304;0,3486;1,036;1,2806;1,2474;1
20250419 08:34:04;20250419 11:34:04;39,0;304;0,2185;0,8652;1,1906;1,1803;1;305;0,3697;1,0775;1,2161;1,1999;1
20250419 08:49:35;20250419 11:49:35;39,8;314;0,2393;0,9484;1,0701;1,078;1;311;0,4096;1,1779;1,0921;1,0981;1
20250419 09:04:36;20250419 12:04:36;40,4;310;0,2342;0,9129;1,1183;1,121;1;309;0,3957;1,1331;1,1429;1,1418;1
20250419 09:19:37;20250419 12:19:37;40,8;315;0,2454;0,9595;1,0586;1,0672;1;312;0,4177;1,1903;1,08;1,0871;1
20250419 09:34:38;20250419 12:34:38;41,2;316;0,2452;0,9569;1,0621;1,0706;1;312;0,4177;1,1877;1,0828;1,0896;1
20250419 09:49:39;20250419 12:49:39;41,3;311;0,2431;0,9365;1,0878;1,0941;1;310;0,4101;1,1629;1,109;1,1129;1
20250419 10:04:40;20250419 13:04:40;41,3;313;0,248;0,9571;1,0621;1,0705;1;312;0,419;1,1902;1,0803;1,0874;1
20250419 10:19:41;20250419 13:19:41;41,1;313;0,2453;0,9515;1,0686;1,0766;1;312;0,4157;1,1813;1,0893;1,0955;1
20250419 10:34:42;20250419 13:34:42;40,8;313;0,2424;0,9447;1,0764;1,0839;1;311;0,4116;1,1733;1,0975;1,1028;1
20250419 10:49:43;20250419 13:49:43;40,3;315;0,2404;0,9463;1,0737;1,0813;1;311;0,4115;1,1765;1,0939;1,0996;1
20250419 11:04:43;20250419 14:04:43;39,7;316;0,2432;0,9701;1,0446;1,0538;1;311;0,4195;1,2053;1,0648;1,0731;1
20250419 11:19:44;20250419 14:19:44;38,9;317;0,2181;0,8921;1,1465;1,1447;1;314;0,3762;1,1104;1,1705;1,1643;1
20250419 11:34:45;20250419 14:34:45;38,0;311;0,2147;0,8793;1,1649;1,1598;1;308;0,3706;1,0913;1,1955;1,1841;1
20250419 11:49:45;20250419 14:49:45;37,0;311;0,2212;0,9149;1,1087;1,1127;1;305;0,3862;1,1329;1,1406;1,1399;1
20250419 12:04:46;20250419 15:04:46;35,8;315;0,2184;0,9322;1,083;1,0898;1;310;0,388;1,1593;1,1091;1,113;1
20250419 12:19:46;20250419 15:19:46;34,6;317;0,219;0,9629;1,0432;1,0525;1;311;0,3959;1,1991;1,0668;1,075;1
20250419 12:34:47;20250419 15:34:47;33,2;317;0,2124;0,961;1,0422;1,0516;1;313;0,3896;1,1997;1,0647;1,073;1
20250419 12:49:47;20250419 15:49:47;31,8;316;0,2015;0,9422;1,0604;1,0689;1;311;0,375;1,1764;1,0858;1,0924;1
20250419 13:04:18;20250419 16:04:18;30,3;309;0,1791;0,8569;1,1786;1,1708;1;307;0,3331;1,0716;1,2117;1,1966;1
20250419 13:19:49;20250419 16:19:49;28,7;310;0,1666;0,8424;1,1967;1,185;1;307;0,3177;1,0532;1,2347;1,2139;1
20250419 13:34:19;20250419 16:34:19;27,1;311;0,1667;0,8764;1,1323;1,1329;1;306;0,3275;1,0971;1,1666;1,1612;1
20250419 13:49:50;20250419 16:49:50;25,3;317;0,1676;0,9518;1,0263;1,0359;1;313;0,345;1,1963;1,0504;1,0595;1
20250419 14:04:51;20250419 17:04:51;23,6;317;0,1516;0,9224;1,0512;1,0602;1;312;0,3218;1,1599;1,0791;1,0863;1
20250419 14:19:52;20250419 17:19:52;21,8;318;0,1358;0,8948;1,0735;1,0811;1;315;0,2979;1,1317;1,1008;1,1058;1
