DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250420 03:02:57;20250420 06:02:57;3,4;448;0,0267;0,7044;1,0795;1,0866;1;392;0,0819;1,0421;1,0464;1,0557;1
20250420 03:17:37;20250420 06:17:37;5,2;411;0,0288;0,7501;1,0491;1,0582;1;376;0,0982;1,0658;1,037;1,0465;1
20250420 03:32:34;20250420 06:32:34;7,0;387;0,0314;0,7544;1,0803;1,0873;1;371;0,1136;1,05;1,071;1,0789;1
20250420 03:47:38;20250420 06:47:38;8,9;369;0,0386;0,7873;1,0665;1,0746;1;369;0,1357;1,078;1,0602;1,0687;1
20250420 04:02:29;20250420 07:02:29;10,8;364;0,0468;0,8088;1,0676;1,0757;1;366;0,1574;1,088;1,0682;1,0762;1
20250420 04:17:26;20250420 07:17:26;12,6;359;0,0583;0,8285;1,0686;1,0766;1;360;0,1819;1,0966;1,0766;1,084;1
20250420 04:32:24;20250420 07:32:24;14,5;360;0,0665;0,8158;1,114;1,1173;1;360;0,1945;1,0699;1,1242;1,1261;1
20250420 04:46:48;20250420 07:46:48;16,3;354;0,0811;0,8398;1,1;1,1051;1;351;0,2204;1,0914;1,1131;1,1165;1
20250420 05:02:25;20250420 08:02:25;18,3;368;0,0861;0,8456;1,1126;1,1161;1;370;0,2279;1,0973;1,1199;1,1224;1
20250420 05:16:49;20250420 08:16:49;20,0;366;0,0979;0,8634;1,103;1,1077;1;368;0,247;1,1137;1,1119;1,1154;1
20250420 05:32:22;20250420 08:32:22;21,9;366;0,1039;0,8396;1,1571;1,1534;1;372;0,2496;1,0788;1,1661;1,1608;1
20250420 05:47:22;20250420 08:47:22;23,7;370;0,1128;0,856;1,1449;1,1434;1;374;0,2654;1,0958;1,1535;1,1506;1
20250420 06:01:50;20250420 09:01:50;25,4;361;0,13;0,8834;1,1133;1,1167;1;362;0,2897;1,1204;1,1308;1,1316;1
20250420 06:16:47;20250420 09:16:47;27,1;359;0,1321;0,846;1,1824;1,1738;1;358;0,2846;1,0693;1,2051;1,1915;1
20250420 06:31:48;20250420 09:31:48;28,8;367;0,1318;0,8302;1,2202;1,203;1;375;0,2806;1,0565;1,23;1,2104;1
20250420 06:46:48;20250420 09:46:48;30,4;375;0,1415;0,8558;1,1809;1,1726;1;376;0,2969;1,0825;1,1963;1,1847;1
20250420 07:01:49;20250420 10:01:49;31,9;356;0,155;0,8481;1,2005;1,188;1;353;0,3085;1,0637;1,2271;1,2083;1
20250420 07:16:49;20250420 10:16:49;33,4;361;0,1588;0,8534;1,1962;1,1846;1;361;0,3136;1,0708;1,2193;1,2024;1
20250420 07:31:50;20250420 10:31:50;34,8;362;0,1653;0,858;1,1923;1,1816;1;361;0,3213;1,0752;1,2149;1,199;1
20250420 07:46:50;20250420 10:46:50;36,0;388;0,1643;0,8784;1,1614;1,157;1;386;0,3254;1,1053;1,1746;1,1676;1
20250420 08:01:51;20250420 11:01:51;37,2;365;0,1691;0,8463;1,2205;1,2033;1;368;0,3214;1,0597;1,2413;1,2188;1
20250420 08:16:51;20250420 11:16:51;38,3;365;0,1746;0,8531;1,2106;1,1958;1;365;0,3289;1,066;1,2326;1,2124;1
20250420 08:31:51;20250420 11:31:51;39,2;381;0,1756;0,8661;1,1896;1,1795;1;377;0,333;1,0821;1,2096;1,1949;1
20250420 08:46:51;20250420 11:46:51;40,0;383;0,178;0,8674;1,1892;1,1791;1;379;0,3354;1,0832;1,2086;1,1942;1
20250420 09:01:52;20250420 12:01:52;40,6;394;0,176;0,8683;1,1889;1,1789;1;390;0,3338;1,0868;1,2038;1,1905;1
20250420 09:16:52;20250420 12:16:52;41,1;381;0,1831;0,8839;1,1638;1,1589;1;383;0,3443;1,1011;1,1842;1,1753;1
20250420 09:31:53;20250420 12:31:53;41,5;398;0,1763;0,8653;1,1958;1,1844;1;393;0,3329;1,0815;1,212;1,1968;1
