DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250420 09:46:53;20250420 12:46:53;41,6;384;0,1829;0,8662;1,1947;1,1835;1;380;0,3393;1,0809;1,2129;1,1975;1
20250420 10:01:54;20250420 13:01:54;41,7;384;0,1839;0,8702;1,1877;1,178;1;379;0,3415;1,0854;1,2065;1,1926;1
20250420 10:16:54;20250420 13:16:54;41,5;395;0,1846;0,8916;1,1522;1,1495;1;390;0,3471;1,1133;1,1684;1,1626;1
20250420 10:31:55;20250420 13:31:55;41,2;371;0,1834;0,8604;1,2041;1,1907;1;369;0,3388;1,0707;1,2278;1,2088;1
20250420 10:46:56;20250420 13:46:56;40,8;389;0,1797;0,8728;1,1816;1,1732;1;385;0,3377;1,0892;1,2005;1,188;1
20250420 11:01:57;20250420 14:01:57;40,2;375;0,1792;0,8674;1,1895;1,1794;1;376;0,3363;1,0806;1,2124;1,1971;1
20250420 11:16:26;20250420 14:16:26;39,4;367;0,1764;0,8468;1,2252;1,2068;1;367;0,3286;1,0571;1,2475;1,2234;1
20250420 11:31:57;20250420 14:31:57;38,5;370;0,173;0,8489;1,219;1,2022;1;370;0,3257;1,0616;1,2397;1,2176;1
20250420 11:46:58;20250420 14:46:58;37,5;391;0,1739;0,8997;1,1318;1,1325;1;388;0,3385;1,1268;1,1486;1,1465;1
20250420 12:02:00;20250420 15:02:00;36,4;381;0,1666;0,8715;1,1736;1,1668;1;379;0,3244;1,0898;1,196;1,1845;1
20250420 12:17:00;20250420 15:17:00;35,1;391;0,162;0,8879;1,1439;1,1426;1;386;0,3254;1,1156;1,1602;1,156;1
20250420 12:32:00;20250420 15:32:00;33,8;405;0,1457;0,8622;1,1819;1,1734;1;402;0,3023;1,0916;1,1902;1,1799;1
20250420 12:47:00;20250420 15:47:00;32,4;401;0,1409;0,8591;1,1826;1,174;1;400;0,2961;1,0885;1,1921;1,1815;1
20250420 13:02:01;20250420 16:02:01;30,8;393;0,1383;0,8623;1,1714;1,165;1;391;0,2946;1,0924;1,1836;1,1748;1
20250420 13:17:01;20250420 16:17:01;29,3;402;0,1266;0,8527;1,1812;1,1729;1;403;0,2789;1,0865;1,1878;1,1781;1
20250420 13:32:02;20250420 16:32:02;27,6;383;0,1268;0,8567;1,1665;1,1611;1;384;0,2804;1,0879;1,1808;1,1725;1
20250420 13:47:02;20250420 16:47:02;25,9;368;0,1221;0,8466;1,1746;1,1676;1;374;0,2727;1,0775;1,1884;1,1785;1
20250420 14:02:03;20250420 17:02:03;24,2;366;0,1115;0,8263;1,1993;1,187;1;373;0,2561;1,0548;1,2123;1,1971;1
20250420 14:17:04;20250420 17:17:04;22,4;363;0,1059;0,831;1,1766;1,1692;1;370;0,2497;1,0655;1,187;1,1774;1
20250420 14:32:04;20250420 17:32:04;20,6;371;0,0961;0,8403;1,1436;1,1424;1;374;0,2394;1,082;1,1537;1,1507;1
20250420 14:47:08;20250420 17:47:08;18,7;367;0,0865;0,8267;1,1476;1,1457;1;369;0,225;1,0702;1,1571;1,1535;1
20250420 15:02:05;20250420 18:02:05;16,8;366;0,0791;0,8398;1,1062;1,1105;1;368;0,2159;1,0935;1,1146;1,1178;1
20250420 15:17:05;20250420 18:17:05;15,0;365;0,0688;0,8344;1,0919;1,0978;1;367;0,1994;1,093;1,1007;1,1057;1
20250420 15:32:05;20250420 18:32:05;13,1;360;0,0586;0,8041;1,1122;1,1157;1;364;0,1781;1,0642;1,1183;1,121;1
20250420 15:47:43;20250420 18:47:43;11,2;363;0,0482;0,8019;1,0842;1,0909;1;369;0,158;1,0745;1,0869;1,0934;1
20250420 16:02:11;20250420 19:02:11;9,4;364;0,0392;0,7627;1,1138;1,1171;1;365;0,1359;1,032;1,1182;1,1209;1
20250420 16:17:12;20250420 19:17:12;7,5;380;0,0337;0,7751;1,0579;1,0666;1;367;0,1225;1,0708;1,0533;1,0623;1
20250420 16:32:55;20250420 19:32:55;5,6;416;0,0277;0,733;1,0835;1,0903;1;378;0,0971;1,0327;1,0758;1,0832;1
20250420 16:49:04;20250420 19:49:04;3,6;454;0,0264;0,7096;1,076;1,0834;1;388;0,0829;1,0325;1,0585;1,0671;1
