DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250405 08:03:24;20250405 11:03:24;31,8;491;0,1015;0,8352;1,224;1,2059;1;472;0,2488;1,0691;1,2189;1,2021;1
20250405 08:07:19;20250405 11:07:19;32,1;495;0,102;0,8408;1,2146;1,1988;1;471;0,2524;1,0746;1,2114;1,1964;1
20250405 08:22:19;20250405 11:22:19;33,1;485;0,1062;0,8249;1,2493;1,2247;1;467;0,2515;1,0497;1,2511;1,2261;1
20250405 08:37:50;20250405 11:37:50;34,0;489;0,1131;0,8545;1,1961;1,1846;1;467;0,2643;1,0769;1,2114;1,1963;1
20250405 08:52:20;20250405 11:52:20;34,7;485;0,1124;0,8289;1,2469;1,223;1;468;0,2591;1,0524;1,2496;1,225;1
20250405 09:07:21;20250405 12:07:21;35,3;489;0,1156;0,8446;1,2183;1,2016;1;472;0,266;1,0717;1,2208;1,2035;1
20250405 09:22:21;20250405 12:22:21;35,8;485;0,1177;0,8389;1,2305;1,2108;1;469;0,2667;1,0653;1,231;1,2111;1
20250405 09:37:53;20250405 12:37:53;36,1;477;0,1183;0,8197;1,2702;1,2399;1;464;0,2625;1,0389;1,2735;1,2423;1
20250405 09:52:23;20250405 12:52:23;36,2;479;0,119;0,8254;1,2588;1,2317;1;461;0,2663;1,0446;1,2642;1,2356;1
20250405 10:07:24;20250405 13:07:24;36,2;479;0,1186;0,8236;1,2625;1,2344;1;463;0,2654;1,0447;1,264;1,2355;1
20250405 10:22:24;20250405 13:22:24;36,1;485;0,1165;0,8271;1,2549;1,2288;1;466;0,2652;1,049;1,2569;1,2303;1
20250405 10:37:56;20250405 13:37:56;35,8;487;0,1175;0,8423;1,224;1,2059;1;472;0,2665;1,0657;1,2304;1,2107;1
20250405 10:52:26;20250405 13:52:26;35,3;493;0,1136;0,8403;1,2265;1,2078;1;470;0,2656;1,0662;1,2291;1,2098;1
20250405 11:07:27;20250405 14:07:27;34,8;497;0,1171;0,8819;1,1523;1,1495;1;477;0,2751;1,1171;1,1578;1,154;1
20250405 11:22:27;20250405 14:22:27;34,0;487;0,1123;0,845;1,2135;1,198;1;471;0,2613;1,072;1,2186;1,2018;1
20250405 11:37:27;20250405 14:37:27;33,2;501;0,11;0,8824;1,1469;1,1451;1;480;0,2674;1,1222;1,1492;1,147;1
20250405 11:52:59;20250405 14:52:59;32,2;492;0,1045;0,8487;1,2002;1,1877;1;478;0,2521;1,0848;1,1969;1,1851;1
20250405 12:07:59;20250405 15:07:59;31,1;491;0,0996;0,8412;1,2097;1,195;1;476;0,2446;1,0741;1,21;1,1952;1
20250405 12:22:28;20250405 15:22:28;29,9;498;0,1033;0,9181;1,0848;1,0915;1;474;0,2657;1,1723;1,0866;1,0931;1
20250405 12:37:59;20250405 15:37:59;28,6;480;0,0863;0,7878;1,3084;1,2668;1;470;0,2177;1,0152;1,2973;1,2592;1
20250405 12:53:31;20250405 15:53:31;27,1;481;0,081;0,7884;1,298;1,2596;1;469;0,212;1,0206;1,282;1,2484;1
20250405 13:08:01;20250405 16:08:01;25,7;491;0,0914;0,9535;1,0263;1,0358;1;476;0,2512;1,2355;1,0177;1,0272;1
20250405 13:22:30;20250405 16:22:30;24,2;491;0,0673;0,7876;1,2783;1,2457;1;472;0,1954;1,0243;1,2606;1,233;1
20250405 13:38:01;20250405 16:38:01;22,6;485;0,077;0,9287;1,0379;1,0474;1;472;0,2264;1,2138;1,0247;1,0343;1
20250405 13:53:02;20250405 16:53:02;20,9;485;0,0597;0,8128;1,1948;1,1836;1;472;0,1826;1,0566;1,1904;1,1801;1
20250405 14:08:02;20250405 17:08:02;19,2;484;0,0498;0,7679;1,2671;1,2377;1;477;0,1604;1,0194;1,2343;1,2136;1
20250405 14:23:03;20250405 17:23:03;17,4;479;0,0521;0,8573;1,0866;1,0931;1;472;0,1733;1,1435;1,0639;1,0723;1
20250405 14:38:03;20250405 17:38:03;15,6;474;0,048;0,8743;1,0451;1,0543;1;470;0,165;1,1759;1,0223;1,0318;1
20250405 14:53:04;20250405 17:53:04;13,8;477;0,0405;0,8536;1,0502;1,0593;1;469;0,1476;1,1593;1,0244;1,034;1
20250405 15:08:39;20250405 18:08:39;11,9;490;0,0269;0,7152;1,2633;1,2349;1;489;0,103;0,9887;1,2098;1,1951;1
20250405 15:23:09;20250405 18:23:09;10,1;479;0,029;0,8047;1,0618;1,0703;1;471;0,1127;1,1262;1,024;1,0336;1
20250405 15:38:10;20250405 18:38:10;8,2;468;0,0258;0,7735;1,0736;1,0812;1;468;0,0972;1,1018;1,0293;1,0389;1
20250405 15:53:43;20250405 18:53:43;6,2;469;0,0235;0,7373;1,091;1,0971;1;473;0,0808;1,0755;1,0364;1,0459;1
20250405 16:08:50;20250405 19:08:50;4,4;490;0,023;0,7028;1,1065;1,1107;1;471;0,0707;1,0539;1,0418;1,0512;1
