DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250416 03:13:31;20250416 06:13:31;3.4;339;1;360;1
20250416 03:28:25;20250416 06:28:25;5.2;343;1;360;1
20250416 03:43:24;20250416 06:43:24;7.1;350;1;362;1
20250416 03:57:48;20250416 06:57:48;8.9;350;1;356;1
20250416 04:12:48;20250416 07:12:48;10.7;353;1;358;1
20250416 04:27:49;20250416 07:27:49;12.6;355;1;360;1
20250416 04:42:50;20250416 07:42:50;14.5;356;1;359;1
20250416 04:57:47;20250416 07:57:47;16.4;360;1;361;1
20250416 05:12:47;20250416 08:12:47;18.2;362;1;364;1
20250416 05:27:47;20250416 08:27:47;20.0;363;1;365;1
20250416 05:42:48;20250416 08:42:48;21.8;363;1;363;1
20250416 05:57:49;20250416 08:57:49;23.6;362;1;364;1
20250416 06:12:49;20250416 09:12:49;25.3;362;1;364;1
20250416 06:27:50;20250416 09:27:50;27.0;363;1;366;1
20250416 06:42:50;20250416 09:42:50;28.6;363;1;366;1
20250416 06:57:51;20250416 09:57:51;30.2;364;1;364;1
20250416 07:12:51;20250416 10:12:51;31.7;364;1;366;1
20250416 07:27:52;20250416 10:27:52;33.0;362;1;363;1
20250416 07:42:52;20250416 10:42:52;34.3;363;1;363;1
20250416 07:57:53;20250416 10:57:53;35.5;363;1;362;1
20250416 08:12:53;20250416 11:12:53;36.6;363;1;363;1
20250416 08:27:54;20250416 11:27:54;37.5;363;1;364;1
20250416 08:42:55;20250416 11:42:55;38.4;364;1;363;1
20250416 08:57:56;20250416 11:57:56;39.1;365;1;364;1
20250416 09:12:56;20250416 12:12:56;39.6;365;1;367;1
20250416 09:27:57;20250416 12:27:57;40.0;358;1;361;1
20250416 09:42:57;20250416 12:42:57;40.2;360;1;359;1
20250416 09:57:27;20250416 12:57:27;40.3;360;1;360;1
20250416 10:12:58;20250416 13:12:58;40.2;368;1;371;1
20250416 10:27:59;20250416 13:27:59;40.0;357;1;353;1
20250416 10:42:59;20250416 13:42:59;39.6;350;1;355;1
20250416 10:57:29;20250416 13:57:29;39.0;355;1;356;1
20250416 11:13:00;20250416 14:13:00;38.3;367;1;374;1
20250416 11:28:01;20250416 14:28:01;37.5;362;1;364;1
20250416 11:43:01;20250416 14:43:01;36.5;364;1;371;1
20250416 11:58:02;20250416 14:58:02;35.4;363;1;370;1
20250416 12:13:02;20250416 15:13:02;34.2;363;1;372;1
20250416 12:28:02;20250416 15:28:02;33.0;361;1;370;1
20250416 12:43:03;20250416 15:43:03;31.6;359;1;368;1
20250416 12:58:04;20250416 15:58:04;30.1;360;1;370;1
20250416 13:13:04;20250416 16:13:04;28.5;360;1;367;1
20250416 13:28:04;20250416 16:28:04;26.9;357;1;366;1
20250416 13:43:05;20250416 16:43:05;25.2;357;1;364;1
20250416 13:58:06;20250416 16:58:06;23.5;354;1;362;1
20250416 14:13:06;20250416 17:13:06;21.7;353;1;359;1
20250416 14:28:07;20250416 17:28:07;19.9;353;1;357;1
20250416 14:43:08;20250416 17:43:08;18.1;350;1;355;1
20250416 14:58:08;20250416 17:58:08;16.3;351;1;357;1
20250416 15:13:09;20250416 18:13:09;14.4;348;1;354;1
20250416 15:28:13;20250416 18:28:13;12.5;344;1;351;1
20250416 15:43:46;20250416 18:43:46;10.6;345;1;356;1
20250416 15:58:47;20250416 18:58:47;8.7;343;1;355;1
20250416 16:13:47;20250416 19:13:47;6.8;342;1;358;1
20250416 16:28:53;20250416 19:28:53;5.0;330;1;351;1
20250416 16:43:58;20250416 19:43:58;3.2;321;1;351;1
Среднее значение ОСО (P1): 356
Стандартное отклонение: 9.27
Среднее значение ОСО (P2): 361
Стандартное отклонение: 5.53

