DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250413 03:21:59;20250413 06:21:59;3.4;355;1;370;1
20250413 03:36:55;20250413 06:36:55;5.2;359;1;374;1
20250413 03:51:16;20250413 06:51:16;7.0;361;1;367;1
20250413 04:06:17;20250413 07:06:17;8.9;363;1;367;1
20250413 04:21:18;20250413 07:21:18;10.8;362;1;368;1
20250413 04:36:14;20250413 07:36:14;12.6;362;1;366;1
20250413 04:51:14;20250413 07:51:14;14.5;365;1;365;1
20250413 05:06:15;20250413 08:06:15;16.4;367;1;365;1
20250413 05:21:16;20250413 08:21:16;18.2;367;1;365;1
20250413 05:36:16;20250413 08:36:16;20.0;366;1;363;1
20250413 05:51:17;20250413 08:51:17;21.8;366;1;362;1
20250413 06:06:17;20250413 09:06:17;23.6;365;1;359;1
20250413 06:21:17;20250413 09:21:17;25.2;364;1;358;1
20250413 06:36:18;20250413 09:36:18;26.9;364;1;357;1
20250413 06:51:19;20250413 09:51:19;28.5;364;1;357;1
20250413 07:06:20;20250413 10:06:20;30.0;364;1;356;1
20250413 07:21:21;20250413 10:21:21;31.4;365;1;356;1
20250413 07:36:21;20250413 10:36:21;32.7;364;1;355;1
20250413 07:51:22;20250413 10:51:22;33.9;364;1;354;1
20250413 08:06:22;20250413 11:06:22;35.1;364;1;354;1
20250413 08:21:23;20250413 11:21:23;36.1;365;1;354;1
20250413 08:36:23;20250413 11:36:23;36.9;365;1;355;1
20250413 08:51:23;20250413 11:51:23;37.7;363;1;351;1
20250413 09:06:23;20250413 12:06:23;38.3;362;1;345;1
20250413 09:21:24;20250413 12:21:24;38.7;366;1;352;1
20250413 09:36:24;20250413 12:36:24;39.0;361;1;347;1
20250413 09:51:24;20250413 12:51:24;39.2;362;1;347;1
20250413 10:06:24;20250413 13:06:24;39.2;361;1;345;1
20250413 10:21:25;20250413 13:21:25;39.0;360;1;344;1
20250413 10:36:26;20250413 13:36:26;38.7;360;1;344;1
20250413 10:51:27;20250413 13:51:27;38.2;359;1;341;1
20250413 11:06:27;20250413 14:06:27;37.6;359;1;350;1
20250413 11:21:28;20250413 14:21:28;36.9;360;1;349;1
20250413 11:36:28;20250413 14:36:28;36.0;359;1;348;1
20250413 11:51:29;20250413 14:51:29;35.0;359;1;351;1
20250413 12:06:29;20250413 15:06:29;33.8;359;1;351;1
20250413 12:21:30;20250413 15:21:30;32.6;359;1;354;1
20250413 12:36:30;20250413 15:36:30;31.3;357;1;355;1
20250413 12:51:30;20250413 15:51:30;29.8;357;1;357;1
20250413 13:06:31;20250413 16:06:31;28.3;358;1;355;1
20250413 13:21:32;20250413 16:21:32;26.8;357;1;355;1
20250413 13:36:32;20250413 16:36:32;25.1;359;1;358;1
20250413 13:51:33;20250413 16:51:33;23.4;361;1;359;1
20250413 14:06:34;20250413 17:06:34;21.7;360;1;358;1
20250413 14:21:34;20250413 17:21:34;19.9;360;1;359;1
20250413 14:36:35;20250413 17:36:35;18.1;359;1;361;1
20250413 14:51:36;20250413 17:51:36;16.2;360;1;359;1
20250413 15:06:37;20250413 18:06:37;14.4;358;1;359;1
20250413 15:21:37;20250413 18:21:37;12.5;356;1;361;1
20250413 15:36:43;20250413 18:36:43;10.6;354;1;360;1
20250413 15:51:44;20250413 18:51:44;8.8;354;1;361;1
20250413 16:07:17;20250413 19:07:17;6.8;349;1;364;1
20250413 16:22:24;20250413 19:22:24;4.9;344;1;365;1
20250413 16:37:28;20250413 19:37:28;3.1;349;1;364;1
