DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250423 02:54:46;20250423 05:54:46;3.4;484;1;408;1
20250423 03:09:35;20250423 06:09:35;5.2;451;1;397;1
20250423 03:24:21;20250423 06:24:21;7.0;412;1;384;1
20250423 03:39:19;20250423 06:39:19;8.8;364;1;363;1
20250423 03:54:15;20250423 06:54:15;10.7;371;1;370;1
20250423 04:09:10;20250423 07:09:10;12.5;372;1;371;1
20250423 04:24:14;20250423 07:24:14;14.4;383;1;377;1
20250423 04:39:16;20250423 07:39:16;16.3;376;1;372;1
20250423 04:53:34;20250423 07:53:34;18.1;371;1;370;1
20250423 05:08:38;20250423 08:08:38;20.0;376;1;374;1
20250423 05:24:09;20250423 08:24:09;21.9;375;1;374;1
20250423 05:38:35;20250423 08:38:35;23.6;368;1;375;1
20250423 05:54:06;20250423 08:54:06;25.5;367;1;372;1
20250423 06:09:11;20250423 09:09:11;27.2;392;1;390;1
20250423 06:23:36;20250423 09:23:36;28.9;377;1;376;1
20250423 06:39:07;20250423 09:39:07;30.6;388;1;381;1
20250423 06:53:37;20250423 09:53:37;32.1;395;1;385;1
20250423 07:08:07;20250423 10:08:07;33.6;388;1;383;1
20250423 07:23:08;20250423 10:23:08;35.0;371;1;375;1
20250423 07:38:39;20250423 10:38:39;36.4;387;1;382;1
20250423 07:53:09;20250423 10:53:09;37.6;374;1;373;1
20250423 08:08:41;20250423 11:08:41;38.7;383;1;373;1
20250423 08:23:11;20250423 11:23:11;39.7;378;1;366;1
20250423 08:38:12;20250423 11:38:12;40.6;372;1;367;1
20250423 08:53:13;20250423 11:53:13;41.3;375;1;372;1
20250423 09:08:13;20250423 12:08:13;41.9;378;1;372;1
20250423 09:23:44;20250423 12:23:44;42.3;397;1;388;1
20250423 09:38:14;20250423 12:38:14;42.6;386;1;367;1
20250423 09:53:14;20250423 12:53:14;42.7;393;1;382;1
20250423 10:08:14;20250423 13:08:14;42.6;370;1;360;1
20250423 10:23:45;20250423 13:23:45;42.4;361;1;352;1
20250423 10:38:15;20250423 13:38:15;42.0;387;1;376;1
20250423 10:53:47;20250423 13:53:47;41.5;367;1;345;1
20250423 11:08:17;20250423 14:08:17;40.8;374;1;371;1
20250423 11:24:19;20250423 14:24:19;39.9;380;1;374;1
20250423 11:38:18;20250423 14:38:18;39.0;363;1;358;1
20250423 11:53:18;20250423 14:53:18;38.0;370;1;365;1
20250423 12:08:18;20250423 15:08:18;36.8;369;1;363;1
20250423 12:23:18;20250423 15:23:18;35.5;370;1;370;1
20250423 12:39:21;20250423 15:39:21;34.0;371;1;368;1
20250423 12:54:21;20250423 15:54:21;32.5;369;1;369;1
20250423 13:08:20;20250423 16:08:20;31.0;367;1;366;1
20250423 13:23:52;20250423 16:23:52;29.3;370;1;375;1
20250423 13:38:53;20250423 16:38:53;27.7;367;1;370;1
20250423 13:53:54;20250423 16:53:54;25.9;368;1;372;1
20250423 14:08:54;20250423 17:08:54;24.1;372;1;379;1
20250423 14:24:26;20250423 17:24:26;22.3;373;1;376;1
20250423 14:38:55;20250423 17:38:55;20.5;374;1;374;1
20250423 14:53:56;20250423 17:53:56;18.6;380;1;381;1
20250423 15:08:57;20250423 18:08:57;16.8;377;1;375;1
20250423 15:23:58;20250423 18:23:58;14.9;366;1;369;1
20250423 15:38:58;20250423 18:38:58;13.0;372;1;375;1
20250423 15:54:34;20250423 18:54:34;11.1;377;1;379;1
20250423 16:10:13;20250423 19:10:13;9.1;380;1;376;1
20250423 16:24:03;20250423 19:24:03;7.5;395;1;374;1
20250423 16:39:36;20250423 19:39:36;5.6;415;1;387;1
20250423 16:54:42;20250423 19:54:42;3.8;444;1;393;1
