DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250411 03:27:48;20250411 06:27:48;3,4;569;0,0183;0,6551;1,1742;1,1673;1;506;0,0573;1,015;1,0762;1,0836;1
20250411 03:42:45;20250411 06:42:45;5,2;530;0,0182;0,6904;1,1535;1,1505;1;508;0,0649;1,0316;1,0739;1,0815;1
20250411 03:57:39;20250411 06:57:39;7,1;500;0,0196;0,7208;1,14;1,1394;1;503;0,0765;1,0459;1,0764;1,0838;1
20250411 04:12:01;20250411 07:12:01;8,9;507;0,0213;0,7411;1,1428;1,1417;1;491;0,0914;1,0538;1,0868;1,0933;1
20250411 04:27:02;20250411 07:27:02;10,8;497;0,0263;0,7636;1,1407;1,1399;1;480;0,1084;1,0628;1,0966;1,1021;1
20250411 04:42:02;20250411 07:42:02;12,7;497;0,0303;0,7767;1,1515;1,1489;1;475;0,1241;1,0668;1,111;1,1146;1
20250411 04:56:59;20250411 07:56:59;14,5;483;0,0379;0,792;1,1543;1,1512;1;469;0,1411;1,0708;1,1234;1,1253;1
20250411 05:12:00;20250411 08:12:00;16,4;474;0,0459;0,8008;1,1648;1,1597;1;465;0,1576;1,0727;1,1365;1,1364;1
20250411 05:27:01;20250411 08:27:01;18,2;471;0,0532;0,8059;1,1785;1,1707;1;462;0,1718;1,0695;1,1544;1,1513;1
20250411 05:42:02;20250411 08:42:02;20,0;470;0,0612;0,8183;1,176;1,1687;1;461;0,1871;1,0759;1,1583;1,1545;1
20250411 05:57:03;20250411 08:57:03;21,8;466;0,0705;0,8315;1,1695;1,1636;1;457;0,2034;1,0846;1,1577;1,154;1
20250411 06:12:03;20250411 09:12:03;23,5;462;0,0792;0,8358;1,1773;1,1698;1;456;0,2158;1,0855;1,1658;1,1605;1
20250411 06:27:04;20250411 09:27:04;25,2;467;0,086;0,848;1,1675;1,1619;1;456;0,2284;1,0935;1,1633;1,1585;1
20250411 06:41:35;20250411 09:41:35;26,7;465;0,0903;0,8275;1,2141;1,1984;1;443;0,236;1,0618;1,2145;1,1987;1
20250411 06:57:06;20250411 09:57:06;28,3;471;0,0992;0,8593;1,1657;1,1605;1;458;0,2477;1,1026;1,1635;1,1587;1
20250411 07:12:06;20250411 10:12:06;29,8;457;0,106;0,8346;1,2165;1,2002;1;446;0,2517;1,0662;1,2183;1,2016;1
20250411 07:26:36;20250411 10:26:36;31,1;462;0,1114;0,8464;1,2003;1,1878;1;443;0,2632;1,0766;1,2064;1,1925;1
