DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250421 03:00:14;20250421 06:00:14;3.4;495;1;399;1
20250421 03:15:53;20250421 06:15:53;5.3;437;1;390;1
20250421 03:29:56;20250421 06:29:56;7.0;397;1;376;1
20250421 03:44:44;20250421 06:44:44;8.9;370;1;369;1
20250421 03:59:44;20250421 06:59:44;10.7;371;1;369;1
20250421 04:14:47;20250421 07:14:47;12.6;367;1;371;1
20250421 04:29:39;20250421 07:29:39;14.5;367;1;369;1
20250421 04:44:02;20250421 07:44:02;16.3;362;1;361;1
20250421 04:59:03;20250421 07:59:03;18.2;362;1;360;1
20250421 05:14:00;20250421 08:14:00;20.0;357;1;360;1
20250421 05:29:00;20250421 08:29:00;21.8;358;1;359;1
20250421 05:44:01;20250421 08:44:01;23.6;360;1;360;1
20250421 05:59:03;20250421 08:59:03;25.4;354;1;354;1
20250421 06:14:01;20250421 09:14:01;27.1;356;1;355;1
20250421 06:28:32;20250421 09:28:32;28.8;353;1;347;1
20250421 06:43:32;20250421 09:43:32;30.4;352;1;348;1
20250421 06:58:33;20250421 09:58:33;31.9;346;1;339;1
20250421 07:14:05;20250421 10:14:05;33.5;355;1;346;1
20250421 07:29:06;20250421 10:29:06;34.9;356;1;348;1
20250421 07:43:36;20250421 10:43:36;36.1;347;1;339;1
20250421 07:59:08;20250421 10:59:08;37.3;358;1;352;1
20250421 08:14:08;20250421 11:14:08;38.4;360;1;357;1
20250421 08:29:09;20250421 11:29:09;39.4;356;1;352;1
20250421 08:43:38;20250421 11:43:38;40.2;367;1;364;1
20250421 08:58:39;20250421 11:58:39;40.8;364;1;362;1
20250421 09:14:10;20250421 12:14:10;41.4;372;1;369;1
20250421 09:29:11;20250421 12:29:11;41.7;390;1;386;1
20250421 09:44:12;20250421 12:44:12;42.0;377;1;368;1
20250421 09:58:42;20250421 12:58:42;42.0;358;1;350;1
20250421 10:14:13;20250421 13:14:13;41.9;354;1;345;1
20250421 10:28:43;20250421 13:28:43;41.6;356;1;350;1
20250421 10:44:14;20250421 13:44:14;41.2;362;1;356;1
20250421 10:59:15;20250421 13:59:15;40.6;377;1;376;1
20250421 11:13:44;20250421 14:13:44;39.9;363;1;357;1
20250421 11:28:44;20250421 14:28:44;39.0;365;1;360;1
20250421 11:44:15;20250421 14:44:15;38.0;374;1;378;1
20250421 11:59:16;20250421 14:59:16;36.9;378;1;372;1
20250421 12:14:47;20250421 15:14:47;35.6;392;1;389;1
20250421 12:29:17;20250421 15:29:17;34.3;391;1;389;1
20250421 12:44:18;20250421 15:44:18;32.9;384;1;384;1
20250421 12:59:19;20250421 15:59:19;31.4;405;1;403;1
20250421 13:14:23;20250421 16:14:23;29.8;425;1;422;1
20250421 13:29:24;20250421 16:29:24;28.2;433;1;431;1
20250421 13:44:29;20250421 16:44:29;26.5;464;1;461;1
20250421 14:00:02;20250421 17:00:02;24.7;463;1;460;1
20250421 14:15:11;20250421 17:15:11;22.9;464;1;463;1
20250421 14:30:05;20250421 17:30:05;21.1;444;1;442;1
20250421 14:45:51;20250421 17:45:51;19.1;445;1;443;1
20250421 15:00:10;20250421 18:00:10;17.4;450;1;444;1
20250421 15:15:17;20250421 18:15:17;15.5;440;1;435;1
20250421 15:30:16;20250421 18:30:16;13.6;443;1;434;1
20250421 15:44:55;20250421 18:44:55;11.8;403;1;403;1
20250421 15:59:28;20250421 18:59:28;10.0;408;1;389;1
20250421 16:14:29;20250421 19:14:29;8.1;416;1;379;1
20250421 16:29:34;20250421 19:29:34;6.3;437;1;392;1
20250421 16:46:22;20250421 19:46:22;4.2;489;1;406;1
