DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250426 02:46:23;20250426 05:46:23;3.4;416;1;377;1
20250426 03:01:19;20250426 06:01:19;5.1;377;1;376;1
20250426 03:15:41;20250426 06:15:41;6.8;376;1;371;1
20250426 03:30:42;20250426 06:30:42;8.7;381;1;375;1
20250426 03:45:43;20250426 06:45:43;10.5;397;1;391;1
20250426 04:00:39;20250426 07:00:39;12.4;403;1;395;1
20250426 04:15:39;20250426 07:15:39;14.3;396;1;391;1
20250426 04:30:40;20250426 07:30:40;16.1;400;1;398;1
20250426 04:46:12;20250426 07:46:12;18.1;402;1;399;1
20250426 05:01:13;20250426 08:01:13;20.0;405;1;401;1
20250426 05:15:42;20250426 08:15:42;21.8;406;1;401;1
20250426 05:30:42;20250426 08:30:42;23.6;409;1;402;1
20250426 05:45:42;20250426 08:45:42;25.4;414;1;404;1
20250426 06:00:44;20250426 09:00:44;27.2;416;1;403;1
20250426 06:15:43;20250426 09:15:43;28.9;417;1;404;1
20250426 06:30:45;20250426 09:30:45;30.6;421;1;406;1
20250426 06:45:45;20250426 09:45:45;32.2;426;1;408;1
20250426 07:00:46;20250426 10:00:46;33.8;429;1;411;1
20250426 07:15:47;20250426 10:15:47;35.2;433;1;411;1
20250426 07:30:48;20250426 10:30:48;36.6;435;1;416;1
20250426 07:46:20;20250426 10:46:20;38.0;449;1;437;1
20250426 08:00:50;20250426 11:00:50;39.1;442;1;420;1
20250426 08:15:50;20250426 11:15:50;40.2;451;1;439;1
20250426 08:30:51;20250426 11:30:51;41.1;444;1;424;1
20250426 08:45:51;20250426 11:45:51;41.9;431;1;412;1
20250426 09:00:21;20250426 12:00:21;42.6;427;1;410;1
20250426 09:15:21;20250426 12:15:21;43.1;432;1;412;1
20250426 09:30:53;20250426 12:30:53;43.4;428;1;404;1
20250426 09:45:54;20250426 12:45:54;43.6;445;1;423;1
20250426 10:00:24;20250426 13:00:24;43.6;426;1;411;1
20250426 10:15:55;20250426 13:15:55;43.5;443;1;421;1
20250426 10:30:24;20250426 13:30:24;43.2;421;1;394;1
20250426 10:45:55;20250426 13:45:55;42.7;428;1;414;1
20250426 11:01:00;20250426 14:01:00;42.1;450;1;433;1
20250426 11:15:56;20250426 14:15:56;41.3;446;1;423;1
20250426 11:30:57;20250426 14:30:57;40.4;452;1;442;1
20250426 11:46:59;20250426 14:46:59;39.3;457;1;441;1
20250426 12:00:58;20250426 15:00:58;38.2;445;1;422;1
20250426 12:15:58;20250426 15:15:58;37.0;443;1;422;1
20250426 12:30:58;20250426 15:30:58;35.6;443;1;429;1
20250426 12:46:29;20250426 15:46:29;34.1;439;1;429;1
20250426 13:00:28;20250426 16:00:28;32.7;440;1;425;1
20250426 13:16:00;20250426 16:16:00;31.0;434;1;421;1
20250426 13:31:00;20250426 16:31:00;29.3;433;1;423;1
20250426 13:46:31;20250426 16:46:31;27.6;442;1;431;1
20250426 14:01:02;20250426 17:01:02;25.9;425;1;415;1
20250426 14:16:01;20250426 17:16:01;24.1;419;1;415;1
20250426 14:31:02;20250426 17:31:02;22.2;414;1;412;1
20250426 14:46:03;20250426 17:46:03;20.4;414;1;411;1
20250426 15:01:44;20250426 18:01:44;18.4;432;1;430;1
20250426 15:16:03;20250426 18:16:03;16.7;428;1;423;1
20250426 15:31:04;20250426 18:31:04;14.8;412;1;409;1
20250426 15:46:05;20250426 18:46:05;12.9;408;1;405;1
20250426 16:01:10;20250426 19:01:10;11.0;393;1;392;1
20250426 16:16:11;20250426 19:16:11;9.2;392;1;385;1
20250426 16:31:11;20250426 19:31:11;7.4;385;1;378;1
20250426 16:46:44;20250426 19:46:44;5.5;437;1;406;1
20250426 17:01:51;20250426 20:01:51;3.7;496;1;421;1
