DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250421 03:00:14;20250421 06:00:14;3,4;495;0,0243;0,7107;1,069;1,077;1;399;0,0807;1,0461;1,0423;1,0516;1
20250421 03:15:53;20250421 06:15:53;5,3;437;0,0264;0,7351;1,0744;1,082;1;390;0,0932;1,0455;1,0591;1,0677;1
20250421 03:29:56;20250421 06:29:56;7,0;397;0,0315;0,773;1,0521;1,0611;1;376;0,1132;1,0697;1,0499;1,059;1
20250421 03:44:44;20250421 06:44:44;8,9;370;0,0382;0,7817;1,0741;1,0817;1;369;0,133;1,0625;1,0766;1,084;1
20250421 03:59:44;20250421 06:59:44;10,7;371;0,0443;0,7864;1,1011;1,106;1;369;0,1507;1,056;1,1041;1,1087;1
20250421 04:14:47;20250421 07:14:47;12,6;367;0,055;0,8234;1,0756;1,0831;1;371;0,1744;1,0918;1,0817;1,0886;1
20250421 04:29:39;20250421 07:29:39;14,5;367;0,0636;0,8131;1,1179;1,1207;1;369;0,1891;1,0686;1,1256;1,1272;1
20250421 04:44:02;20250421 07:44:02;16,3;362;0,0776;0,8386;1,1015;1,1064;1;361;0,2144;1,0915;1,1128;1,1162;1
20250421 04:59:03;20250421 07:59:03;18,2;362;0,0898;0,8607;1,0894;1,0956;1;360;0,2357;1,1103;1,1042;1,1087;1
20250421 05:14:00;20250421 08:14:00;20,0;357;0,0972;0,8279;1,1591;1,1551;1;360;0,2384;1,0649;1,173;1,1663;1
20250421 05:29:00;20250421 08:29:00;21,8;358;0,1088;0,8504;1,1386;1,1382;1;359;0,2578;1,0861;1,156;1,1526;1
20250421 05:44:01;20250421 08:44:01;23,6;360;0,1177;0,8579;1,1414;1,1405;1;360;0,2711;1,0919;1,1582;1,1544;1
