DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250424 13:51:20;20250424 16:51:20;26,5;381;0,1253;0,8722;1,1358;1,1358;1;379;0,2815;1,1037;1,156;1,1525;1
20250424 14:06:21;20250424 17:06:21;24,7;379;0,1193;0,8819;1,1114;1,115;1;376;0,2769;1,1179;1,1307;1,1316;1
20250424 14:21:22;20250424 17:21:22;22,9;379;0,1082;0,8661;1,1233;1,1253;1;379;0,2598;1,1044;1,1386;1,1382;1
20250424 14:36:22;20250424 17:36:22;21,1;379;0,0977;0,8538;1,1266;1,1281;1;379;0,2438;1,094;1,1416;1,1407;1
20250424 14:51:23;20250424 17:51:23;19,2;381;0,0893;0,8624;1,0972;1,1026;1;378;0,2343;1,1098;1,1116;1,1152;1
20250424 15:06:24;20250424 18:06:24;17,4;380;0,0792;0,8538;1,0911;1,0971;1;376;0,2186;1,1063;1,1034;1,108;1
20250424 15:21:25;20250424 18:21:25;15,5;377;0,0697;0,8477;1,0789;1,0861;1;374;0,2026;1,1051;1,091;1,0971;1
20250424 15:36:26;20250424 18:36:26;13,6;375;0,0597;0,8374;1,0697;1,0776;1;374;0,1847;1,1043;1,0768;1,0842;1
20250424 15:51:27;20250424 18:51:27;11,7;370;0,0493;0,8041;1,0904;1,0965;1;373;0,1606;1,0722;1,0953;1,1009;1
20250424 16:06:31;20250424 19:06:31;9,9;365;0,0433;0,8125;1,0477;1,0569;1;368;0,1482;1,096;1,0512;1,0602;1
20250424 16:22:05;20250424 19:22:05;8,0;362;0,0369;0,7812;1,0577;1,0664;1;371;0,1247;1,0739;1,0547;1,0636;1
20250424 16:36:32;20250424 19:36:32;6,2;373;0,0314;0,7543;1,063;1,0714;1;367;0,1087;1,0544;1,0578;1,0665;1
20250424 16:52:12;20250424 19:52:12;4,3;377;0,0303;0,7365;1,0503;1,0594;1;372;0,0933;1,0562;1,0392;1,0487;1
