DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250424 02:52:13;20250424 05:52:13;3,4;518;0,0233;0,7177;1,0577;1,0664;1;413;0,0787;1,0663;1,0222;1,0317;1
20250424 03:06:58;20250424 06:06:58;5,2;463;0,0249;0,7442;1,0575;1,0662;1;400;0,0918;1,0682;1,0344;1,044;1
20250424 03:21:43;20250424 06:21:43;7,0;413;0,0295;0,7595;1,0709;1,0788;1;389;0,1078;1,062;1,0574;1,0661;1
20250424 03:36:47;20250424 06:36:47;8,8;408;0,034;0,7809;1,0745;1,0821;1;390;0,1245;1,0702;1,0676;1,0757;1
20250424 03:51:37;20250424 06:51:37;10,7;406;0,0398;0,7916;1,0916;1,0976;1;392;0,1419;1,0748;1,0817;1,0886;1
20250424 04:06:33;20250424 07:06:33;12,5;397;0,0485;0,8061;1,0999;1,105;1;389;0,1616;1,0772;1,0972;1,1026;1
20250424 04:21:34;20250424 07:21:34;14,4;393;0,0581;0,817;1,1106;1,1144;1;388;0,1802;1,0788;1,1125;1,116;1
20250424 04:36:01;20250424 07:36:01;16,2;387;0,0686;0,825;1,1217;1,1239;1;383;0,1995;1,0808;1,125;1,1267;1
20250424 04:51:02;20250424 07:51:02;18,1;385;0,0789;0,8318;1,1325;1,1331;1;381;0,2161;1,0802;1,1399;1,1393;1
20250424 05:05:58;20250424 08:05:58;20,0;379;0,0901;0,8374;1,1425;1,1415;1;378;0,2318;1,0783;1,1548;1,1516;1
20250424 05:20:59;20250424 08:20:59;21,8;380;0,0996;0,8448;1,1473;1,1455;1;379;0,2453;1,0807;1,1629;1,1582;1
20250424 05:35:29;20250424 08:35:29;23,6;383;0,1069;0,8467;1,159;1,155;1;376;0,2587;1,0806;1,1727;1,1661;1
20250424 05:51:00;20250424 08:51:00;25,4;376;0,1181;0,8505;1,165;1,1599;1;377;0,269;1,0799;1,1827;1,1741;1
20250424 06:06:01;20250424 09:06:01;27,2;375;0,1278;0,8571;1,1638;1,1589;1;377;0,2811;1,0868;1,1808;1,1725;1
20250424 06:20:31;20250424 09:20:31;28,8;380;0,1338;0,8598;1,1672;1,1617;1;371;0,2927;1,0859;1,1874;1,1777;1
20250424 06:36:02;20250424 09:36:02;30,6;369;0,1432;0,8564;1,1804;1,1722;1;372;0,2981;1,078;1,2031;1,19;1
20250424 06:50:32;20250424 09:50:32;32,1;369;0,1484;0,8496;1,1984;1,1863;1;367;0,3039;1,0675;1,2218;1,2042;1
20250424 07:05:32;20250424 10:05:32;33,6;374;0,1556;0,8592;1,1867;1,1772;1;371;0,312;1,0766;1,2112;1,1962;1
20250424 07:20:32;20250424 10:20:32;35,1;375;0,1629;0,8802;1,1559;1,1525;1;377;0,324;1,1002;1,1803;1,1721;1
20250424 07:35:33;20250424 10:35:33;36,4;369;0,1674;0,8591;1,1951;1,1838;1;368;0,3227;1,0711;1,223;1,2052;1
20250424 07:51:04;20250424 10:51:04;37,7;375;0,17;0,8659;1,1865;1,1771;1;375;0,3271;1,078;1,2142;1,1985;1
20250424 08:05:34;20250424 11:05:34;38,8;385;0,1766;0,8812;1,1635;1,1587;1;376;0,3377;1,0962;1,1894;1,1793;1
20250424 08:20:34;20250424 11:20:34;39,8;374;0,1795;0,8689;1,1862;1,1768;1;372;0,3371;1,0804;1,2125;1,1972;1
20250424 08:35:35;20250424 11:35:35;40,7;369;0,1809;0,8532;1,2163;1,2001;1;366;0,3342;1,0597;1,2443;1,221;1
20250424 08:51:07;20250424 11:51:07;41,5;376;0,1854;0,8758;1,178;1,1703;1;373;0,3446;1,0863;1,2051;1,1915;1
20250424 09:06:08;20250424 12:06:08;42,1;374;0,1868;0,8605;1,2056;1,1919;1;363;0,3419;1,0647;1,2374;1,216;1
20250424 09:20:38;20250424 12:20:38;42,6;379;0,1975;0,9032;1,1363;1,1363;1;364;0,3632;1,1135;1,1686;1,1628;1
20250424 09:36:09;20250424 12:36:09;42,9;382;0,2095;0,9507;1,0721;1,0799;1;362;0,3875;1,1705;1,1014;1,1063;1
20250424 09:51:10;20250424 12:51:10;43,0;380;0,206;0,9307;1,098;1,1033;1;364;0,3788;1,1485;1,126;1,1276;1
20250424 10:05:40;20250424 13:05:40;43,0;378;0,2078;0,9346;1,0927;1,0986;1;363;0,3811;1,1546;1,119;1,1216;1
20250424 10:21:11;20250424 13:21:11;42,8;383;0,2168;0,9852;1,0324;1,0419;1;365;0,4021;1,2161;1,056;1,0648;1
20250424 10:36:12;20250424 13:36:12;42,4;383;0,2215;1,0146;1,0023;1,0113;1;363;0,4147;1,2535;1,0233;1,0329;1
20250424 10:51:13;20250424 13:51:13;41,9;382;0,2223;1,0265;0,9907;0,9989;1;364;0,4182;1,2712;1,009;1,0183;1
20250424 11:06:13;20250424 14:06:13;41,2;375;0,2195;1,0233;0,9927;1,0012;1;365;0,4139;1,2683;1,0111;1,0204;1
20250424 11:21:14;20250424 14:21:14;40,4;374;0,2123;1,0007;1,0132;1,0226;1;367;0,4012;1,2423;1,0318;1,0414;1
20250424 11:36:15;20250424 14:36:15;39,5;381;0,2106;1,0142;0,9989;1,0077;1;366;0,403;1,2588;1,0178;1,0273;1
20250424 11:51:16;20250424 14:51:16;38,4;374;0,1971;0,9697;1,0429;1,0523;1;371;0,3783;1,2048;1,0645;1,0728;1
20250424 12:06:17;20250424 15:06:17;37,2;374;0,1971;0,992;1,0171;1,0266;1;368;0,3847;1,2343;1,0369;1,0464;1
20250424 12:21:17;20250424 15:21:17;35,9;376;0,1809;0,9345;1,0802;1,0873;1;370;0,3544;1,1652;1,1028;1,1075;1
20250424 12:36:18;20250424 15:36:18;34,5;379;0,1736;0,9323;1,0798;1,087;1;374;0,346;1,1647;1,1018;1,1066;1
20250424 12:51:18;20250424 15:51:18;33,1;373;0,1698;0,9468;1,0582;1,0669;1;375;0,3456;1,1857;1,0782;1,0854;1
20250424 13:06:19;20250424 16:06:19;31,5;381;0,1643;0,9602;1,0387;1,0481;1;373;0,3436;1,2027;1,0594;1,068;1
20250424 13:21:19;20250424 16:21:19;29,9;383;0,1576;0,9727;1,0206;1,0301;1;376;0,339;1,2231;1,0382;1,0476;1
20250424 13:36:20;20250424 16:36:20;28,2;380;0,1428;0,9257;1,0687;1,0768;1;376;0,3121;1,1658;1,0894;1,0956;1
