DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20240626 17:07:11;20240626 20:07:11;12.1;721;0;375;1
20240626 17:10:12;20240626 20:10:12;11.7;748;0;375;1
20240626 17:12:35;20240626 20:12:35;11.5;931;0;730;0
20240626 17:15:36;20240626 20:15:36;11.1;210;1;255;1
20240626 17:17:12;20240626 20:17:12;11.0;-80773;0;-9172;0
20240626 17:19:08;20240626 20:19:08;10.7;-10;0;-545;0
20240626 17:20:55;20240626 20:20:55;10.6;136;1;51;0
20240626 17:23:07;20240626 20:23:07;10.3;109;1;56;0
20240626 17:28:24;20240626 20:28:24;9.7;241;1;237;1
20240626 17:39:41;20240626 20:39:41;8.5;201;1;193;1
