DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20240626 17:07:11;20240626 20:07:11;12,1;721;0,0571;0,6801;1,1862;1,4878;0;375;0,1516;0,9289;1,1244;1,1154;1
20240626 17:10:12;20240626 20:10:12;11,7;748;0,0474;0,6805;1,19;1,4827;0;375;0,151;0,9403;1,101;1,0982;1
20240626 17:12:35;20240626 20:12:35;11,5;931;0,0004;0,2724;-12,1294;3,6955;0;730;0,0001;0,5124;0,5267;2,0098;0
20240626 17:15:36;20240626 20:15:36;11,1;210;0,2544;0,7069;1,2262;1,4197;1;255;0,1875;0,7216;1,3206;1,4222;1
20240626 17:17:12;20240626 20:17:12;11,0;-80773;-2,5155;-0,4985;-25,4523;-2,0101;0;-9172;-0,4712;0,2489;-14,9358;4,1151;0
20240626 17:19:08;20240626 20:19:08;10,7;-10;-0,2006;9,9148;-2,3734;0,1009;0;-545;-0,1879;-5,664;-4,3263;-0,1804;0
20240626 17:20:55;20240626 20:20:55;10,6;136;0,2965;0,6838;1,2054;1,4597;1;51;0,2932;0,7706;1,3032;1,3234;0
20240626 17:23:07;20240626 20:23:07;10,3;109;0,3043;0,6973;1,2225;1,428;1;56;0,2922;0,8029;1,2737;1,267;0
20240626 17:28:24;20240626 20:28:24;9,7;241;0,2122;0,7961;1,2269;1,2436;1;237;0,1792;0,7576;1,3071;1,334;1
20240626 17:39:41;20240626 20:39:41;8,5;201;0,2158;0,7948;1,2206;1,2297;1;193;0,1831;0,7519;1,3039;1,3253;1
