DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20231026 07:58:05;20231026 10:58:05;14,8;6107986;16,5574;0,1136;-142,802;9,0913;0;494;-0,1373;2,6521;-0,9597;0,4002;1
20231026 08:08:05;20231026 11:08:05;15,4;-2926;-4,447;2,4444;-0,7224;0,4239;0;-167;0,5884;0,6162;1,0977;1,7291;0
20231026 08:18:06;20231026 11:18:06;15,8;10964;1,1607;-14,8929;-3,4469;-0,0698;0;256;0,3366;1,0665;0,9468;1,0025;1
20231026 08:28:07;20231026 11:28:07;16,3;2474;-0,9088;1,2403;0,6686;0,8399;0;-359;-1,6525;0,4633;-0,4905;2,3146;0
20231026 08:38:07;20231026 11:38:07;16,6;205621;2,7308;0,2097;-30,5747;4,9783;0;-2711879;-27,8;-0,2381;-76,8782;-4,5151;0
20231026 08:48:07;20231026 11:48:07;17,0;-15170925;-26,5417;0,0646;-526,5198;16,1853;0;16974;1,8695;-3,2767;-5,4268;-0,3288;0
20231026 08:58:08;20231026 11:58:08;17,2;7549226;7,4576;0,072;-416,8765;14,5526;0;166929;4,239;-0,5354;-24,8336;-2,0156;0
20231026 09:08:09;20231026 12:08:09;17,4;-1772;-0,4412;-3,5079;-5,107;-0,2988;0;7327;2,1603;0,4116;-1,9508;2,6249;0
20231026 09:18:10;20231026 12:18:10;17,6;343;0,315;1,0672;0,9556;0,9829;1;-2063;1,9505;0,6289;1,1108;1,7197;0
20231026 09:28:10;20231026 12:28:10;17,7;994;1,4474;0,5115;0,0017;2,0519;0;1385;-0,8473;1,3505;0,4895;0,8013;0
20231026 09:38:11;20231026 12:38:11;17,7;-986;1,381;0,96;1,1104;1,0935;0;-4317;3,0767;0,8482;1,2794;1,2761;0
20231026 09:48:12;20231026 12:48:12;17,7;5241;1,2797;3,6911;-1,3741;0,2844;0;-146489;-0,6264;0,1026;-184,4939;10,5497;0
20231026 09:58:12;20231026 12:58:12;17,6;3672;0,473;9,8667;-2,3411;0,1064;0;-19353;-1,0371;-0,8255;-15,1824;-1,3106;0
20231026 10:08:13;20231026 13:08:13;17,5;-1146;1,6926;1,044;0,9904;1,0045;0;-793;1,3768;1,1361;0,8481;0,9516;0
20231026 10:18:14;20231026 13:18:14;17,3;-10171;-1,2332;0,3165;-8,123;3,3099;0;2877;1,2892;2,8462;-1,0544;0,3794;0
20231026 10:28:15;20231026 13:28:15;17,1;-102;1,6481;1,4034;0,4259;0,7456;0;-780;2,6894;0,5271;0,4287;2,0456;0
20231026 10:38:15;20231026 13:38:15;16,8;29933347;29,7317;0,0722;-411,9137;14,4739;0;553;-0,2462;2,0897;-0,4717;0,515;1
20231026 10:48:16;20231026 13:48:16;16,5;716658;7,2012;0,1895;-40,4088;5,504;0;821183;6,2404;0,144;-80,0107;7,4576;0
20231026 10:58:16;20231026 13:58:16;16,1;-645;-2,3251;0,4758;-0,507;2,1867;0;181621;2,64;0,1859;-40,7668;5,7611;0
20231026 11:08:17;20231026 14:08:17;15,6;733;-0,0665;3,634;-1,3683;0,2856;0;440;0,5811;1,4559;0,2938;0,7332;1
20231026 11:18:18;20231026 14:18:18;15,1;13016;1,5134;0,3859;-3,1134;2,6808;0;136;0,4429;1,0824;0,9095;0,9826;1
20231026 11:28:18;20231026 14:28:18;14,6;2918;0,1132;-2,1069;-6,6783;-0,4893;0;3525;0,5503;17,2353;-2,7414;0,0614;0
20231026 11:38:18;20231026 14:38:18;14,0;-238400;-2,9884;-0,249;-69,8832;-4,1225;0;-2258;-0,6291;-14,6129;-3,5843;-0,0721;0
20231026 11:48:19;20231026 14:48:19;13,3;61402;0,3669;-0,2752;-59,5938;-3,7126;0;757;-0,0207;1,1885;0,6943;0,8819;0
20231026 11:58:19;20231026 14:58:19;12,6;348706;3,9531;-0,4384;-30,6144;-2,3189;0;841;1,3227;1,652;-0,0399;0,6305;0
20231026 12:08:19;20231026 15:08:19;11,9;-224;-0,1036;0,3215;-6,6044;3,1424;0;1002;0,3666;1,8736;-0,3266;0,5521;0
20231026 12:18:19;20231026 15:18:19;11,1;51129;1,314;-0,9673;-12,1706;-1,0375;0;3223;1,7492;2,1029;-0,5811;0,488;0
20231026 12:28:20;20231026 15:28:20;10,3;2286;-0,729;1,2314;0,5931;0,8087;0;2925;0,2544;-77,7857;-3,2019;-0,0131;0
20231026 12:38:21;20231026 15:38:21;9,5;108592;1,8198;-0,6652;-17,709;-1,4842;0;-792;-0,311;42,3333;-2,9709;0,0238;0
20231026 12:48:21;20231026 15:48:21;8,6;31308;2,6353;-18,0;-3,3441;-0,0543;0;6507;0,8229;5,365;-2,0276;0,1859;0
20231026 12:58:21;20231026 15:58:21;7,7;1128;0,2219;1,9023;-0,3711;0,5088;0;725516;3,5694;-0,2919;-49,7843;-3,3795;0
20231026 13:08:22;20231026 16:08:22;6,7;173079;1,25;-0,3556;-37,4726;-2,6926;0;-1618;-0,9126;3,0444;-1,3326;0,3206;0
20231026 13:18:23;20231026 16:18:23;5,7;-74730;-2,686;-0,8027;-13,8304;-1,1797;0;17018;-2,283;0,8585;1,1384;1,1262;0
20231026 13:28:24;20231026 16:28:24;4,7;-526246669;-8,6667;0,0087;-27391,8453;108,3491;0;-378107;-3,5385;0,1566;-48,3421;6,1363;0
20231026 13:38:24;20231026 16:38:24;3,7;-31466;-0,4596;-0,5365;-21,2784;-1,7379;0;2751;-0,5888;0,4642;0,3557;2,071;0
