DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20231024 10:21:54;20231024 13:21:54;17,9;1501;0,3612;2,2866;-0,5704;0,4596;0;3765;0,4731;0,3631;-4,1857;2,9854;0
20231024 10:23:38;20231024 13:23:38;17,9;1602;0,3719;2,4054;-0,6666;0,4368;0;4308;0,4484;0,3468;-5,2017;3,1244;0
20231024 10:24:14;20231024 13:24:14;17,9;1511;0,3521;2,3188;-0,5976;0,4531;0;4435;0,457;0,3456;-5,2838;3,1351;0
20231024 10:30:23;20231024 13:30:23;17,7;-444;1,0231;1,034;1,007;1,0154;0;-688;0,997;0,9921;1,0911;1,0912;0
20231024 10:31:00;20231024 13:31:00;17,7;-477;1,0083;1,0033;1,0514;1,0462;0;-689;1,0042;0,9964;1,084;1,0863;0
20231024 10:31:36;20231024 13:31:36;17,7;582;0,6591;1,5211;0,263;0,6901;1;-450;0,8297;0,6228;1,0855;1,7376;0
20231024 10:32:29;20231024 13:32:29;17,7;-472;0,9983;0,9995;1,0566;1,0501;0;-673;1,0049;1,0049;1,0701;1,0768;0
20231024 10:33:05;20231024 13:33:05;17,7;-481;0,9954;0,9916;1,0675;1,0583;0;-700;1,0088;0,9946;1,0863;1,0879;0
20231024 10:33:41;20231024 13:33:41;17,6;-477;1,0014;0,9988;1,0573;1,0506;0;-664;0,9955;1,0031;1,0727;1,0786;0
20231024 10:38:49;20231024 13:38:49;17,5;4585;1,7712;2,6364;-0,8376;0,3977;0;-940;1,1673;0,9853;1,0992;1,0969;0
20231024 10:39:25;20231024 13:39:25;17,5;1071;1,3218;1,74;-0,0236;0,6025;0;-49;0,6319;1,0925;0,9221;0,9892;0
20231024 10:40:01;20231024 13:40:01;17,4;-583;1,3176;1,1184;0,8747;0,9373;0;1580;1,466;1,9937;-0,3656;0,542;0
20231024 10:41:59;20231024 13:41:59;17,4;-342;0,8504;0,9722;1,092;1,0778;0;1651;-0,978;1,2853;0,5925;0,8404;0
20231024 10:52:00;20231024 13:52:00;17,0;22673;0,5682;0,2621;-15,6702;3,9902;0;-1940;1,6243;0,6902;1,2715;1,5613;0
20231024 11:02:00;20231024 14:02:00;16,6;-35587;-3,8717;-1,4978;-8,5875;-0,6967;0;1672;2,1786;1,8889;-0,2627;0,5689;0
20231024 11:12:00;20231024 14:12:00;16,1;-722897;-25,2;0,2206;-26,2014;4,7184;0;-7752880;-31,2031;-0,1339;-195,9056;-8,0012;0
20231024 11:22:00;20231024 14:22:00;15,6;-422;1,0578;0,6088;0,9112;1,7045;0;5410;-2,2069;0,8847;1,2263;1,2064;0
20231024 11:32:01;20231024 14:32:01;15,0;7213;0,4714;0,3483;-5,1733;2,969;0;-5261;-0,6495;-1,9703;-7,1585;-0,5394;0
20231024 11:42:01;20231024 14:42:01;14,4;31236;1,4829;0,3146;-7,7852;3,2739;0;9469;1,076;0,3517;-4,341;3,0074;0
20231024 11:52:01;20231024 14:52:01;13,8;2774;0,1644;-6,0824;-4,132;-0,1685;0;-49;1,0077;1,2927;0,5233;0,8138;0
20231024 12:02:01;20231024 15:02:01;13,0;46075;1,0761;-0,8032;-14,9298;-1,2697;0;-16443;-0,7869;-0,7276;-16,7487;-1,4369;0
20231024 12:12:01;20231024 15:12:01;12,3;14895;0,5593;-1,4722;-8,509;-0,6886;0;-438;0,8306;1,0324;0,9526;1,0057;0
20231024 12:22:01;20231024 15:22:01;11,5;85017;1,3394;0,2321;-20,3778;4,3376;0;-50015978;-16,4524;-0,034;-2236,0816;-30,2941;0
20231024 12:32:02;20231024 15:32:02;10,7;33891;1,7602;-2,5698;-5,8284;-0,3889;0;560;-0,0629;2,7122;-1,0674;0,3766;1
20231024 12:42:02;20231024 15:42:02;9,8;62162;-15,5765;0,6693;1,1916;1,4804;0;386;-0,0908;3,3034;-1,4028;0,3062;1
20231024 12:52:02;20231024 15:52:02;8,9;30992;1,9667;0,3409;-4,4875;2,879;0;681;0,7484;1,5407;0,0261;0,6497;0
20231024 13:02:03;20231024 16:02:03;8,0;-340;1,0221;1,2063;0,5842;0,8052;0;-986;2,1054;0,4861;0,454;2,0365;0
20231024 13:12:04;20231024 16:12:04;7,0;3530;-0,9816;0,5391;0,7589;1,7817;0;13648;1,8942;3,3071;-1,4531;0,296;0
20231024 13:22:05;20231024 16:22:05;6,0;5455;0,5148;8,9844;-2,3448;0,1057;0;-1209;0,7916;0,8433;1,1666;1,1492;0
20231024 13:32:05;20231024 16:32:05;5,0;45;-2,9941;1,6095;-0,0885;0,5841;0;4092;2,5188;1,6223;-0,1734;0,5931;0
20231024 13:42:05;20231024 16:42:05;3,9;10632;0,4228;-8,8765;-3,6869;-0,1051;0;1502;0,0355;3,4692;-1,5491;0,2769;0
