DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20231025 05:35:12;20231025 08:35:12;3.1;11419;0;-566;0
20231025 05:45:12;20231025 08:45:12;4.2;393;1;-159;0
20231025 05:55:12;20231025 08:55:12;5.2;5698;0;141964;0
20231025 06:05:13;20231025 09:05:13;6.3;6238;0;250771;0
20231025 06:15:14;20231025 09:15:14;7.2;-36296;0;59906170;0
20231025 06:25:14;20231025 09:25:14;8.2;2895;0;2190;0
20231025 06:35:14;20231025 09:35:14;9.1;-326479;0;-11504;0
20231025 06:45:15;20231025 09:45:15;10.0;7761;0;23429;0
20231025 06:55:16;20231025 09:55:16;10.8;21133;0;-50845;0
20231025 07:05:16;20231025 10:05:16;11.6;1355;0;-823;0
20231025 07:15:17;20231025 10:15:17;12.4;-5803;0;1982;0
20231025 07:25:18;20231025 10:25:18;13.1;27382;0;2844;0
20231025 07:35:18;20231025 10:35:18;13.8;23834;0;4660;0
20231025 07:45:18;20231025 10:45:18;14.4;1763;0;124821;0
20231025 07:55:18;20231025 10:55:18;15.0;49096;0;10530;0
20231025 08:05:18;20231025 11:05:18;15.6;392;1;172;1
20231025 08:15:19;20231025 11:15:19;16.0;1600;0;-767;0
20231025 08:25:20;20231025 11:25:20;16.5;2804;0;6844;0
20231025 08:35:20;20231025 11:35:20;16.9;11143;0;411;1
20231025 08:45:20;20231025 11:45:20;17.2;811;0;706;0
20231025 08:55:20;20231025 11:55:20;17.5;2057;0;17809;0
20231025 09:05:21;20231025 12:05:21;17.7;3426;0;10178;0
20231025 09:15:21;20231025 12:15:21;17.9;15248;0;1463;0
20231025 09:25:21;20231025 12:25:21;18.0;4387;0;17907;0
20231025 09:35:22;20231025 12:35:22;18.1;37688;0;23706207;0
20231025 09:45:22;20231025 12:45:22;18.1;128832;0;38719;0
20231025 09:55:23;20231025 12:55:23;18.0;17885;0;362;1
20231025 10:05:23;20231025 13:05:23;17.9;12032;0;611;0
20231025 10:15:24;20231025 13:15:24;17.7;-4238;0;604;0
20231025 10:25:24;20231025 13:25:24;17.5;1816142;0;2845;0
20231025 10:35:25;20231025 13:35:25;17.2;-9203;0;1651541;0
20231025 10:45:25;20231025 13:45:25;16.9;471;1;1046;0
20231025 10:55:25;20231025 13:55:25;16.5;2758;0;-6269;0
20231025 11:05:25;20231025 14:05:25;16.1;-1456;0;10309;0
20231025 11:15:25;20231025 14:15:25;15.6;615;0;3493;0
20231025 11:25:26;20231025 14:25:26;15.1;2932;0;811;0
20231025 11:35:27;20231025 14:35:27;14.5;2288;0;8188;0
20231025 11:45:27;20231025 14:45:27;13.9;585;1;668;0
20231025 11:55:27;20231025 14:55:27;13.2;10229;0;-2569309;0
20231025 12:05:27;20231025 15:05:27;12.5;2565;0;93171;0
20231025 12:15:28;20231025 15:15:28;11.7;3074;0;29951;0
20231025 12:25:28;20231025 15:25:28;10.9;7476;0;6878;0
20231025 12:35:28;20231025 15:35:28;10.1;-46010;0;-6682;0
20231025 12:45:29;20231025 15:45:29;9.2;58668;0;-1954;0
20231025 12:55:29;20231025 15:55:29;8.3;-755;0;513441;0
20231025 13:05:30;20231025 16:05:30;7.3;-16999;0;44;0
20231025 13:15:30;20231025 16:15:30;6.3;6764;0;-4864;0
20231025 13:25:30;20231025 16:25:30;5.3;208731;0;17549;0
20231025 13:35:30;20231025 16:35:30;4.3;-5403;0;-199102;0
20231025 13:45:30;20231025 16:45:30;3.2;-4099;0;-15650;0
