DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20231024 10:21:54;20231024 13:21:54;17.9;1501;0;3765;0
20231024 10:23:38;20231024 13:23:38;17.9;1602;0;4308;0
20231024 10:24:14;20231024 13:24:14;17.9;1511;0;4435;0
20231024 10:30:23;20231024 13:30:23;17.7;-444;0;-688;0
20231024 10:31:00;20231024 13:31:00;17.7;-477;0;-689;0
20231024 10:31:36;20231024 13:31:36;17.7;582;1;-450;0
20231024 10:32:29;20231024 13:32:29;17.7;-472;0;-673;0
20231024 10:33:05;20231024 13:33:05;17.7;-481;0;-700;0
20231024 10:33:41;20231024 13:33:41;17.6;-477;0;-664;0
20231024 10:38:49;20231024 13:38:49;17.5;4585;0;-940;0
20231024 10:39:25;20231024 13:39:25;17.5;1071;0;-49;0
20231024 10:40:01;20231024 13:40:01;17.4;-583;0;1580;0
20231024 10:41:59;20231024 13:41:59;17.4;-342;0;1651;0
20231024 10:52:00;20231024 13:52:00;17.0;22673;0;-1940;0
20231024 11:02:00;20231024 14:02:00;16.6;-35587;0;1672;0
20231024 11:12:00;20231024 14:12:00;16.1;-722897;0;-7752880;0
20231024 11:22:00;20231024 14:22:00;15.6;-422;0;5410;0
20231024 11:32:01;20231024 14:32:01;15.0;7213;0;-5261;0
20231024 11:42:01;20231024 14:42:01;14.4;31236;0;9469;0
20231024 11:52:01;20231024 14:52:01;13.8;2774;0;-49;0
20231024 12:02:01;20231024 15:02:01;13.0;46075;0;-16443;0
20231024 12:12:01;20231024 15:12:01;12.3;14895;0;-438;0
20231024 12:22:01;20231024 15:22:01;11.5;85017;0;-50015978;0
20231024 12:32:02;20231024 15:32:02;10.7;33891;0;560;1
20231024 12:42:02;20231024 15:42:02;9.8;62162;0;386;1
20231024 12:52:02;20231024 15:52:02;8.9;30992;0;681;0
20231024 13:02:03;20231024 16:02:03;8.0;-340;0;-986;0
20231024 13:12:04;20231024 16:12:04;7.0;3530;0;13648;0
20231024 13:22:05;20231024 16:22:05;6.0;5455;0;-1209;0
20231024 13:32:05;20231024 16:32:05;5.0;45;0;4092;0
20231024 13:42:05;20231024 16:42:05;3.9;10632;0;1502;0
