DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20231025 09:35:22;20231025 12:35:22;18,1;37688;0,7338;0,2408;-20,8123;4,3676;0;23706207;3,1667;0,0224;-4937,2921;48,5187;0
20231025 09:45:22;20231025 12:45:22;18,1;128832;2,3654;-0,5778;-22,4996;-1,82;0;38719;3,8959;0,3308;-6,4282;3,2784;0
20231025 09:55:23;20231025 12:55:23;18,0;17885;0,5927;-1,042;-11,8483;-1,0089;0;362;1,3333;1,5427;0,2002;0,7029;1
20231025 10:05:23;20231025 13:05:23;17,9;12032;0,507;-1,4145;-9,0397;-0,7428;0;611;0,2914;1,472;0,3028;0,7361;0
20231025 10:15:24;20231025 13:15:24;17,7;-4238;-0,4624;-1,276;-9,8479;-0,8227;0;604;-0,0552;4,2447;-1,6607;0,255;0
20231025 10:25:24;20231025 13:25:24;17,5;1816142;2,3333;-0,1019;-321,7567;-10,2901;0;2845;1,4035;2,7051;-0,9622;0,3996;0
20231025 10:35:25;20231025 13:35:25;17,2;-9203;-0,3918;-0,5601;-23,2549;-1,8697;0;1651541;9,4167;0,1266;-111,1438;8,5211;0
20231025 10:45:25;20231025 13:45:25;16,9;471;0,2761;1,1855;0,7629;0,8818;1;1046;-0,3463;1,3074;0,5494;0,8237;0
20231025 10:55:25;20231025 13:55:25;16,5;2758;1,2064;0,4722;-0,6011;2,2094;0;-6269;-0,9094;-2,6633;-6,0172;-0,4033;0
20231025 11:05:25;20231025 14:05:25;16,1;-1456;-1,3265;3,8553;-1,447;0,2699;0;10309;2,3908;8,7838;-2,3858;0,1219;0
20231025 11:15:25;20231025 14:15:25;15,6;615;-0,0284;-3,8985;-4,855;-0,2662;0;3493;1,707;2,6316;-0,9354;0,4056;0
20231025 11:25:26;20231025 14:25:26;15,1;2932;0,0749;0,2931;-10,3065;3,5285;0;811;-0,0486;1,0889;0,8975;0,9763;0
20231025 11:35:27;20231025 14:35:27;14,5;2288;-0,5919;0,596;0,8665;1,7287;0;8188;0,9623;-6,7373;-4,1618;-0,1571;0
20231025 11:45:27;20231025 14:45:27;13,9;585;0,4063;0,5256;0,3229;1,9518;1;668;0,0293;0,6233;1,1503;1,6892;0
20231025 11:55:27;20231025 14:55:27;13,2;10229;2,0134;4,4455;-1,6555;0,2296;0;-2569309;-7,8866;-0,1129;-252,6305;-9,2695;0
20231025 12:05:27;20231025 15:05:27;12,5;2565;1,245;0,467;-0,4529;2,1734;0;93171;1,2792;-0,4096;-33,4302;-2,539;0
20231025 12:15:28;20231025 15:15:28;11,7;3074;-0,5847;0,6949;1,2103;1,4515;0;29951;2,278;-3,0096;-5,5373;-0,343;0
20231025 12:25:28;20231025 15:25:28;10,9;7476;-1,6554;0,7437;1,2445;1,3464;0;6878;-1,9798;0,843;1,2334;1,2143;0
20231025 12:35:28;20231025 15:35:28;10,1;-46010;-0,7857;0,1745;-44,2729;5,6933;0;-6682;-0,8418;-2,5397;-5,985;-0,3994;0
20231025 12:45:29;20231025 15:45:29;9,2;58668;1,3769;-0,9299;-12,4089;-1,0584;0;-1954;1,3709;0,6196;1,2243;1,6207;0
20231025 12:55:29;20231025 15:55:29;8,3;-755;-0,6733;0,4121;-1,3123;2,3649;0;513441;1,9529;-0,2297;-71,9187;-4,3241;0
20231025 13:05:30;20231025 16:05:30;7,3;-16999;-0,9283;-1,0062;-11,2857;-0,9581;0;44;0,8997;1,3157;0,3343;0,7467;0
20231025 13:15:30;20231025 16:15:30;6,3;6764;1,6238;2,5917;-0,973;0,3678;0;-4864;2,225;0,6733;1,3186;1,4439;0
20231025 13:25:30;20231025 16:25:30;5,3;208731;6,9104;-1,7179;-7,2076;-0,5491;0;17549;0,7342;0,3369;-3,3536;2,8617;0
20231025 13:35:30;20231025 16:35:30;4,3;-5403;-0,756;-38,9375;-3,1454;-0,024;0;-199102;-3,3971;-0,4726;-25,0841;-2,032;0
20231025 13:45:30;20231025 16:45:30;3,2;-4099;0,9683;0,6376;1,2048;1,4606;0;-15650;-2,0667;22,5;-2,8541;0,0428;0
