DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20231025 05:35:12;20231025 08:35:12;3,1;11419;1,3191;2,3907;-0,8742;0,3895;0;-566;0,3652;0,5868;1,202;1,6435;0
20231025 05:45:12;20231025 08:45:12;4,2;393;-0,352;1,7227;-0,2409;0,5426;1;-159;-0,7545;1,8171;-0,4183;0,5285;0
20231025 05:55:12;20231025 08:55:12;5,2;5698;0,4135;0,3586;-2,781;2,6283;0;141964;0,8143;-0,4723;-25,2072;-2,04;0
20231025 06:05:13;20231025 09:05:13;6,3;6238;2,3453;2,1168;-0,6107;0,45;0;250771;0,5369;0,1275;-84,4881;7,6217;0
20231025 06:15:14;20231025 09:15:14;7,2;-36296;-0,6541;0,1877;-33,2939;5,1309;0;59906170;23,4348;-0,0669;-575,1532;-14,6816;0
20231025 06:25:14;20231025 09:25:14;8,2;2895;0,0729;-1,5268;-8,0238;-0,6377;0;2190;3,4716;0,4481;-0,1118;2,2147;0
20231025 06:35:14;20231025 09:35:14;9,1;-326479;-1,958;-0,1721;-117,504;-5,7153;0;-11504;-1,5574;-3,462;-5,1282;-0,2898;0
20231025 06:45:15;20231025 09:45:15;10,0;7761;0,3276;-2,1725;-6,3988;-0,4569;0;23429;2,8026;0,3636;-2,8849;2,7871;0
20231025 06:55:16;20231025 09:55:16;10,8;21133;1,4522;-5,0152;-4,3566;-0,1995;0;-50845;-5,7907;0,3127;-6,3667;3,271;0
20231025 07:05:16;20231025 10:05:16;11,6;1355;1,0362;1,7671;-0,1379;0,5704;0;-823;1,0443;0,5772;1,0086;1,787;0
20231025 07:15:17;20231025 10:15:17;12,4;-5803;4,3636;0,8148;1,2275;1,2451;0;1982;0,8944;2,1985;-0,6446;0,4727;0
20231025 07:25:18;20231025 10:25:18;13,1;27382;6,2448;3,9722;-1,5137;0,2569;0;2844;0,2751;-10,7344;-3,7532;-0,0975;0
20231025 07:35:18;20231025 10:35:18;13,8;23834;1,8777;-4,6232;-4,5208;-0,2218;0;4660;0,5839;0,3663;-3,43;2,8735;0
20231025 07:45:18;20231025 10:45:18;14,4;1763;-0,359;1,1029;0,8681;0,9338;0;124821;2,0533;0,1995;-32,3523;5,3022;0
20231025 07:55:18;20231025 10:55:18;15,0;49096;0,7639;-0,5294;-24,5454;-1,9529;0;10530;1,6978;-68,6;-3,2172;-0,0155;0
20231025 08:05:18;20231025 11:05:18;15,6;392;0,43;1,3107;0,5493;0,7915;1;172;0,4978;1,1684;0,7662;0,9132;1
20231025 08:15:19;20231025 11:15:19;16,0;1600;0,0331;-1,735;-7,6686;-0,5996;0;-767;-0,1793;-2,4444;-6,3003;-0,438;0
20231025 08:25:20;20231025 11:25:20;16,5;2804;-1,0683;1,2246;0,696;0,8517;0;6844;1,3383;19,5882;-2,7813;0,0548;0
20231025 08:35:20;20231025 11:35:20;16,9;11143;2,0603;6,4328;-2,0199;0,1625;0;411;0,5577;1,4204;0,3677;0,758;1
20231025 08:45:20;20231025 11:45:20;17,2;811;-0,2118;2,0356;-0,3493;0,5144;0;706;0,0865;0,5135;0,2652;2,1011;0
20231025 08:55:20;20231025 11:55:20;17,5;2057;0,2486;5,0137;-1,7643;0,2091;0;17809;1,3533;-1,6771;-8,0959;-0,6445;0
20231025 09:05:21;20231025 12:05:21;17,7;3426;0,405;12,7391;-2,4827;0,0824;0;10178;1,1818;-3,6471;-5,1813;-0,2968;0
20231025 09:15:21;20231025 12:15:21;17,9;15248;2,461;11,0;-2,4049;0,0955;0;1463;0,3191;3,7045;-1,4708;0,2925;0
20231025 09:25:21;20231025 12:25:21;18,0;4387;0,7424;5,6763;-1,8941;0,1852;0;17907;3,0319;0,3716;-3,7234;2,9179;0
