DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250509 02:14:45;20250509 05:14:45;3,3;443;0,0272;0,7066;1,0732;1,0809;1;418;0,0763;1,0566;1,0309;1,0404;1
20250509 02:29:41;20250509 05:29:41;5,0;439;0,0268;0,7417;1,0571;1,0659;1;414;0,0869;1,0733;1,0277;1,0373;1
20250509 02:44:39;20250509 05:44:39;6,7;418;0,0294;0,771;1,0484;1,0575;1;413;0,101;1,0889;1,0277;1,0372;1
20250509 02:59:03;20250509 05:59:03;8,4;414;0,0332;0,7978;1,0421;1,0515;1;404;0,1197;1,1056;1,0274;1,037;1
20250509 03:14:04;20250509 06:14:04;10,2;419;0,0382;0,8224;1,0394;1,0488;1;406;0,1377;1,1231;1,0277;1,0373;1
20250509 03:29:04;20250509 06:29:04;12,0;418;0,0455;0,8472;1,0345;1,044;1;406;0,1575;1,1394;1,0283;1,0379;1
20250509 03:44:01;20250509 06:44:01;13,8;416;0,0541;0,8706;1,0291;1,0387;1;407;0,178;1,1558;1,0277;1,0373;1
20250509 03:59:02;20250509 06:59:02;15,7;417;0,0635;0,8921;1,0242;1,0338;1;410;0,1985;1,1771;1,0215;1,0311;1
20250509 04:14:02;20250509 07:14:02;17,5;412;0,0751;0,912;1,0191;1,0286;1;409;0,2198;1,1948;1,0174;1,0269;1
20250509 04:29:03;20250509 07:29:03;19,4;413;0,0862;0,9318;1,0124;1,0218;1;409;0,2404;1,2103;1,014;1,0234;1
20250509 04:44:03;20250509 07:44:03;21,3;415;0,0967;0,947;1,0092;1,0184;1;409;0,2588;1,2225;1,0123;1,0217;1
20250509 04:59:04;20250509 07:59:04;23,2;417;0,107;0,9602;1,0072;1,0164;1;411;0,2747;1,2308;1,0129;1,0223;1
20250509 05:14:04;20250509 08:14:04;25,0;419;0,1177;0,9722;1,0039;1,0129;1;409;0,2914;1,2393;1,0124;1,0218;1
20250509 05:29:04;20250509 08:29:04;26,9;422;0,1274;0,9796;1,0037;1,0128;1;410;0,3053;1,2453;1,0131;1,0225;1
20250509 05:44:04;20250509 08:44:04;28,7;422;0,1379;0,9895;1,0001;1,009;1;410;0,3197;1,2544;1,01;1,0193;1
20250509 05:59:05;20250509 08:59:05;30,5;424;0,1473;0,9966;0,9983;1,0071;1;410;0,332;1,2604;1,0084;1,0177;1
20250509 06:14:05;20250509 09:14:05;32,3;426;0,1565;1,0044;0,9952;1,0038;1;410;0,3441;1,2673;1,0055;1,0146;1
20250509 06:29:06;20250509 09:29:06;34,0;426;0,1647;1,0085;0,995;1,0035;1;409;0,355;1,27;1,0052;1,0144;1
20250509 06:44:06;20250509 09:44:06;35,6;427;0,1727;1,0128;0,9942;1,0027;1;408;0,3644;1,2726;1,0046;1,0137;1
