DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250508 02:17:11;20250508 05:17:11;3.4;542;1;480;1
20250508 02:32:07;20250508 05:32:07;5.0;506;1;464;1
20250508 02:46:25;20250508 05:46:25;6.7;471;1;443;1
20250508 03:01:56;20250508 06:01:56;8.5;464;1;447;1
20250508 03:16:18;20250508 06:16:18;10.2;465;1;436;1
20250508 03:32:28;20250508 06:32:28;12.1;454;1;442;1
20250508 03:46:19;20250508 06:46:19;13.8;446;1;434;1
20250508 04:01:20;20250508 07:01:20;15.7;439;1;429;1
20250508 04:16:20;20250508 07:16:20;17.6;446;1;437;1
20250508 04:31:21;20250508 07:31:21;19.5;445;1;438;1
20250508 04:46:18;20250508 07:46:18;21.3;436;1;432;1
20250508 05:02:28;20250508 08:02:28;23.3;458;1;452;1
20250508 05:16:18;20250508 08:16:18;25.1;432;1;428;1
20250508 05:31:19;20250508 08:31:19;26.9;444;1;437;1
20250508 05:46:20;20250508 08:46:20;28.7;432;1;427;1
20250508 06:01:21;20250508 09:01:21;30.5;445;1;434;1
20250508 06:16:21;20250508 09:16:21;32.3;449;1;435;1
20250508 06:31:52;20250508 09:31:52;34.0;440;1;429;1
20250508 06:46:21;20250508 09:46:21;35.6;436;1;425;1
20250508 07:00:52;20250508 10:00:52;37.1;436;1;424;1
20250508 07:16:23;20250508 10:16:23;38.7;433;1;416;1
20250508 07:31:24;20250508 10:31:24;40.1;438;1;423;1
20250508 07:45:54;20250508 10:45:54;41.4;437;1;420;1
20250508 08:00:55;20250508 11:00:55;42.6;436;1;422;1
20250508 08:16:26;20250508 11:16:26;43.7;429;1;412;1
20250508 08:30:56;20250508 11:30:56;44.7;435;1;419;1
20250508 08:45:56;20250508 11:45:56;45.5;424;1;413;1
20250508 09:01:28;20250508 12:01:28;46.2;424;1;411;1
20250508 09:16:58;20250508 12:16:58;46.7;429;1;418;1
20250508 09:30:58;20250508 12:30:58;47.0;434;1;413;1
20250508 09:45:58;20250508 12:45:58;47.2;432;1;420;1
20250508 10:00:59;20250508 13:00:59;47.2;430;1;416;1
20250508 10:15:58;20250508 13:15:58;47.0;431;1;416;1
20250508 10:31:00;20250508 13:31:00;46.7;414;1;408;1
20250508 10:46:00;20250508 13:46:00;46.2;430;1;415;1
20250508 11:01:01;20250508 14:01:01;45.5;425;1;409;1
20250508 11:16:02;20250508 14:16:02;44.7;424;1;409;1
20250508 11:31:33;20250508 14:31:33;43.7;442;1;425;1
20250508 11:46:34;20250508 14:46:34;42.6;439;1;423;1
20250508 12:02:37;20250508 15:02:37;41.3;443;1;426;1
20250508 12:16:05;20250508 15:16:05;40.1;432;1;418;1
20250508 12:31:36;20250508 15:31:36;38.7;440;1;426;1
20250508 12:46:06;20250508 15:46:06;37.2;427;1;423;1
20250508 13:02:39;20250508 16:02:39;35.5;438;1;428;1
20250508 13:16:37;20250508 16:16:37;33.9;431;1;421;1
20250508 13:31:07;20250508 16:31:07;32.3;434;1;420;1
20250508 13:46:38;20250508 16:46:38;30.5;434;1;426;1
20250508 14:01:38;20250508 17:01:38;28.7;426;1;424;1
20250508 14:16:39;20250508 17:16:39;26.9;421;1;420;1
20250508 14:31:40;20250508 17:31:40;25.0;427;1;426;1
20250508 14:46:41;20250508 17:46:41;23.2;430;1;428;1
20250508 15:01:42;20250508 18:01:42;21.3;429;1;425;1
20250508 15:16:42;20250508 18:16:42;19.4;426;1;423;1
20250508 15:31:47;20250508 18:31:47;17.5;431;1;424;1
20250508 15:46:48;20250508 18:46:48;15.7;437;1;427;1
20250508 16:02:54;20250508 19:02:54;13.7;443;1;431;1
20250508 16:17:27;20250508 19:17:27;11.9;448;1;432;1
20250508 16:32:28;20250508 19:32:28;10.1;457;1;437;1
20250508 16:46:49;20250508 19:46:49;8.4;455;1;429;1
20250508 17:03:08;20250508 20:03:08;6.5;462;1;436;1
20250508 17:17:39;20250508 20:17:39;4.9;498;1;449;1
20250508 17:32:34;20250508 20:32:34;3.2;529;1;467;1
