DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250511 02:10:25;20250511 05:10:25;3,3;532;0,0208;0,6717;1,1374;1,1372;1;471;0,0654;1,0163;1,0741;1,0817;1
20250511 02:24:41;20250511 05:24:41;4,9;518;0,02;0,6975;1,1306;1,1315;1;447;0,0756;1,0236;1,0799;1,087;1
20250511 02:40:14;20250511 05:40:14;6,7;468;0,0229;0,7213;1,1284;1,1296;1;442;0,0871;1,0336;1,0857;1,0923;1
20250511 02:55:10;20250511 05:55:10;8,4;450;0,0266;0,7367;1,1395;1,139;1;437;0,101;1,0347;1,1036;1,1082;1
20250511 03:09:38;20250511 06:09:38;10,1;445;0,0316;0,7622;1,1293;1,1304;1;426;0,1203;1,0522;1,1017;1,1065;1
20250511 03:24:39;20250511 06:24:39;11,9;440;0,038;0,7824;1,128;1,1293;1;425;0,138;1,0669;1,103;1,1077;1
20250511 03:39:39;20250511 06:39:39;13,7;433;0,0463;0,807;1,1167;1,1196;1;423;0,1576;1,0845;1,0998;1,1049;1
20250511 03:54:36;20250511 06:54:36;15,6;428;0,0523;0,7889;1,175;1,1679;1;422;0,1677;1,049;1,1606;1,1563;1
20250511 04:09:36;20250511 07:09:36;17,4;425;0,0623;0,815;1,1528;1,15;1;426;0,1868;1,0765;1,1397;1,1391;1
20250511 04:25:07;20250511 07:25:07;19,4;429;0,0729;0,8475;1,1207;1,123;1;430;0,2075;1,1124;1,1094;1,1133;1
20250511 04:39:37;20250511 07:39:37;21,2;430;0,0838;0,879;1,0905;1,0966;1;430;0,229;1,1453;1,0832;1,09;1
20250511 04:54:38;20250511 07:54:38;23,1;426;0,09;0,8483;1,1527;1,1499;1;425;0,2335;1,0966;1,1491;1,1469;1
20250511 05:09:38;20250511 08:09:38;24,9;436;0,1018;0,8969;1,0915;1,0975;1;431;0,2571;1,1542;1,0907;1,0968;1
20250511 05:24:39;20250511 08:24:39;26,8;426;0,1063;0,8465;1,1797;1,1717;1;423;0,2542;1,0853;1,1813;1,1729;1
20250511 05:40:10;20250511 08:40:10;28,7;432;0,1169;0,8725;1,1458;1,1442;1;425;0,2719;1,1129;1,1514;1,1488;1
20250511 05:54:40;20250511 08:54:40;30,4;427;0,1235;0,856;1,1806;1,1723;1;420;0,2758;1,0864;1,191;1,1805;1
20250511 06:09:40;20250511 09:09:40;32,2;436;0,1336;0,8917;1,1295;1,1306;1;427;0,2942;1,1301;1,1379;1,1377;1
