DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250510 08:57:00;20250510 11:57:00;46,5;435;0,2091;1,0087;1,0124;1,0218;1;414;0,4002;1,2558;1,0225;1,0321;1
20250510 09:12:01;20250510 12:12:01;47,1;418;0,193;0,896;1,154;1,1509;1;387;0,3578;1,096;1,1937;1,1827;1
20250510 09:27:01;20250510 12:27:01;47,5;439;0,2118;1,0186;1,0036;1,0127;1;420;0,4044;1,2706;1,0109;1,0202;1
20250510 09:42:02;20250510 12:42:02;47,7;437;0,212;1,0108;1,0114;1,0207;1;418;0,4024;1,2583;1,0207;1,0302;1
20250510 09:56:33;20250510 12:56:33;47,7;420;0,1875;0,8735;1,1918;1,1812;1;407;0,3453;1,0858;1,2082;1,1939;1
20250510 10:12:05;20250510 13:12:05;47,6;411;0,1839;0,8475;1,2392;1,2173;1;404;0,3351;1,0579;1,2502;1,2254;1
20250510 10:27:35;20250510 13:27:35;47,3;427;0,1872;0,8882;1,1666;1,1612;1;412;0,3487;1,1026;1,1847;1,1756;1
20250510 10:42:36;20250510 13:42:36;46,8;408;0,1797;0,8355;1,262;1,234;1;397;0,3281;1,0382;1,2822;1,2485;1
20250510 10:56:35;20250510 13:56:35;46,2;417;0,1843;0,8716;1,193;1,1821;1;403;0,3421;1,0828;1,2121;1,1969;1
20250510 11:12:07;20250510 14:12:07;45,4;439;0,2044;1,0109;1,0091;1,0184;1;417;0,3961;1,2598;1,0191;1,0286;1
20250510 11:26:36;20250510 14:26:36;44,5;426;0,1882;0,9213;1,113;1,1164;1;411;0,3577;1,1467;1,1287;1,1298;1
20250510 11:41:36;20250510 14:41:36;43,5;412;0,1724;0,8473;1,2328;1,2125;1;406;0,324;1,0612;1,2435;1,2204;1
20250510 11:57:07;20250510 14:57:07;42,2;425;0,1694;0,8701;1,189;1,179;1;413;0,327;1,0873;1,2041;1,1907;1
20250510 12:11:37;20250510 15:11:37;41,0;416;0,1655;0,8562;1,2112;1,1962;1;407;0,3197;1,0708;1,2275;1,2086;1
20250510 12:26:37;20250510 15:26:37;39,6;411;0,1595;0,841;1,2368;1,2155;1;403;0,3105;1,0543;1,2519;1,2266;1
20250510 12:41:38;20250510 15:41:38;38,1;413;0,1548;0,8458;1,2239;1,2058;1;406;0,3071;1,0626;1,2376;1,2161;1
20250510 12:57:09;20250510 15:57:09;36,5;422;0,1503;0,8645;1,1858;1,1765;1;416;0,306;1,0895;1,1966;1,185;1
20250510 13:12:09;20250510 16:12:09;34,9;416;0,1394;0,8324;1,2404;1,2182;1;411;0,2873;1,0496;1,2542;1,2283;1
20250510 13:26:39;20250510 16:26:39;33,2;424;0,1462;0,9116;1,104;1,1086;1;414;0,3134;1,1505;1,1158;1,1189;1
20250510 13:41:39;20250510 16:41:39;31,5;408;0,1245;0,8073;1,2795;1,2466;1;409;0,2673;1,0301;1,2801;1,247;1
20250510 13:57:10;20250510 16:57:10;29,7;419;0,1198;0,8395;1,2067;1,1928;1;418;0,2677;1,0696;1,213;1,1976;1
20250510 14:12:10;20250510 17:12:10;27,9;421;0,1183;0,8808;1,1293;1,1304;1;418;0,2742;1,123;1,1365;1,1365;1
20250510 14:27:11;20250510 17:27:11;26,0;424;0,1186;0,9529;1,0282;1,0378;1;418;0,2885;1,2191;1,0325;1,042;1
20250510 14:41:41;20250510 17:41:41;24,2;421;0,0935;0,8232;1,2055;1,1918;1;416;0,2359;1,0603;1,2045;1,191;1
20250510 14:57:12;20250510 17:57:12;22,3;418;0,0825;0,7972;1,2405;1,2182;1;421;0,2146;1,0365;1,2293;1,2099;1
20250510 15:12:12;20250510 18:12:12;20,4;423;0,0767;0,8249;1,1683;1,1626;1;424;0,2107;1,077;1,1594;1,1554;1
20250510 15:27:13;20250510 18:27:13;18,5;420;0,0673;0,804;1,1858;1,1765;1;422;0,1932;1,0573;1,1733;1,1665;1
20250510 15:42:14;20250510 18:42:14;16,7;420;0,0621;0,8313;1,1172;1,1201;1;417;0,188;1,0927;1,1142;1,1174;1
20250510 15:57:15;20250510 18:57:15;14,8;415;0,059;0,8752;1,0353;1,0448;1;413;0,1864;1,1659;1,0258;1,0354;1
20250510 16:12:15;20250510 19:12:15;13,0;418;0,0496;0,8549;1,0381;1,0476;1;411;0,1667;1,1499;1,0268;1,0364;1
20250510 16:27:15;20250510 19:27:15;11,2;423;0,0401;0,8126;1,0686;1,0766;1;412;0,1427;1,1083;1,0511;1,0601;1
20250510 16:42:19;20250510 19:42:19;9,4;423;0,0345;0,8018;1,054;1,0629;1;410;0,127;1,1087;1,0339;1,0435;1
20250510 16:57:20;20250510 19:57:20;7,6;448;0,0253;0,7258;1,1422;1,1412;1;428;0,0973;1,0272;1,104;1,1085;1
20250510 17:12:53;20250510 20:12:53;5,8;456;0,0243;0,7292;1,0957;1,1012;1;432;0,0862;1,0527;1,0562;1,065;1
20250510 17:28:00;20250510 20:28:00;4,2;465;0,0252;0,7127;1,0843;1,091;1;424;0,0787;1,0549;1,0393;1,0487;1
