DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250506 02:21:36;20250506 05:21:36;3,3;502;0,0229;0,6821;1,1169;1,1197;1;460;0,0688;1,0251;1,0641;1,0724;1
20250506 02:36:31;20250506 05:36:31;5,0;493;0,0216;0,7033;1,1225;1,1246;1;455;0,0751;1,0313;1,0721;1,0799;1
20250506 02:52:10;20250506 05:52:10;6,8;462;0,0242;0,7391;1,1008;1,1057;1;442;0,0898;1,05;1,0689;1,0769;1
20250506 03:06:38;20250506 06:06:38;8,5;454;0,0278;0,7706;1,0848;1,0914;1;440;0,1058;1,0778;1,0566;1,0654;1
20250506 03:20:56;20250506 06:20:56;10,2;457;0,0305;0,7634;1,1306;1,1314;1;432;0,119;1,0503;1,1057;1,11;1
20250506 03:35:53;20250506 06:35:53;12,1;443;0,0385;0,7917;1,1155;1,1186;1;429;0,1389;1,0741;1,0965;1,1019;1
20250506 03:50:57;20250506 06:50:57;13,9;443;0,0438;0,7872;1,1534;1,1505;1;426;0,1531;1,0544;1,1384;1,138;1
20250506 04:05:53;20250506 07:05:53;15,8;438;0,0525;0,8058;1,1479;1,1459;1;430;0,1696;1,07;1,1351;1,1352;1
20250506 04:20:54;20250506 07:20:54;17,7;435;0,0617;0,8238;1,1408;1,14;1;431;0,1873;1,0841;1,1319;1,1326;1
20250506 04:35:54;20250506 07:35:54;19,5;427;0,0674;0,7876;1,2296;1,2101;1;426;0,1921;1,0303;1,2201;1,203;1
20250506 04:52:10;20250506 07:52:10;21,6;431;0,0795;0,8274;1,1748;1,1678;1;426;0,215;1,066;1,1815;1,1731;1
20250506 05:05:56;20250506 08:05:56;23,3;432;0,0918;0,868;1,1231;1,1251;1;428;0,2384;1,1168;1,1255;1,1271;1
20250506 05:20:56;20250506 08:20:56;25,2;437;0,1056;0,9219;1,0603;1,0688;1;430;0,2659;1,1796;1,0658;1,074;1
20250506 05:35:56;20250506 08:35:56;27,0;426;0,1007;0,8057;1,2593;1,232;1;422;0,2391;1,0291;1,2671;1,2377;1
20250506 05:52:29;20250506 08:52:29;29,0;441;0,115;0,8751;1,143;1,1419;1;430;0,2704;1,1127;1,1525;1,1497;1
20250506 06:05:27;20250506 09:05:27;30,5;436;0,119;0,8494;1,1925;1,1818;1;421;0,2731;1,0787;1,202;1,1891;1
20250506 06:20:28;20250506 09:20:28;32,3;431;0,1302;0,8617;1,1777;1,1701;1;421;0,2852;1,0896;1,1904;1,1801;1
20250506 06:35:28;20250506 09:35:28;33,9;434;0,1452;0,9134;1,1033;1,108;1;419;0,313;1,1483;1,1193;1,1218;1
20250506 06:51:30;20250506 09:51:30;35,7;434;0,142;0,8605;1,1906;1,1802;1;424;0,2969;1,0856;1,2011;1,1885;1
20250506 07:06:00;20250506 10:06:00;37,2;435;0,1457;0,857;1,2008;1,1882;1;415;0,3017;1,0693;1,2266;1,2079;1
20250506 07:21:31;20250506 10:21:31;38,7;431;0,152;0,8558;1,2068;1,1928;1;420;0,3066;1,0744;1,2204;1,2032;1
20250506 07:35:30;20250506 10:35:30;40,0;429;0,1557;0,8483;1,2236;1,2056;1;416;0,309;1,0626;1,2392;1,2173;1
20250506 07:51:01;20250506 10:51:01;41,3;445;0,1581;0,8713;1,1851;1,1759;1;429;0,317;1,0905;1,199;1,1868;1
20250506 08:05:32;20250506 11:05:32;42,4;433;0,1632;0,8565;1,2135;1,1979;1;417;0,3193;1,0712;1,2277;1,2087;1
20250506 08:20:32;20250506 11:20:32;43,5;434;0,1698;0,873;1,1861;1,1768;1;421;0,3281;1,0905;1,2001;1,1877;1
20250506 08:36:03;20250506 11:36:03;44,4;439;0,1686;0,8649;1,2019;1,189;1;426;0,3246;1,0806;1,2148;1,1989;1
20250506 08:51:34;20250506 11:51:34;45,2;448;0,1739;0,8949;1,1531;1,1502;1;428;0,3392;1,1142;1,1688;1,1629;1
20250506 09:06:04;20250506 12:06:04;45,8;445;0,1738;0,8829;1,1733;1,1666;1;431;0,3351;1,1029;1,1839;1,175;1
20250506 09:21:05;20250506 12:21:05;46,2;452;0,1753;0,8963;1,1523;1,1496;1;437;0,339;1,1184;1,1636;1,1588;1
20250506 09:36:05;20250506 12:36:05;46,5;433;0,1769;0,8654;1,2045;1,191;1;421;0,3325;1,0791;1,2175;1,201;1
20250506 09:51:06;20250506 12:51:06;46,6;441;0,1778;0,8825;1,1752;1,1681;1;423;0,3389;1,0967;1,1926;1,1818;1
