DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250503 11:28:16;20250503 14:28:16;42,6;446;0,1947;1,0322;0,9864;0,9942;1;424;0,3915;1,2931;0,9929;1,0013;1
20250503 11:43:16;20250503 14:43:16;41,5;444;0,1925;1,0312;0,9861;0,9939;1;422;0,3888;1,2935;0,9923;1,0006;1
20250503 11:58:16;20250503 14:58:16;40,4;438;0,1875;1,0161;0,9983;1,0071;1;418;0,3796;1,2696;1,0097;1,019;1
20250503 12:13:17;20250503 15:13:17;39,1;435;0,1848;1,0216;0,9916;0,9999;1;417;0,378;1,2822;0,9996;1,0084;1
20250503 12:28:17;20250503 15:28:17;37,7;437;0,1792;1,0225;0,9887;0,9968;1;417;0,3729;1,2854;0,9965;1,0051;1
20250503 12:43:17;20250503 15:43:17;36,3;434;0,1729;1,0177;0,9907;0,999;1;417;0,3648;1,2821;0,998;1,0067;1
20250503 12:58:18;20250503 15:58:18;34,7;433;0,166;1,0151;0,9904;0,9986;1;416;0,3569;1,2786;0,9994;1,0082;1
20250503 13:13:18;20250503 16:13:18;33,1;433;0,1579;1,0083;0,9934;1,0019;1;417;0,3464;1,2748;1,0007;1,0096;1
20250503 13:28:19;20250503 16:28:19;31,4;433;0,1491;1,0023;0,9953;1,0039;1;419;0,3347;1,2702;1,0022;1,0112;1
20250503 13:43:20;20250503 16:43:20;29,7;432;0,1394;0,993;0,9997;1,0085;1;419;0,3217;1,2602;1,0073;1,0165;1
20250503 13:58:20;20250503 16:58:20;27,9;429;0,1308;0,9864;1,0006;1,0096;1;420;0,3095;1,2577;1,0058;1,0149;1
20250503 14:13:21;20250503 17:13:21;26,1;426;0,1218;0,98;1,0006;1,0095;1;418;0,297;1,2538;1,0043;1,0134;1
20250503 14:28:22;20250503 17:28:22;24,3;424;0,1117;0,9713;1,0015;1,0104;1;417;0,2829;1,2457;1,0049;1,0141;1
20250503 14:43:22;20250503 17:43:22;22,4;424;0,0997;0,9517;1,0119;1,0213;1;419;0,2633;1,2281;1,0123;1,0217;1
20250503 14:58:23;20250503 17:58:23;20,6;424;0,0881;0,929;1,0238;1,0334;1;421;0,2425;1,2061;1,0229;1,0325;1
20250503 15:13:23;20250503 18:13:23;18,7;422;0,0787;0,9226;1,017;1,0265;1;419;0,2271;1,2058;1,0143;1,0237;1
20250503 15:28:24;20250503 18:28:24;16,8;420;0,0685;0,9019;1,0241;1,0337;1;417;0,2074;1,186;1,0209;1,0305;1
20250503 15:43:25;20250503 18:43:25;14,9;420;0,059;0,8861;1,0237;1,0333;1;415;0,1887;1,1769;1,0171;1,0266;1
20250503 15:58:26;20250503 18:58:26;13,1;430;0,0452;0,8138;1,0967;1,1021;1;419;0,1554;1,0926;1,085;1,0917;1
20250503 16:13:26;20250503 19:13:26;11,2;435;0,0364;0,7732;1,1322;1,1329;1;424;0,131;1,0544;1,1114;1,115;1
20250503 16:28:31;20250503 19:28:31;9,4;439;0,0313;0,7697;1,1033;1,108;1;423;0,1168;1,0627;1,0821;1,089;1
20250503 16:43:30;20250503 19:43:30;7,6;456;0,0258;0,7599;1,0834;1,0902;1;429;0,1016;1,0731;1,0522;1,0612;1
20250503 16:59:04;20250503 19:59:04;5,8;469;0,0223;0,7005;1,1473;1,1454;1;449;0,0784;1,0145;1,0996;1,1047;1
20250503 17:14:11;20250503 20:14:11;4,1;520;0,0204;0,6639;1,1759;1,1687;1;463;0,0668;0,9877;1,1162;1,1192;1
