DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250503 02:28:18;20250503 05:28:18;3,3;514;0,0217;0,6683;1,1428;1,1417;1;464;0,0665;1,0095;1,0817;1,0887;1
20250503 02:43:10;20250503 05:43:10;5,0;493;0,0218;0,7093;1,1109;1,1146;1;442;0,0781;1,038;1,0643;1,0726;1
20250503 02:58:35;20250503 05:58:35;6,8;435;0,0274;0,7591;1,068;1,076;1;424;0,0976;1,078;1,0392;1,0486;1
20250503 03:13:35;20250503 06:13:35;8,6;446;0,0265;0,7167;1,1834;1,1746;1;436;0,0992;1,0035;1,1465;1,1448;1
20250503 03:28:03;20250503 06:28:03;10,3;421;0,0385;0,8249;1,0389;1,0483;1;408;0,1393;1,129;1,0239;1,0335;1
20250503 03:42:59;20250503 06:42:59;12,2;427;0,0422;0,803;1,0991;1,1043;1;418;0,1456;1,0821;1,0883;1,0946;1
20250503 03:57:29;20250503 06:57:29;14,0;473;0,0363;0,7547;1,217;1,2006;1;428;0,1446;1,01;1,2011;1,1884;1
20250503 04:12:29;20250503 07:12:29;15,8;462;0,0423;0,7403;1,2815;1,248;1;429;0,1537;0,9867;1,2585;1,2315;1
20250503 04:28:01;20250503 07:28:01;17,8;425;0,0731;0,9174;1,0153;1,0248;1;421;0,2172;1,2045;1,0107;1,02;1
20250503 04:42:31;20250503 07:42:31;19,6;444;0,0618;0,7725;1,2625;1,2344;1;427;0,1875;1,0108;1,2517;1,2265;1
20250503 04:58:33;20250503 07:58:33;21,6;435;0,0887;0,9195;1,0418;1,0511;1;429;0,2424;1,1889;1,0426;1,052;1
20250503 05:12:32;20250503 08:12:32;23,3;437;0,0811;0,7956;1,2534;1,2278;1;426;0,2154;1,0258;1,2529;1,2274;1
20250503 05:27:32;20250503 08:27:32;25,2;439;0,0975;0,8632;1,1427;1,1416;1;428;0,2481;1,1043;1,1496;1,1473;1
20250503 05:43:03;20250503 08:43:03;27,1;438;0,1217;0,9799;1,0042;1,0132;1;427;0,2974;1,2502;1,0097;1,019;1
20250503 05:58:04;20250503 08:58:04;28,9;456;0,1123;0,8964;1,1106;1,1144;1;450;0,2687;1,1506;1,1075;1,1116;1
20250503 06:12:33;20250503 09:12:33;30,6;450;0,1291;0,9436;1,055;1,0639;1;434;0,3016;1,1989;1,0614;1,0699;1
20250503 06:27:34;20250503 09:27:34;32,3;448;0,1255;0,8722;1,1602;1,156;1;437;0,2821;1,1082;1,1654;1,1603;1
20250503 06:42:34;20250503 09:42:34;33,9;451;0,1258;0,8453;1,2126;1,1973;1;439;0,277;1,072;1,2183;1,2016;1
20250503 06:57:36;20250503 09:57:36;35,5;449;0,1291;0,8306;1,2461;1,2224;1;435;0,278;1,0492;1,2559;1,2295;1
20250503 07:13:07;20250503 10:13:07;37,1;467;0,1571;0,9968;1,0121;1,0214;1;445;0,3437;1,2538;1,0205;1,0301;1
20250503 07:28:08;20250503 10:28:08;38,5;468;0,1439;0,8935;1,1434;1,1422;1;454;0,3066;1,126;1,1503;1,1479;1
20250503 07:42:37;20250503 10:42:37;39,8;451;0,1429;0,8351;1,2488;1,2244;1;439;0,293;1,0532;1,2537;1,228;1
20250503 07:58:08;20250503 10:58:08;41,0;469;0,1737;1,0107;1,0043;1,0134;1;450;0,363;1,27;1,0097;1,019;1
20250503 08:13:39;20250503 11:13:39;42,2;440;0,1491;0,814;1,2987;1,2601;1;426;0,2934;1,0181;1,3152;1,2716;1
20250503 08:27:39;20250503 11:27:39;43,1;445;0,1576;0,8463;1,234;1,2134;1;425;0,31;1,0517;1,2584;1,2314;1
20250503 08:43:10;20250503 11:43:10;43,9;469;0,1872;1,0304;0,9894;0,9976;1;448;0,3823;1,2925;0,9937;1,0022;1
20250503 08:57:40;20250503 11:57:40;44,6;464;0,183;0,9797;1,0406;1,05;1;445;0,3661;1,2239;1,0495;1,0586;1
20250503 09:12:41;20250503 12:12:41;45,2;463;0,163;0,8773;1,1817;1,1732;1;451;0,3228;1,1015;1,1857;1,1764;1
20250503 09:28:12;20250503 12:28:12;45,5;474;0,1784;0,9668;1,0562;1,065;1;215;0,3579;0,9458;1,4675;1,37;1
20250503 09:43:13;20250503 12:43:13;45,8;465;0,1959;1,0326;0,9893;0,9974;1;442;0,3917;1,2891;0,9966;1,0052;1
20250503 09:57:42;20250503 12:57:42;45,8;469;0,164;0,8849;1,1699;1,1639;1;461;0,3242;1,1102;1,1742;1,1673;1
20250503 10:13:14;20250503 13:13:14;45,7;469;0,1949;1,0418;0,9811;0,9885;1;446;0,3925;1,302;0,9873;0,9953;1
20250503 10:28:14;20250503 13:28:14;45,4;466;0,1946;1,0358;0,986;0,9939;1;441;0,3912;1,2934;0,9934;1,0018;1
20250503 10:43:45;20250503 13:43:45;44,9;464;0,1942;1,0374;0,9841;0,9918;1;439;0,3917;1,2965;0,9911;0,9994;1
20250503 10:58:15;20250503 13:58:15;44,3;456;0,1955;1,0331;0,9873;0,9953;1;433;0,3923;1,2921;0,9941;1,0026;1
20250503 11:13:15;20250503 14:13:15;43,5;454;0,1948;1,0387;0,9816;0,9891;1;431;0,3922;1,2993;0,9887;0,9969;1
