DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250502 02:31:13;20250502 05:31:13;3,4;440;0,0283;0,7266;1,0421;1,0515;1;402;0,0814;1,0702;1,0178;1,0274;1
20250502 02:46:09;20250502 05:46:09;5,1;404;0,0295;0,7571;1,0362;1,0457;1;391;0,0944;1,0811;1,0209;1,0305;1
20250502 03:00:31;20250502 06:00:31;6,8;403;0,0312;0,7848;1,0305;1,04;1;381;0,1117;1,0953;1,0221;1,0317;1
20250502 03:15:31;20250502 06:15:31;8,5;386;0,0372;0,8142;1,0237;1,0333;1;377;0,1321;1,1129;1,0223;1,0319;1
20250502 03:30:31;20250502 06:30:31;10,4;388;0,0439;0,8413;1,0189;1,0284;1;378;0,1529;1,1337;1,0199;1,0295;1
20250502 03:45:32;20250502 06:45:32;12,2;386;0,053;0,8672;1,0137;1,0232;1;378;0,1753;1,1523;1,0188;1,0283;1
20250502 04:00:28;20250502 07:00:28;14,1;385;0,0639;0,8891;1,011;1,0203;1;378;0,1982;1,1708;1,0164;1,0259;1
20250502 04:15:29;20250502 07:15:29;15,9;385;0,0755;0,9115;1,0055;1,0146;1;378;0,2212;1,1885;1,0136;1,0231;1
20250502 04:30:29;20250502 07:30:29;17,8;384;0,0879;0,931;1,0013;1,0102;1;378;0,2427;1,2058;1,0098;1,0191;1
20250502 04:45:30;20250502 07:45:30;19,7;384;0,0997;0,9447;1,0011;1,0101;1;378;0,2625;1,216;1,0107;1,02;1
20250502 05:00:31;20250502 08:00:31;21,6;388;0,1102;0,96;0,9978;1,0066;1;379;0,2806;1,2279;1,0092;1,0185;1
20250502 05:15:32;20250502 08:15:32;23,4;388;0,1216;0,9734;0,9954;1,004;1;379;0,2978;1,2386;1,0076;1,0168;1
20250502 05:30:32;20250502 08:30:32;25,3;388;0,1331;0,9838;0,9936;1,0021;1;378;0,3143;1,2466;1,0074;1,0167;1
20250502 05:45:33;20250502 08:45:33;27,1;387;0,1447;0,9943;0,9905;0,9987;1;378;0,3294;1,2567;1,0047;1,0138;1
20250502 06:00:34;20250502 09:00:34;28,9;388;0,1547;1,0006;0,9902;0,9984;1;377;0,3428;1,261;1,0052;1,0144;1
20250502 06:15:34;20250502 09:15:34;30,6;389;0,1644;1,0065;0,9895;0,9976;1;377;0,355;1,2656;1,0046;1,0137;1
20250502 06:30:35;20250502 09:30:35;32,3;389;0,1726;1,0066;0,9934;1,0018;1;378;0,3632;1,2634;1,0085;1,0178;1
20250502 06:45:35;20250502 09:45:35;34,0;388;0,1818;1,0121;0,9917;1,0;1;376;0,3743;1,2672;1,0073;1,0165;1
20250502 07:00:37;20250502 10:00:37;35,5;379;0,1898;1,0141;0,9928;1,0012;1;375;0,3832;1,2693;1,0071;1,0164;1
20250502 07:15:37;20250502 10:15:37;37,0;387;0,1958;1,0081;1,0009;1,0098;1;375;0,3879;1,2599;1,0156;1,025;1
20250502 07:30:38;20250502 10:30:38;38,4;377;0,2035;1,012;0,9995;1,0083;1;373;0,3959;1,2624;1,0144;1,0238;1
20250502 07:45:39;20250502 10:45:39;39,7;386;0,21;1,0163;0,9973;1,006;1;374;0,4034;1,2696;1,0094;1,0187;1
20250502 08:00:40;20250502 11:00:40;40,9;378;0,2141;1,0114;1,0035;1,0125;1;372;0,4059;1,2581;1,019;1,0286;1
20250502 08:15:41;20250502 11:15:41;42,0;385;0,2185;1,0121;1,0043;1,0134;1;371;0,4101;1,2579;1,0196;1,0291;1
20250502 08:30:42;20250502 11:30:42;43,0;386;0,2233;1,018;0,9997;1,0086;1;374;0,415;1,2666;1,013;1,0224;1
20250502 08:45:42;20250502 11:45:42;43,8;389;0,2233;1,0108;1,0075;1,0167;1;375;0,4135;1,2554;1,0222;1,0317;1
20250502 09:00:43;20250502 12:00:43;44,4;389;0,2279;1,0229;0,9968;1,0054;1;376;0,4206;1,2718;1,0094;1,0187;1
20250502 09:15:43;20250502 12:15:43;44,9;383;0,2279;1,0186;1,0013;1,0102;1;378;0,4205;1,2677;1,0127;1,0221;1
20250502 09:30:43;20250502 12:30:43;45,3;370;0,2049;0,886;1,1675;1,1619;1;356;0,3651;1,0891;1,2028;1,1897;1
20250502 09:45:44;20250502 12:45:44;45,5;374;0,1962;0,8573;1,2174;1,201;1;373;0,3481;1,0664;1,2363;1,2151;1
20250502 10:00:14;20250502 13:00:14;45,5;383;0,2062;0,906;1,1364;1,1364;1;378;0,3706;1,1269;1,1528;1,1499;1
20250502 10:15:44;20250502 13:15:44;45,3;400;0,2199;0,9955;1,0245;1,0341;1;388;0,4068;1,2391;1,0362;1,0457;1
20250502 10:30:45;20250502 13:30:45;45,0;400;0,2237;1,0194;1,0006;1,0095;1;387;0,4161;1,27;1,0109;1,0202;1
20250502 10:45:14;20250502 13:45:14;44,5;378;0,1951;0,8774;1,1805;1,1723;1;383;0,3529;1,095;1,1943;1,1831;1
20250502 11:00:46;20250502 14:00:46;43,9;396;0,2217;1,0188;1,0;1,0089;1;386;0,4132;1,271;1,0098;1,0191;1
20250502 11:15:46;20250502 14:15:46;43,1;394;0,2179;1,0103;1,0072;1,0164;1;383;0,4084;1,2607;1,0177;1,0272;1
20250502 11:30:46;20250502 14:30:46;42,2;371;0,1857;0,8526;1,2203;1,2031;1;376;0,337;1,0666;1,2346;1,2138;1
20250502 11:45:47;20250502 14:45:47;41,1;391;0,2096;0,999;1,0159;1,0254;1;384;0,3969;1,2496;1,026;1,0356;1
20250502 12:00:17;20250502 15:00:17;40,0;370;0,1819;0,8678;1,1884;1,1785;1;373;0,3379;1,0827;1,2093;1,1947;1
20250502 12:15:17;20250502 15:15:17;38,7;371;0,1726;0,8472;1,2226;1,2048;1;375;0,3244;1,0625;1,2384;1,2167;1
20250502 12:30:48;20250502 15:30:48;37,2;382;0,1678;0,8649;1,187;1,1774;1;384;0,3242;1,0859;1,2023;1,1894;1
20250502 12:45:18;20250502 15:45:18;35,8;379;0,1716;0,8998;1,1277;1,129;1;375;0,3375;1,1261;1,1478;1,1458;1
20250502 13:00:49;20250502 16:00:49;34,2;386;0,1593;0,8845;1,1466;1,1448;1;386;0,3206;1,1133;1,1619;1,1574;1
20250502 13:15:49;20250502 16:15:49;32,6;369;0,1485;0,8425;1,2132;1,1977;1;378;0,2991;1,0625;1,2303;1,2107;1
20250502 13:30:50;20250502 16:30:50;30,9;370;0,1478;0,8752;1,1505;1,1481;1;380;0,3059;1,1062;1,1653;1,1602;1
20250502 13:45:51;20250502 16:45:51;29,2;380;0,1532;0,9604;1,0315;1,0411;1;380;0,3306;1,2173;1,0419;1,0513;1
20250502 14:01:23;20250502 17:01:23;27,3;380;0,1439;0,96;1,0256;1,0351;1;378;0,3205;1,2175;1,0375;1,047;1
20250502 14:15:52;20250502 17:15:52;25,6;379;0,1261;0,8988;1,0924;1,0983;1;381;0,2872;1,1431;1,1054;1,1098;1
20250502 14:30:53;20250502 17:30:53;23,7;380;0,1254;0,9632;1,007;1,0162;1;379;0,2985;1,2322;1,0138;1,0233;1
20250502 14:45:53;20250502 17:45:53;21,9;382;0,1078;0,9063;1,0596;1,0682;1;382;0,2662;1,1628;1,0688;1,0768;1
20250502 15:00:54;20250502 18:00:54;20,0;381;0,1005;0,9258;1,0234;1,033;1;382;0,259;1,1968;1,0284;1,0379;1
20250502 15:15:55;20250502 18:15:55;18,1;382;0,0874;0,9029;1,0348;1,0443;1;382;0,2369;1,1745;1,0386;1,048;1
20250502 15:30:55;20250502 18:30:55;16,3;384;0,0758;0,8906;1,0321;1,0416;1;382;0,2184;1,1701;1,0315;1,0411;1
20250502 15:45:55;20250502 18:45:55;14,4;384;0,0651;0,8791;1,026;1,0356;1;384;0,1976;1,1627;1,0258;1,0354;1
20250502 16:01:00;20250502 19:01:00;12,5;385;0,0541;0,8569;1,03;1,0396;1;383;0,1759;1,1463;1,0266;1,0362;1
20250502 16:16:00;20250502 19:16:00;10,7;385;0,0453;0,8387;1,0268;1,0364;1;382;0,1552;1,1373;1,0194;1,029;1
20250502 16:31:34;20250502 19:31:34;8,8;385;0,0381;0,8179;1,0232;1,0328;1;389;0,1316;1,1267;1,0123;1,0216;1
20250502 16:46:34;20250502 19:46:34;7,0;401;0,0313;0,7781;1,0445;1,0538;1;396;0,109;1,093;1,0267;1,0362;1
20250502 17:01:39;20250502 20:01:39;5,2;409;0,0285;0,7419;1,0623;1,0707;1;401;0,0916;1,0659;1,0372;1,0467;1
20250502 17:16:45;20250502 20:16:45;3,5;442;0,0276;0,7173;1,0606;1,0691;1;409;0,0797;1,0636;1,0255;1,0351;1
