DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250501 13:18:22;20250501 16:18:22;32,0;411;0,1612;1,0015;0,9975;1,0062;1;397;0,3491;1,2606;1,0104;1,0197;1
20250501 13:33:22;20250501 16:33:22;30,4;409;0,1516;0,9888;1,0055;1,0147;1;398;0,3356;1,2488;1,0174;1,0269;1
20250501 13:48:24;20250501 16:48:24;28,6;407;0,1421;0,9782;1,011;1,0203;1;399;0,3223;1,2411;1,0205;1,0301;1
20250501 14:03:24;20250501 17:03:24;26,8;406;0,1323;0,969;1,0143;1,0237;1;399;0,3092;1,2338;1,0224;1,0319;1
20250501 14:18:25;20250501 17:18:25;25,0;404;0,1224;0,9612;1,0151;1,0245;1;399;0,2951;1,2277;1,0218;1,0314;1
20250501 14:33:25;20250501 17:33:25;23,2;403;0,1118;0,9517;1,0161;1,0256;1;399;0,2801;1,2227;1,0196;1,0292;1
20250501 14:48:26;20250501 17:48:26;21,3;400;0,102;0,9409;1,0159;1,0254;1;398;0,264;1,2128;1,0205;1,03;1
20250501 15:03:26;20250501 18:03:26;19,5;400;0,0907;0,9268;1,0183;1,0278;1;397;0,2462;1,2017;1,0214;1,031;1
20250501 15:18:27;20250501 18:18:27;17,6;397;0,0805;0,9126;1,019;1,0285;1;394;0,2282;1,1908;1,0211;1,0307;1
20250501 15:33:27;20250501 18:33:27;15,7;398;0,0692;0,8947;1,0218;1,0314;1;393;0,2083;1,1767;1,0222;1,0318;1
20250501 15:48:28;20250501 18:48:28;13,8;398;0,0585;0,8741;1,0256;1,0352;1;392;0,1868;1,1593;1,0249;1,0345;1
20250501 16:03:32;20250501 19:03:32;12,0;395;0,0494;0,8502;1,0309;1,0405;1;390;0,1659;1,1425;1,0256;1,0352;1
20250501 16:18:33;20250501 19:18:33;10,1;396;0,0413;0,826;1,0344;1,0439;1;390;0,1446;1,1273;1,0236;1,0332;1
20250501 16:33:34;20250501 19:33:34;8,3;397;0,0349;0,8001;1,0382;1,0476;1;388;0,1251;1,1075;1,0252;1,0348;1
20250501 16:49:11;20250501 19:49:11;6,5;407;0,03;0,7712;1,0436;1,0529;1;399;0,1032;1,0888;1,0255;1,0351;1
20250501 17:04:13;20250501 20:04:13;4,7;433;0,0275;0,7406;1,0526;1,0615;1;405;0,0878;1,073;1,0257;1,0353;1
20250501 17:19:18;20250501 20:19:18;3,0;438;0,028;0,7079;1,0612;1,0698;1;412;0,0767;1,0568;1,0278;1,0373;1
