DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250505 06:53:18;20250505 09:53:18;35,6;433;0,1698;1,0126;0,9942;1,0028;1;412;0,3617;1,2702;1,0065;1,0156;1
20250505 07:08:19;20250505 10:08:19;37,1;427;0,1638;0,9272;1,0923;1,0982;1;405;0,3361;1,1519;1,1186;1,1212;1
20250505 07:22:49;20250505 10:22:49;38,5;422;0,162;0,8856;1,1558;1,1524;1;406;0,3243;1,1046;1,1778;1,1702;1
20250505 07:38:20;20250505 10:38:20;39,9;431;0,1769;0,9483;1,0706;1,0785;1;405;0,3554;1,1749;1,0953;1,1009;1
20250505 07:53:21;20250505 10:53:21;41,2;443;0,1857;0,9996;1,0154;1,0249;1;419;0,3753;1,2462;1,0289;1,0385;1
20250505 08:07:51;20250505 11:07:51;42,3;434;0,1699;0,8875;1,1601;1,1559;1;419;0,3327;1,1088;1,1747;1,1677;1
20250505 08:23:22;20250505 11:23:22;43,4;432;0,1731;0,8834;1,1686;1,1628;1;406;0,3358;1,0913;1,199;1,1868;1
20250505 08:37:52;20250505 11:37:52;44,2;428;0,1769;0,8811;1,1738;1,167;1;407;0,3391;1,0937;1,196;1,1844;1
20250505 08:52:53;20250505 11:52:53;45,0;427;0,1768;0,8715;1,1912;1,1807;1;409;0,3361;1,0829;1,2115;1,1964;1
20250505 09:08:24;20250505 12:08:24;45,6;429;0,1797;0,8814;1,1754;1,1682;1;411;0,3411;1,0949;1,1948;1,1835;1
20250505 09:23:56;20250505 12:23:56;46,0;435;0,1794;0,8843;1,1713;1,165;1;415;0,3405;1,0951;1,1947;1,1835;1
20250505 09:38:26;20250505 12:38:26;46,3;431;0,1815;0,8831;1,1737;1,1669;1;410;0,3436;1,0952;1,1947;1,1834;1
20250505 09:53:26;20250505 12:53:26;46,4;429;0,1808;0,8755;1,1865;1,177;1;414;0,3395;1,0892;1,203;1,1899;1
20250505 10:08:58;20250505 13:08:58;46,3;433;0,1819;0,8885;1,1648;1,1597;1;415;0,3444;1,103;1,184;1,175;1
20250505 10:22:56;20250505 13:22:56;46,1;430;0,1802;0,879;1,1802;1,172;1;412;0,3408;1,0921;1,1988;1,1867;1
20250505 10:37:56;20250505 13:37:56;45,6;430;0,1797;0,882;1,1745;1,1676;1;410;0,3422;1,0951;1,1945;1,1833;1
20250505 10:53:27;20250505 13:53:27;45,0;434;0,1769;0,8836;1,1709;1,1646;1;416;0,3388;1,0997;1,188;1,1783;1
20250505 11:08:28;20250505 14:08:28;44,3;435;0,1745;0,8825;1,1716;1,1652;1;413;0,3367;1,095;1,1942;1,1831;1
20250505 11:22:58;20250505 14:22:58;43,5;430;0,1725;0,8751;1,1827;1,1741;1;411;0,3327;1,0892;1,202;1,1891;1
20250505 11:39:00;20250505 14:39:00;42,4;435;0,1689;0,8842;1,1656;1,1604;1;419;0,3316;1,106;1,1784;1,1707;1
20250505 11:53:30;20250505 14:53:30;41,3;434;0,1659;0,8829;1,1658;1,1605;1;414;0,3288;1,1012;1,1842;1,1753;1
20250505 12:08:31;20250505 15:08:31;40,0;435;0,1614;0,8849;1,1601;1,1559;1;419;0,3244;1,108;1,1745;1,1675;1
20250505 12:23:32;20250505 15:23:32;38,7;431;0,1559;0,8732;1,1764;1,1691;1;418;0,3154;1,0948;1,1913;1,1808;1
20250505 12:38:02;20250505 15:38:02;37,3;434;0,1481;0,8627;1,191;1,1805;1;419;0,3058;1,0841;1,205;1,1914;1
20250505 12:53:34;20250505 15:53:34;35,7;440;0,1414;0,8679;1,1779;1,1702;1;427;0,2986;1,0939;1,1896;1,1794;1
20250505 13:08:35;20250505 16:08:35;34,1;439;0,1366;0,8745;1,1624;1,1578;1;425;0,2959;1,1032;1,175;1,1679;1
20250505 13:23:05;20250505 16:23:05;32,5;444;0,1244;0,8519;1,1957;1,1842;1;425;0,2802;1,0776;1,2078;1,1936;1
20250505 13:39:07;20250505 16:39:07;30,7;439;0,1178;0,8459;1,1995;1,1872;1;429;0,2672;1,0706;1,214;1,1984;1
20250505 13:53:37;20250505 16:53:37;29,0;445;0,1099;0,8525;1,1803;1,1722;1;435;0,2598;1,0868;1,1866;1,1771;1
20250505 14:08:37;20250505 17:08:37;27,2;447;0,0992;0,8356;1,2013;1,1886;1;441;0,2422;1,0713;1,2023;1,1894;1
20250505 14:23:38;20250505 17:23:38;25,3;442;0,0905;0,8177;1,224;1,2059;1;439;0,2287;1,055;1,2181;1,2014;1
20250505 14:38:38;20250505 17:38:38;23,5;441;0,0844;0,8243;1,1978;1,1859;1;438;0,2212;1,0663;1,192;1,1814;1
20250505 14:53:39;20250505 17:53:39;21,6;442;0,0773;0,8346;1,1628;1,1581;1;438;0,2136;1,0869;1,1537;1,1507;1
20250505 15:09:16;20250505 18:09:16;19,7;445;0,0681;0,8309;1,1505;1,1481;1;438;0,1989;1,0843;1,1453;1,1437;1
20250505 15:24:17;20250505 18:24:17;17,8;446;0,0596;0,8244;1,1413;1,1405;1;439;0,1846;1,086;1,1306;1,1314;1
20250505 15:38:45;20250505 18:38:45;16,0;441;0,0527;0,8099;1,1435;1,1423;1;432;0,1712;1,0741;1,1315;1,1323;1
20250505 15:53:45;20250505 18:53:45;14,1;446;0,0447;0,8003;1,1339;1,1342;1;431;0,1558;1,0731;1,1169;1,1198;1
20250505 16:08:46;20250505 19:08:46;12,3;448;0,0386;0,7992;1,1069;1,1111;1;428;0,1423;1,0821;1,0894;1,0956;1
20250505 16:24:32;20250505 19:24:32;10,4;452;0,0324;0,7833;1,0992;1,1044;1;435;0,122;1,0758;1,0775;1,0848;1
20250505 16:38:56;20250505 19:38:56;8,6;453;0,0279;0,7655;1,0948;1,1005;1;427;0,1095;1,0653;1,071;1,0789;1
20250505 16:53:58;20250505 19:53:58;6,9;462;0,0243;0,7437;1,0939;1,0996;1;429;0,0944;1,0551;1,0637;1,072;1
20250505 17:09:54;20250505 20:09:54;5,0;494;0,0223;0,7249;1,0846;1,0913;1;444;0,0792;1,0565;1,0449;1,0542;1
20250505 17:24:49;20250505 20:24:49;3,4;532;0,0215;0,6889;1,1043;1,1089;1;467;0,0677;1,0345;1,0538;1,0627;1
