DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];CorrectP1;OzoneP2[D.u.];CorrectP2
20250505 02:23:55;20250505 05:23:55;3.3;461;1;417;1
20250505 02:38:51;20250505 05:38:51;5.0;426;1;410;1
20250505 02:53:51;20250505 05:53:51;6.8;420;1;408;1
20250505 03:08:14;20250505 06:08:14;8.5;419;1;403;1
20250505 03:23:14;20250505 06:23:14;10.3;415;1;403;1
20250505 03:38:14;20250505 06:38:14;12.1;415;1;405;1
20250505 03:53:11;20250505 06:53:11;14.0;412;1;406;1
20250505 04:08:11;20250505 07:08:11;15.8;411;1;404;1
20250505 04:23:12;20250505 07:23:12;17.7;410;1;406;1
20250505 04:38:13;20250505 07:38:13;19.6;412;1;407;1
20250505 04:53:13;20250505 07:53:13;21.5;414;1;406;1
20250505 05:08:14;20250505 08:08:14;23.3;416;1;406;1
20250505 05:23:14;20250505 08:23:14;25.2;417;1;405;1
20250505 05:38:15;20250505 08:38:15;27.0;419;1;405;1
20250505 05:53:16;20250505 08:53:16;28.8;423;1;406;1
20250505 06:08:17;20250505 09:08:17;30.6;423;1;405;1
20250505 06:23:17;20250505 09:23:17;32.3;421;1;408;1
20250505 06:38:48;20250505 09:38:48;34.0;430;1;410;1
20250505 06:53:18;20250505 09:53:18;35.6;433;1;412;1
20250505 07:08:19;20250505 10:08:19;37.1;427;1;405;1
20250505 07:22:49;20250505 10:22:49;38.5;422;1;406;1
20250505 07:38:20;20250505 10:38:20;39.9;431;1;405;1
20250505 07:53:21;20250505 10:53:21;41.2;443;1;419;1
20250505 08:07:51;20250505 11:07:51;42.3;434;1;419;1
20250505 08:23:22;20250505 11:23:22;43.4;432;1;406;1
20250505 08:37:52;20250505 11:37:52;44.2;428;1;407;1
20250505 08:52:53;20250505 11:52:53;45.0;427;1;409;1
20250505 09:08:24;20250505 12:08:24;45.6;429;1;411;1
20250505 09:23:56;20250505 12:23:56;46.0;435;1;415;1
20250505 09:38:26;20250505 12:38:26;46.3;431;1;410;1
20250505 09:53:26;20250505 12:53:26;46.4;429;1;414;1
20250505 10:08:58;20250505 13:08:58;46.3;433;1;415;1
20250505 10:22:56;20250505 13:22:56;46.1;430;1;412;1
20250505 10:37:56;20250505 13:37:56;45.6;430;1;410;1
20250505 10:53:27;20250505 13:53:27;45.0;434;1;416;1
20250505 11:08:28;20250505 14:08:28;44.3;435;1;413;1
20250505 11:22:58;20250505 14:22:58;43.5;430;1;411;1
20250505 11:39:00;20250505 14:39:00;42.4;435;1;419;1
20250505 11:53:30;20250505 14:53:30;41.3;434;1;414;1
20250505 12:08:31;20250505 15:08:31;40.0;435;1;419;1
20250505 12:23:32;20250505 15:23:32;38.7;431;1;418;1
20250505 12:38:02;20250505 15:38:02;37.3;434;1;419;1
20250505 12:53:34;20250505 15:53:34;35.7;440;1;427;1
20250505 13:08:35;20250505 16:08:35;34.1;439;1;425;1
20250505 13:23:05;20250505 16:23:05;32.5;444;1;425;1
20250505 13:39:07;20250505 16:39:07;30.7;439;1;429;1
20250505 13:53:37;20250505 16:53:37;29.0;445;1;435;1
20250505 14:08:37;20250505 17:08:37;27.2;447;1;441;1
20250505 14:23:38;20250505 17:23:38;25.3;442;1;439;1
20250505 14:38:38;20250505 17:38:38;23.5;441;1;438;1
20250505 14:53:39;20250505 17:53:39;21.6;442;1;438;1
20250505 15:09:16;20250505 18:09:16;19.7;445;1;438;1
20250505 15:24:17;20250505 18:24:17;17.8;446;1;439;1
20250505 15:38:45;20250505 18:38:45;16.0;441;1;432;1
20250505 15:53:45;20250505 18:53:45;14.1;446;1;431;1
20250505 16:08:46;20250505 19:08:46;12.3;448;1;428;1
20250505 16:24:32;20250505 19:24:32;10.4;452;1;435;1
20250505 16:38:56;20250505 19:38:56;8.6;453;1;427;1
20250505 16:53:58;20250505 19:53:58;6.9;462;1;429;1
20250505 17:09:54;20250505 20:09:54;5.0;494;1;444;1
20250505 17:24:49;20250505 20:24:49;3.4;532;1;467;1
Среднее значение ОСО (P1): 434
Стандартное отклонение: 19.04
Среднее значение ОСО (P2): 417
Стандартное отклонение: 13.39

