DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250504 06:11:42;20250504 09:11:42;30,7;428;0,1243;0,8562;1,1815;1,1731;1;412;0,2776;1,0754;1,2072;1,1932;1
20250504 06:25:10;20250504 09:25:10;32,3;419;0,1283;0,8304;1,2351;1,2142;1;409;0,2777;1,0508;1,2478;1,2237;1
20250504 06:40:11;20250504 09:40:11;33,9;426;0,1441;0,8909;1,1359;1,1359;1;412;0,3075;1,1204;1,1525;1,1497;1
20250504 06:55:12;20250504 09:55:12;35,5;424;0,1484;0,8771;1,1621;1,1575;1;411;0,3086;1,1008;1,18;1,1719;1
20250504 07:10:43;20250504 10:10:43;37,1;438;0,1741;1,0157;0,9939;1,0024;1;418;0,3661;1,2734;1,0051;1,0142;1
20250504 07:25:43;20250504 10:25:43;38,5;438;0,181;1,0216;0,9908;0,999;1;418;0,3743;1,2792;1,0016;1,0105;1
20250504 07:40:44;20250504 10:40:44;39,9;441;0,185;1,0196;0,9944;1,003;1;419;0,3785;1,2746;1,0056;1,0148;1
20250504 07:55:44;20250504 10:55:44;41,1;430;0,173;0,9082;1,1263;1,1279;1;411;0,3405;1,13;1,1471;1,1453;1
20250504 08:10:44;20250504 11:10:44;42,2;436;0,1836;0,9544;1,0667;1,0748;1;417;0,3619;1,1892;1,0818;1,0887;1
20250504 08:25:44;20250504 11:25:44;43,2;442;0,1965;1,0189;0,9992;1,008;1;420;0,3898;1,2712;1,0095;1,0188;1
20250504 08:40:14;20250504 11:40:14;44,1;425;0,1844;0,9089;1,1302;1,1311;1;408;0,3519;1,1298;1,1487;1,1466;1
20250504 08:55:15;20250504 11:55:15;44,8;417;0,1762;0,8557;1,2192;1,2023;1;405;0,3306;1,0666;1,2357;1,2147;1
20250504 09:10:15;20250504 12:10:15;45,4;428;0,1783;0,8757;1,1847;1,1756;1;410;0,3391;1,0904;1,201;1,1883;1
20250504 09:25:46;20250504 12:25:46;45,8;420;0,1813;0,8693;1,1963;1,1847;1;407;0,3389;1,0818;1,2135;1,1979;1
20250504 09:40:47;20250504 12:40:47;46,0;424;0,1996;0,9476;1,08;1,0871;1;402;0,3764;1,1711;1,1017;1,1066;1
20250504 09:57:21;20250504 12:57:21;46,1;435;0,2122;1,03;0,9919;1,0002;1;412;0,4078;1,2801;1,0034;1,0124;1
20250504 10:10:18;20250504 13:10:18;46,0;413;0,1916;0,8951;1,1539;1,1509;1;401;0,3545;1,1118;1,1722;1,1657;1
20250504 10:25:49;20250504 13:25:49;45,7;430;0,2134;1,0298;0,9917;1,0;1;407;0,4092;1,2801;1,0033;1,0123;1
20250504 10:40:49;20250504 13:40:49;45,3;429;0,2128;1,03;0,9911;0,9994;1;409;0,4077;1,2836;1,0006;1,0095;1
20250504 10:55:19;20250504 13:55:19;44,7;424;0,207;0,9998;1,0194;1,029;1;406;0,3953;1,2437;1,0322;1,0417;1
20250504 11:10:20;20250504 14:10:20;43,9;404;0,1826;0,8691;1,1938;1,1828;1;400;0,3382;1,0845;1,2089;1,1945;1
20250504 11:25:51;20250504 14:25:51;43,0;414;0,1744;0,8626;1,2036;1,1904;1;408;0,329;1,0788;1,2167;1,2004;1
20250504 11:40:21;20250504 14:40:21;42,0;411;0,1713;0,8586;1,209;1,1945;1;401;0,3268;1,0724;1,2257;1,2072;1
20250504 11:55:52;20250504 14:55:52;40,8;418;0,1658;0,8622;1,2001;1,1876;1;409;0,3216;1,079;1,2152;1,1993;1
20250504 12:10:22;20250504 15:10:22;39,6;408;0,1643;0,8558;1,2089;1,1945;1;397;0,3197;1,0699;1,2278;1,2088;1
20250504 12:26:24;20250504 15:26:24;38,2;421;0,1561;0,8627;1,1933;1,1823;1;407;0,3134;1,0797;1,2122;1,197;1
20250504 12:40:54;20250504 15:40:54;36,8;416;0,155;0,8725;1,173;1,1663;1;405;0,315;1,0956;1,1883;1,1785;1
20250504 12:55:23;20250504 15:55:23;35,3;406;0,1479;0,8475;1,2128;1,1975;1;402;0,3001;1,0673;1,2273;1,2084;1
20250504 13:10:24;20250504 16:10:24;33,7;414;0,14;0,8521;1,1994;1,1871;1;407;0,294;1,0756;1,2127;1,1974;1
20250504 13:25:24;20250504 16:25:24;32,0;413;0,1343;0,8541;1,1899;1,1797;1;407;0,2877;1,0792;1,2045;1,191;1
20250504 13:40:24;20250504 16:40:24;30,3;415;0,1243;0,8421;1,2048;1,1912;1;404;0,2775;1,0689;1,2157;1,1996;1
20250504 13:55:56;20250504 16:55:56;28,5;410;0,1175;0,8374;1,2049;1,1914;1;408;0,2647;1,0638;1,2179;1,2013;1
20250504 14:10:57;20250504 17:10:57;26,6;412;0,117;0,8868;1,1146;1,1178;1;407;0,274;1,1254;1,1299;1,1309;1
20250504 14:25:56;20250504 17:25:56;24,8;410;0,0957;0,7973;1,262;1,234;1;388;0,2283;0,9811;1,3421;1,2899;1
20250504 14:40:57;20250504 17:40:57;23,0;411;0,1064;0,9423;1,025;1,0346;1;409;0,2703;1,2129;1,027;1,0366;1
20250504 14:55:58;20250504 17:55:58;21,1;410;0,0827;0,8174;1,1884;1,1786;1;411;0,2174;1,0575;1,1905;1,1802;1
20250504 15:10:58;20250504 18:10:58;19,2;419;0,0765;0,8619;1,098;1,1033;1;418;0,2162;1,1265;1,0928;1,0987;1
20250504 15:26:03;20250504 18:26:03;17,3;417;0,0657;0,8312;1,1252;1,1269;1;411;0,197;1,0924;1,1195;1,122;1
20250504 15:41:30;20250504 18:41:30;15,4;429;0,0554;0,8348;1,0967;1,1022;1;423;0,1779;1,1128;1,0822;1,0891;1
20250504 15:56:00;20250504 18:56:00;13,6;405;0,0561;0,8728;1,0244;1,034;1;399;0,1813;1,1632;1,0199;1,0294;1
20250504 16:11:04;20250504 19:11:04;11,8;404;0,0472;0,852;1,0258;1,0354;1;397;0,1611;1,1475;1,0194;1,0289;1
20250504 16:26:04;20250504 19:26:04;9,9;402;0,0397;0,8233;1,0348;1,0443;1;393;0,1411;1,123;1,0258;1,0354;1
20250504 16:41:38;20250504 19:41:38;8,1;412;0,0319;0,7779;1,0649;1,0732;1;403;0,1147;1,0792;1,0505;1,0596;1
20250504 16:56:39;20250504 19:56:39;6,3;429;0,0272;0,7463;1,0779;1,0852;1;409;0,0962;1,0579;1,0552;1,064;1
20250504 17:11:44;20250504 20:11:44;4,6;449;0,0259;0,7221;1,0787;1,0859;1;413;0,083;1,0512;1,0465;1,0558;1
20250504 17:26:50;20250504 20:26:50;2,9;455;0,0263;0,6899;1,0887;1,095;1;431;0,0725;1,0374;1,0467;1,0559;1
