DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250508 06:46:21;20250508 09:46:21;35,6;436;0,1378;0,8451;1,2183;1,2016;1;425;0,29;1,0669;1,2284;1,2092;1
20250508 07:00:52;20250508 10:00:52;37,1;436;0,1427;0,8457;1,2216;1,2041;1;424;0,296;1,0661;1,2313;1,2114;1
20250508 07:16:23;20250508 10:16:23;38,7;433;0,15;0,8493;1,2188;1,202;1;416;0,3042;1,0622;1,2388;1,217;1
20250508 07:31:24;20250508 10:31:24;40,1;438;0,1563;0,8651;1,1935;1,1825;1;423;0,3135;1,0823;1,2099;1,1952;1
20250508 07:45:54;20250508 10:45:54;41,4;437;0,1615;0,8681;1,1908;1,1804;1;420;0,3206;1,0857;1,2059;1,1921;1
20250508 08:00:55;20250508 11:00:55;42,6;436;0,1668;0,8745;1,182;1,1735;1;422;0,3259;1,0931;1,196;1,1845;1
20250508 08:16:26;20250508 11:16:26;43,7;429;0,1674;0,8522;1,224;1,2059;1;412;0,3216;1,0604;1,2448;1,2215;1
20250508 08:30:56;20250508 11:30:56;44,7;435;0,1727;0,8722;1,1896;1,1795;1;419;0,3314;1,0864;1,2065;1,1926;1
20250508 08:45:56;20250508 11:45:56;45,5;424;0,1723;0,8451;1,2407;1,2184;1;413;0,3236;1,0545;1,2549;1,2289;1
20250508 09:01:28;20250508 12:01:28;46,2;424;0,1727;0,8389;1,254;1,2282;1;411;0,3225;1,0453;1,2701;1,2398;1
20250508 09:16:58;20250508 12:16:58;46,7;429;0,1743;0,8484;1,2361;1,2149;1;418;0,3257;1,0579;1,25;1,2252;1
20250508 09:30:58;20250508 12:30:58;47,0;434;0,1818;0,8811;1,1779;1,1702;1;413;0,3425;1,0907;1,201;1,1884;1
20250508 09:45:58;20250508 12:45:58;47,2;432;0,1776;0,86;1,2151;1,1992;1;420;0,3331;1,0741;1,2252;1,2068;1
20250508 10:00:59;20250508 13:00:59;47,2;430;0,1829;0,8772;1,1848;1,1757;1;416;0,342;1,0915;1,2;1,1876;1
20250508 10:15:58;20250508 13:15:58;47,0;431;0,1806;0,872;1,1934;1,1825;1;416;0,3383;1,0836;1,2111;1,1962;1
20250508 10:31:00;20250508 13:31:00;46,7;414;0,1706;0,814;1,3075;1,2663;1;408;0,3144;1,0192;1,3154;1,2717;1
20250508 10:46:00;20250508 13:46:00;46,2;430;0,1804;0,8781;1,1818;1,1733;1;415;0,3396;1,0912;1,2002;1,1877;1
20250508 11:01:01;20250508 14:01:01;45,5;425;0,1806;0,8776;1,1817;1,1732;1;409;0,3402;1,0902;1,2014;1,1886;1
20250508 11:16:02;20250508 14:16:02;44,7;424;0,1798;0,8811;1,1745;1,1675;1;409;0,3396;1,0949;1,1945;1,1833;1
20250508 11:31:33;20250508 14:31:33;43,7;442;0,1973;1,0132;1,005;1,0142;1;425;0,3875;1,2675;1,0125;1,0219;1
20250508 11:46:34;20250508 14:46:34;42,6;439;0,1861;0,9673;1,0519;1,0609;1;423;0,366;1,2077;1,0638;1,0721;1
20250508 12:02:37;20250508 15:02:37;41,3;443;0,1847;0,9921;1,0232;1,0328;1;426;0,3704;1,2435;1,0312;1,0408;1
20250508 12:16:05;20250508 15:16:05;40,1;432;0,1738;0,9326;1,0909;1,097;1;418;0,3462;1,1678;1,1031;1,1077;1
20250508 12:31:36;20250508 15:31:36;38,7;440;0,1727;0,9746;1,0379;1,0474;1;426;0,354;1,2235;1,0474;1,0565;1
20250508 12:46:06;20250508 15:46:06;37,2;427;0,1471;0,8484;1,2166;1,2003;1;423;0,2987;1,0722;1,2223;1,2046;1
20250508 13:02:39;20250508 16:02:39;35,5;438;0,1421;0,8724;1,1698;1,1637;1;428;0,2994;1,1013;1,1793;1,1714;1
20250508 13:16:37;20250508 16:16:37;33,9;431;0,1369;0,863;1,181;1,1727;1;421;0,2924;1,0882;1,1951;1,1837;1
20250508 13:31:07;20250508 16:31:07;32,3;434;0,1283;0,8577;1,1846;1,1756;1;420;0,2844;1,0855;1,1962;1,1846;1
20250508 13:46:38;20250508 16:46:38;30,5;434;0,1211;0,857;1,179;1,1711;1;426;0,2735;1,0886;1,188;1,1782;1
20250508 14:01:38;20250508 17:01:38;28,7;426;0,1123;0,8332;1,214;1,1983;1;424;0,258;1,0637;1,2188;1,202;1
20250508 14:16:39;20250508 17:16:39;26,9;421;0,1025;0,8089;1,2518;1,2266;1;420;0,2417;1,0372;1,2532;1,2276;1
20250508 14:31:40;20250508 17:31:40;25,0;427;0,0952;0,8256;1,2066;1,1927;1;426;0,2368;1,064;1,2033;1,1901;1
20250508 14:46:41;20250508 17:46:41;23,2;430;0,0913;0,864;1,1282;1,1295;1;428;0,2375;1,1149;1,1271;1,1285;1
20250508 15:01:42;20250508 18:01:42;21,3;429;0,0796;0,8315;1,1651;1,16;1;425;0,2173;1,0812;1,1592;1,1552;1
20250508 15:16:42;20250508 18:16:42;19,4;426;0,0708;0,8192;1,1681;1,1624;1;423;0,2024;1,0708;1,1612;1,1568;1
20250508 15:31:47;20250508 18:31:47;17,5;431;0,0617;0,8179;1,1492;1,147;1;424;0,1887;1,0782;1,1384;1,138;1
20250508 15:46:48;20250508 18:46:48;15,7;437;0,0529;0,8159;1,1294;1,1304;1;427;0,1735;1,087;1,1132;1,1166;1
20250508 16:02:54;20250508 19:02:54;13,7;443;0,0438;0,7997;1,128;1,1293;1;431;0,1518;1,0736;1,1122;1,1157;1
20250508 16:17:27;20250508 19:17:27;11,9;448;0,0373;0,7919;1,1124;1,1159;1;432;0,1366;1,0763;1,0923;1,0982;1
20250508 16:32:28;20250508 19:32:28;10,1;457;0,0312;0,7855;1,0909;1,097;1;437;0,1203;1,0848;1,065;1,0733;1
20250508 16:46:49;20250508 19:46:49;8,4;455;0,0265;0,7456;1,1235;1,1254;1;429;0,1043;1,0432;1,0935;1,0993;1
20250508 17:03:08;20250508 20:03:08;6,5;462;0,0233;0,7185;1,1299;1,1309;1;436;0,0868;1,0245;1,0949;1,1005;1
20250508 17:17:39;20250508 20:17:39;4,9;498;0,0216;0,703;1,1188;1,1214;1;449;0,0753;1,0298;1,0722;1,0799;1
20250508 17:32:34;20250508 20:32:34;3,2;529;0,0213;0,6781;1,1203;1,1227;1;467;0,0667;1,0243;1,0638;1,0722;1
